Target Word,Neighbor,Cosine Similarity
sacerdos,princeps,0.90952
sacerdos,sacerdotium,0.909338
sacerdos,clericus,0.90916455
sacerdos,eleazaris,0.90212315
sacerdos,senex,0.90157026
sacerdos,,0.9001457
sacerdos,episcopus,0.8992586
sacerdos,que,0.8990817
sacerdos,praeses,0.8987074
sacrificulus,aesculapius,0.8336837
sacrificulus,infantulus,0.8211781
sacrificulus,seruulus,0.820397
sacrificulus,puerulus,0.8202469
sacrificulus,faustulus,0.8187537
sacrificulus,pompilus,0.81779575
sacrificulus,uulcanus,0.8132524
sacrificulus,lupercus,0.81243145
sacrificulus,uitricus,0.81176674
sacrificulus,perseus,0.81067705
sacrificulus,aesculapus,0.80990136
sacrificulus,uulcanius,0.8097936
sacrificulus,aquarius,0.8081363
sacrificulus,chaldaeus,0.80736876
sacrificulus,auunculus,0.8062664
machina,moles,0.9432792
machina,turris,0.94104505
machina,fabrica,0.9408991
machina,scala,0.9397373
machina,rota,0.9379765
machina,mola,0.93753946
machina,columna,0.93728566
machina,que,0.9308784
machina,cratis,0.9292508
machina,sarcina,0.92893064
machina,machinamentum,0.92681134
machina,fossa,0.9256309
machina,,0.9246485
machina,officina,0.92413455
machina,propugnaculum,0.9240531
carina,puppis,0.95843124
carina,ratis,0.9584225
carina,harena,0.9494295
carina,mola,0.94186056
carina,remus,0.94053745
carina,nauta,0.9392976
carina,lacuna,0.9382937
carina,procella,0.9379459
carina,remex,0.9361313
carina,naufrago,0.93535244
carina,pinna,0.9339291
carina,capella,0.9339231
carina,penna,0.9325043
carina,salum,0.9311856
carina,que,0.92984354
catapulta,trabalis,0.878091
catapulta,missilis,0.8775209
catapulta,praeacutus,0.8774047
catapulta,clauus,0.8745426
catapulta,stringo,0.87425774
catapulta,ballista,0.8738864
catapulta,creber,0.873405
catapulta,acuo,0.8716089
catapulta,parma,0.8715422
catapulta,iaculus,0.87133884
catapulta,lancea,0.86935437
catapulta,que,0.8689423
catapulta,densus,0.868338
catapulta,fistula,0.86820245
catapulta,coagmento,0.86807036
tormentum,supplicium,0.94361925
tormentum,flagellum,0.9308691
tormentum,poena,0.9191021
tormentum,flamma,0.9166171
tormentum,telum,0.9157929
tormentum,cruciatus,0.9140972
tormentum,damnum,0.91305757
tormentum,incendium,0.9126784
tormentum,uinculum,0.9117104
tormentum,saxum,0.911252
tormentum,que,0.907262
tormentum,discrimen,0.90622306
tormentum,dolor,0.90594566
tormentum,labor,0.9046263
tormentum,plaga,0.9035595
legio,miles,0.93702036
legio,cohors,0.93019706
legio,acies,0.92026675
legio,militia,0.9152724
legio,classis,0.9106381
legio,prouincia,0.9087567
legio,exercitus,0.907892
legio,castra,0.9065975
legio,turma,0.9060593
legio,plebs,0.9060424
legio,colonia,0.9018495
legio,agmen,0.90168107
legio,pedes,0.9006272
legio,praesidium,0.89961827
legio,,0.8987631
phalanx,cohors,0.92463833
phalanx,caterua,0.92397565
phalanx,pubes,0.9163213
phalanx,turma,0.91612244
phalanx,minax,0.8988935
phalanx,nurus,0.8977779
phalanx,bipennis,0.8974209
phalanx,suboles,0.8973333
phalanx,que,0.8952393
phalanx,progenies,0.8944826
phalanx,uictrix,0.8937271
phalanx,armo,0.89370596
phalanx,globus,0.8930923
phalanx,ceruix,0.8930347
phalanx,propago,0.89237344
