Token,PRT
quidem,1.019344140660268
muer,1.0159061103389293
magnus,1.0058518154800982
sex,1.0058044185521735
mille,1.0081365553468375
nola,1.1021275511129132
mons,1.009823274474582
inter,1.010144059126474
iaceo,1.0048191408724283
orto,1.2501252568099914
comminus,1.0142418837512526
suscipio,1.0082076189876397
insero,1.0228206722827091
calix,1.011520587015636
fluentum,1.0256333511595737
uindico,1.0216466708156382
reliquus,1.0165574887760216
nolanus,1.1363774970756115
profluo,1.0235516963517444
praedium,1.0361633459573134
passum,1.0241010724752315
grates,1.010696302773894
habendus,1.0129348735396344
namque,1.0262579051946137
opera,1.0342098555348809
aquaeductus,1.0408508053228935
uetustas,1.0134316472803118
rumpo,1.0053768421733886
uas,1.0132284490013606
iterum,1.013133732595197
forma,1.0183340252841246
uoco,1.011463385460677
ubertim,1.0675979260473487
gratis,1.0227501523711684
altus,1.0061212668461075
scopulus,1.0071964662789537
calleo,1.0507880401730694
uia,1.0119658581579551
iumentum,1.0081245003607737
penetrabilis,1.0271817305190332
merces,1.0067732035072485
reperio,1.0118611860365798
difficile,1.0233937965822857
immensis,1.0671305999146916
arduus,1.0079761688831304
locupleto,1.0257883051366956
promo,1.0106526489938965
famulo,1.095313864065054
impendo,1.0311484314662351
inemptus,1.0723000351079945
trepidus,1.0059997636287767
plebs,1.0110547472739178
caterua,1.00914990095096
coaco,1.0961671949353116
mane,1.0249759292294909
concurro,1.0079993636173452
laetus,1.0186759508258534
certatim,1.0245493570618767
alacer,1.024030375901043
cacumen,1.0117892403265523
fascis,1.0132449099246112
grauis,1.0114443603644794
ceruix,1.005532063275843
subigo,1.009907767720231
caementum,1.0514334016982902
dumosus,1.0377544265591445
uectis,1.0354340126529062
sol,1.0047033067350186
ardeo,1.0042889295526456
creber,1.0302108180752296
itero,1.0170405597973293
recurro,1.0218607285772583
aestas,1.0134408298497823
moror,1.0151500281300097
tendo,1.0075567888196688
aurora,1.026019412108292
serus,1.0169766292965754
uesper,1.0208274845058551
hora,1.0053288273385999
peruigilo,1.0347006002814383
modicus,1.0670249955512048
uix,1.0182450262796936
nox,1.0049703370743441
reficio,1.0162010415548008
ante,1.349456355538282
fabrilis,1.0341278125331694
arma,1.0058937890080852
surgo,1.0082279766590747
sentio,1.0096279607679404
procedo,1.0144800238533067
tamquam,1.0307466596546242
ludus,1.0114054587099053
paucus,1.0110230647928662
explicitus,1.0673081926761347
perfectus,1.0091519040677435
finis,1.00760447207989
longinquus,1.0158085555203038
agmen,1.0131242496926307
farsus,1.2167028958127888
interrumpo,1.0358416220588145
ueternus,1.0465190667742552
recipio,1.0085386542996184
collecta,1.0254111294394208
olim,1.0134721130521833
trames,1.0184933352589574
inundo,1.017732348998174
supero,1.0048824547638016
documentum,1.01463935741262
ago,1.0068204501042184
aestiuus,1.0300018479261173
huc,1.0053688293413627
mensis,1.023516540862443
hibernus,1.014140234499909
imber,1.0048406859588963
eo,1.007655912128875
ius,1.0290997091360146
rea,1.0378696609122977
patronus,1.0249475009062943
communis,1.01415102380362
statua,1.0440020963157786
blandus,1.0068500570092924
ira,1.004203270103918
motus,1.0272915464491206
simulo,1.0083470491488482
increpito,1.0392244736225775
querela,1.0225226968531975
turbo,1.0053186466141626
