id,title,creator,date,type,file,time_interval
IT-LAT0001_8,Vulgata VT II Samuelis,Hieronymus,382,prose,lat_0382_IT-LAT0001_8.txt,150
IT-LAT0001_9,Vulgata VT I Regum,Hieronymus,382,prose,lat_0382_IT-LAT0001_9.txt,150
IT-LAT0001_10,Vulgata VT II Regum,Hieronymus,382,prose,lat_0382_IT-LAT0001_10.txt,150
IT-LAT0001_11,Vulgata VT I Paralipomenon,Hieronymus,382,prose,lat_0382_IT-LAT0001_11.txt,150
IT-LAT0001_12,Vulgata VT II Paralipomenon,Hieronymus,382,prose,lat_0382_IT-LAT0001_12.txt,150
IT-LAT0001_13,Vulgata VT Esdrae,Hieronymus,382,prose,lat_0382_IT-LAT0001_13.txt,150
IT-LAT0001_14,Vulgata VT Nehemiae,Hieronymus,382,prose,lat_0382_IT-LAT0001_14.txt,150
IT-LAT0001_15,Vulgata VT Tobias,Hieronymus,382,prose,lat_0382_IT-LAT0001_15.txt,150
IT-LAT0001_16,Vulgata VT Iudith,Hieronymus,382,prose,lat_0382_IT-LAT0001_16.txt,150
IT-LAT0001_17,Vulgata VT Esther,Hieronymus,382,prose,lat_0382_IT-LAT0001_17.txt,150
IT-LAT0001_18,Vulgata VT Iob,Hieronymus,382,poetry,lat_0382_IT-LAT0001_18.txt,150
IT-LAT0001_19,Vulgata VT Psalmi,Hieronymus,382,poetry,lat_0382_IT-LAT0001_19.txt,150
IT-LAT0001_20,Vulgata VT Proverbia,Hieronymus,382,poetry,lat_0382_IT-LAT0001_20.txt,150
IT-LAT0001_21,Vulgata VT Ecclesiastes,Hieronymus,382,poetry,lat_0382_IT-LAT0001_21.txt,150
IT-LAT0001_22,Vulgata VT I Canticum Canticorum,Hieronymus,382,poetry,lat_0382_IT-LAT0001_22.txt,150
IT-LAT0001_23,Vulgata VT I Machabaeorum,Hieronymus,382,prose,lat_0382_IT-LAT0001_23.txt,150
IT-LAT0001_24,Vulgata VT II Machabaeorum,Hieronymus,382,prose,lat_0382_IT-LAT0001_24.txt,150
IT-LAT0001_25,Vulgata VT Isaias,Hieronymus,382,prose,lat_0382_IT-LAT0001_25.txt,150
IT-LAT0001_26,Vulgata VT Ieremiae,Hieronymus,382,prose,lat_0382_IT-LAT0001_26.txt,150
IT-LAT0001_27,Vulgata VT Lamentationes,Hieronymus,382,poetry,lat_0382_IT-LAT0001_27.txt,150
IT-LAT0001_28,Vulgata SPURIA Liber Kalilae et Dimnae,Hieronymus,382,prose,lat_0382_IT-LAT0001_28.txt,150
IT-LAT0001_29,Vulgata VT Daniel,Hieronymus,382,prose,lat_0382_IT-LAT0001_29.txt,150
IT-LAT0001_30,Vulgata VT Hosea,Hieronymus,382,prose,lat_0382_IT-LAT0001_30.txt,150
IT-LAT0001_31,Vulgata VT Joel,Hieronymus,382,prose,lat_0382_IT-LAT0001_31.txt,150
IT-LAT0001_32,Vulgata VT Amos,Hieronymus,382,prose,lat_0382_IT-LAT0001_32.txt,150
