Token,Cosine Similarity
accusatio,0.94984746
poena,0.9690188
felicitas,0.9795598
prouidus,0.9866057
profanus,0.9890982
aspectus,0.977141
tyrannus,0.9937456
sentio,0.9872898
faio,0.9776963
dubius,0.99181974
careo,0.99449044
nudo,0.9937497
luxus,0.99068916
praecedo,0.980843
prospicio,0.9894988
iniquus,0.9874576
quidquid,0.98858786
remaneo,0.9798104
ecce,0.94938934
nutrio,0.9932455
excelsus,0.961949
benignus,0.98872155
facies,0.9309825
remitto,0.9892372
mergo,0.99078596
tenebra,0.9762934
lux,0.98658013
moror,0.9945039
dementia,0.97897375
ignoro,0.9799983
denego,0.9721503
exeo,0.9858347
foris,0.97830755
iterum,0.9822617
requiro,0.9955145
insuper,0.9614652
ibi,0.9794662
malignus,0.9849585
funus,0.9921304
recte,0.97443867
mox,0.99322134
duco,0.9886571
locus,0.98466355
blandior,0.97532815
haereo,0.9959512
uiuus,0.98898244
corpus,0.986729
suscito,0.9533194
sero,0.96133614
clamo,0.9784219
quamdiu,0.95607483
cognosco,0.9792013
uitas,0.9790727
ager,0.9760625
pinguis,0.9860195
semen,0.9176676
iacto,0.9945919
silua,0.9931536
latro,0.9801968
certus,0.9766807
aliter,0.9488934
tracto,0.99464417
noceo,0.99216413
noxa,0.9661945
foras,0.9580747
oberro,0.97362447
totiens,0.9853587
inuito,0.98223007
aula,0.9894568
messis,0.9903551
totidem,0.98453367
meto,0.9836019
quodsi,0.9665538
colligo,0.9924941
uindemia,0.9803309
uenio,0.9896148
adsum,0.9950856
primus,0.9936843
fundamentum,0.9519706
designo,0.9819059
secundus,0.98974866
minus,0.9819288
us,0.9489085
testamentum,0.8983508
uetus,0.98541564
proclamo,0.97341573
opus,0.9840635
tantum,0.99008775
totus,0.99105847
dummodo,0.9554399
uinco,0.9940395
euenio,0.9896809
spes,0.9830937
respuo,0.99140155
infelix,0.9897177
disciplina,0.9796741
ruo,0.99343944
frenum,0.98748237
luxuria,0.97217345
gaudium,0.9828421
infernus,0.9531246
crucio,0.97006387
oblecto,0.9667551
quicumque,0.97444534
alium,0.9877674
proprius,0.98762083
os,0.98441505
mercennarius,0.9602394
utor,0.9911652
innocentia,0.9587638
facultas,0.9570822
pateo,0.9919401
inauditus,0.9647014
omnino,0.98628825
triginta,0.97743696
nescius,0.9916223
erro,0.9935781
canis,0.9856307
perfruor,0.9714409
laetus,0.99026483
iniuria,0.9834774
lis,0.9233742
damnum,0.96822435
diurnus,0.98545784
bellum,0.99079996
infandus,0.9846327
fraudo,0.98144615
sanguis,0.9811145
furtum,0.94578
ulcus,0.97608674
uexo,0.99410075
gemo,0.9943296
inuado,0.99497175
longus,0.9951565
morbus,0.9901229
nascor,0.99349153
orbo,0.9786391
defleo,0.9870294
destruo,0.98116016
dignitas,0.9743118
uro,0.9822428
pauperies,0.97821933
c,0.9782069
tandem,0.99485534
