Token,Cosine Similarity
ceterum,0.9514762
ingressus,0.96175796
abstraho,0.98662865
aliquantus,0.98248804
spatium,0.99242646
octo,0.9758487
uerum,0.98964036
propemodum,0.98526704
scio,0.980717
reduco,0.9878206
recenseo,0.98208404
quantus,0.9926545
rapio,0.99708575
cis,0.8013681
taurus,0.9837555
annus,0.97862667
passim,0.9765755
congrego,0.96791923
inermis,0.98407316
de,0.9816072
ephesus,0.97198814
autumnus,0.9929378
gelidus,0.99557525
propinquitas,0.97759265
excedo,0.98871475
hiberna,0.97589797
dum,0.9933219
prouincia,0.96835715
tranquillus,0.98311424
censor,0.9881785
roma,0.9784052
t.,0.98666096
flamininus,0.9683609
m.,0.9822564
marcellus,0.9312042
senatus,0.97842896
lego,0.982964
lectus,0.9945355
p.,0.96348304
scipio,0.9836958
africanus,0.9832822
solus,0.9949223
praetereo,0.9951954
curulis,0.98508525
honor,0.9559275
mitis,0.99146885
admodum,0.9903112
censura,0.9595087
super,0.95688486
capitolium,0.99236923
silex,0.9899504
sterno,0.9948866
mars,0.99214965
consulo,0.99317175
decretum,0.9756069
tiberis,0.98953617
campus,0.9951708
inundo,0.97415024
nascor,0.99522376
aliqui,0.9876612
cn.,0.9926934
fuluius,0.98668706
perdomo,0.9879937
aetolus,0.98254585
insula,0.9919112
uter,0.9813499
dedo,0.99271476
an,0.9924532
experior,0.9905381
malo,0.989841
metus,0.99357533
deditio,0.9864216
recuso,0.9926091
obses,0.9871787
inops,0.9933899
uiceni,0.97432756
insperatus,0.98374045
incertus,0.99260175
descisco,0.98787117
opportunus,0.97965807
timeo,0.9865454
aio,0.9484542
cogo,0.99662864
timor,0.9757386
quietus,0.9901606
malum,0.9801709
iactatus,0.9877696
comperio,0.9918188
prex,0.9926446
murus,0.98767704
temptandus,0.9771628
misericordia,0.93456525
parens,0.9918252
oppugno,0.98873484
paco,0.9875484
respondeo,0.97315407
tormentum,0.9877443
machina,0.9700588
oppugnatio,0.9732716
opus,0.97558916
faciendus,0.9851439
perficio,0.9879148
quatio,0.994677
arceo,0.9917779
praetermitto,0.98955655
istic,0.9372807
dos,0.9138733
ferox,0.9910016
resisto,0.99358904
interior,0.9640774
semper,0.9922954
iuxta,0.9350088
ualidus,0.99455345
diruo,0.98992074
nouus,0.99449146
obstruo,0.98898435
eruptio,0.9670408
nunc,0.9934815
plerumque,0.99102277
superior,0.98425126
coercendus,0.952108
memoro,0.9921168
centum,0.98827595
accitus,0.9732771
ii,0.8724646
fermis,0.9633888
harena,0.99120367
immisceo,0.9882446
fuo,0.9142202
aperio,0.98975766
incesso,0.9777036
exerceo,0.992362
longe,0.9929584
ualidior,0.9849681
simplex,0.9886116
triplex,0.96043825
creber,0.9932367
fluxus,0.95508575
habena,0.9941468
uoluto,0.99344766
iacio,0.99426365
libro,0.96570385
sedeo,0.98296607
neruus,0.9893242
excutio,0.99575317
corona,0.98715436
circulus,0.9797186
fundus,0.979324
cohibeo,0.99326503
crebro,0.98773265
neue,0.9913368
audacter,0.97977793
erumpo,0.9900546
adeo,0.98558635
achaeus,0.98115873
parumper,0.9846254
abscedo,0.9838375
quies,0.9906278
mensis,0.9794599
obsidio,0.9864357
cottidie,0.99240834
arx,0.98761106
deuexus,0.9902162
forum,0.99047744
culpa,0.98766637
sentio,0.99231774
maior,0.99048865
diripio,0.98357403
ueneo,0.98816353
lacedaemonius,0.994169
principium,0.97995746
concilium,0.96558076
conuentus,0.98282886
siue,0.97567177
dignitas,0.9719086
seu,0.9620839
opportunitas,0.9845551
labefacto,0.98755294
lex,0.9831213
magistratus,0.98333144
euoco,0.98506904
praetor,0.94788104
argus,0.9779794
edico,0.9755935
ferme,0.9450692
quamquam,0.9874741
faueo,0.99577415
disceptatio,0.9769025
inceptum,0.9788217
desisto,0.9928072
sollicitus,0.98582053
exul,0.9954876
adimo,0.9915248
habito,0.9556714
aegre,0.9807473
aliquis,0.98828065
quando,0.9773108
receptaculum,0.9779541
merx,0.99424535
adorior,0.9819658
la,0.95650303
improuisus,0.99105364
oportet,0.98056674
umquam,0.9913919
iurgo,0.968408
inopinatus,0.985939
lux,0.9784648
expello,0.993901
peruado,0.96648234
communiter,0.97134936
domicilium,0.97082245
minuo,0.99206626
auctoritas,0.96716344
queror,0.9968372
refero,0.99592364
tutela,0.94126654
exposco,0.9891052
superbus,0.9902297
indignus,0.99180543
consterno,0.98375833
semel,0.99221545
oboedio,0.9860941
iugum,0.9900625
molior,0.9916919
furo,0.99476933
triginta,0.9793761
factio,0.9639006
societas,0.98390377
mittendus,0.97174245
fulvius,0.96779114
consensus,0.958524
indico,0.99032474
hiems,0.99415344
incursio,0.95392156
latrocinium,0.9868721
nauis,0.9897857
uasto,0.9878166
discepto,0.9828429
altercatio,0.96339554
ambitiosus,0.9866313
foueo,0.9939593
denuntiatio,0.9649085
legatio,0.97157985
iniungo,0.97739583
ambo,0.9851566
dissideo,0.9864173
oratio,0.9680997
optimus,0.9823995
controuersia,0.98689854
finio,0.9915388
praeceptum,0.9610127
foedus,0.98321235
libertas,0.957741
nouo,0.99296415
placeo,0.9916982
responsum,0.98746073
lacedaemona,0.97667646
concessus,0.99159884
interpretor,0.99094987
achaei,0.9760764
superbe,0.9823383
continuo,0.9876605
uus,0.9816754
deposco,0.98957217
defectio,0.95443416
polliceor,0.99100065
aedis,0.974653
tristis,0.9960109
silentium,0.98743045
nominatim,0.9499365
profiteor,0.9906163
alium,0.98934144
illustris,0.8878972
priuo,0.9879691
pertineo,0.9823097
