Lemma,APD
schola,0.4953864
hospes,0.49536985
malum,0.49532822
uenio,0.49531934
spiro,0.49524644
queror,0.49524567
distringo,0.4952318
magnificus,0.49522978
instruo,0.49518204
intersum,0.49517947
itero,0.49515444
propterea,0.49511606
formula,0.49511057
classicus,0.49502155
oculus,0.4949346
conditor,0.49487224
potestas,0.49480218
dedecus,0.49479976
conformo,0.4947634
flecto,0.4947435
nonnullus,0.49470156
silentium,0.4946883
definio,0.4945067
consummo,0.49447155
proprius,0.49446756
praetorius,0.49446315
excito,0.49446005
inane,0.4944259
deleo,0.4944137
cero,0.49438554
iungo,0.49435592
decem,0.4943353
procuro,0.49433059
clades,0.4943279
conspicio,0.49430916
dissipo,0.4942763
firmo,0.49425954
introduco,0.49420843
parens,0.49420556
rufinus,0.4941953
anas,0.49414143
defero,0.49410674
religio,0.49409434
deduco,0.4940926
aeger,0.4940923
decedo,0.49408737
promissum,0.4940476
domus,0.49404037
praescribo,0.49400136
accingo,0.49398753
dissoluo,0.49398658
gener,0.49395257
indulgeo,0.49392134
testimonium,0.4939179
elementum,0.49387965
promereo,0.49387062
tempus,0.49377003
ros,0.49376175
obliuiscor,0.4937258
fundus,0.49367186
decido,0.4936332
propago,0.49360263
exstinguo,0.4935746
initium,0.49349415
exspecto,0.4934887
repono,0.49348402
terror,0.49348068
claritas,0.49344274
sedes,0.493441
occupo,0.49339423
urgeo,0.49339053
annus,0.4933899
summa,0.49338785
exemplar,0.4933828
acriter,0.49334803
concordia,0.49330437
remitto,0.49312642
nuntius,0.49311474
pietas,0.49303707
perpetro,0.49302882
roboro,0.4930258
redimo,0.49290112
trio,0.4928833
inaequalis,0.4928789
iniustus,0.49287498
dictio,0.49287176
merces,0.49277297
ieiuno,0.49272737
quinus,0.49271858
requies,0.49270436
color,0.49263462
ligo,0.49250552
arbiter,0.4924361
amicus,0.49243382
arduus,0.4923703
eripio,0.49231753
insuo,0.49229947
ferus,0.49227947
cassus,0.4922417
difficultas,0.49219882
contemplor,0.4921983
obsido,0.49218827
distraho,0.49200743
sursum,0.49199796
ingero,0.4919663
infundo,0.4919601
como,0.49195695
semetipse,0.49194807
interpres,0.49189508
interrogo,0.49180686
tristitia,0.49174306
opprimo,0.49172983
pasco,0.49171513
includo,0.49171287
discedo,0.49166074
relego,0.4916588
nota,0.49160323
iugum,0.491587
prolato,0.4915765
diuus,0.49156874
calix,0.4915504
cura,0.49153593
alte,0.49152333
comprehendo,0.49149895
infirmitas,0.4914848
misericors,0.49147433
applico,0.49146724
sanitas,0.4914566
priscus,0.4914215
merco,0.49138352
palma,0.4912407
positio,0.49121112
circumfero,0.49119508
indigeo,0.49108982
studiose,0.49099702
disputo,0.49097902
patricius,0.4909264
studium,0.49088472
emendo,0.49086723
solido,0.49086392
inclino,0.4908346
uerbum,0.49082503
illudo,0.49071217
profectus,0.49066597
lana,0.4906598
praeparo,0.4906596
eous,0.49065107
supersum,0.49063495
subitus,0.49061286
communis,0.49056098
alioqui,0.4905583
insto,0.4905494
significatio,0.490545
nubes,0.4905314
correctio,0.49049652
utcumque,0.4904858
feliciter,0.49035358
argumentum,0.49032053
ministerium,0.49030712
cultura,0.49030605
apertum,0.4901897
conatus,0.49018785
elego,0.49017227
ultimum,0.49015805
comminiscor,0.49015552
egredior,0.49015522
signum,0.4901387
linum,0.4900058
annalis,0.4899473
cumque,0.48992223
secretum,0.48989683
ianuarius,0.4898902
dens,0.48975903
humanus,0.4897234
diluo,0.4897233
attingo,0.48971748
bestia,0.48965928
exorior,0.48965707
hora,0.4896359
tundo,0.48960778
pontifex,0.48954165
milito,0.48951483
hercules,0.489489
corporeus,0.48941883
lingua,0.48941293
timor,0.489401
postpono,0.4893208
germanus,0.4892887
spargo,0.4892854
defenso,0.4892661
affecto,0.4892353
honorificus,0.48923215
pernix,0.4892065
mater,0.48917973
iusta,0.48914337
neglego,0.4890793
plango,0.48902887
murena,0.48899546
palo,0.4889858
regio,0.48897538
iacto,0.488961
euge,0.4889532
perhibeo,0.48892558
suspendo,0.48892498
eximo,0.48887345
iaceo,0.48884875
extemplo,0.48881102
celo,0.48875612
assumo,0.4886154
respectus,0.488608
fatum,0.48849985
dormio,0.48847735
commodum,0.4884758
conscius,0.4884403
pauci,0.48840827
lacto,0.488371
impurus,0.488355
illustro,0.48833203
merx,0.48826993
prosum,0.48821962
duplico,0.48821017
integro,0.4881536
repello,0.48798636
expleo,0.48796415
corona,0.487963
homo,0.48793358
confido,0.4878995
uerto,0.48785818
derideo,0.48785564
speculum,0.4878105
crucio,0.48780754
suspecto,0.4878003
emereo,0.4877816
inquisitio,0.48773584
ueru,0.48773375
acquiro,0.48772916
supersto,0.48772746
conicio,0.48772287
excutio,0.4877029
improbo,0.48767552
unanimis,0.48762324
conclusio,0.4876008
rigo,0.4875945
iubeo,0.48748058
ius,0.4874662
enarro,0.48742348
ars,0.48741052
pompa,0.48739076
naturalis,0.48738208
consilium,0.48738205
inchoo,0.48732337
deseruio,0.48730865
grex,0.4872938
posca,0.48722982
collis,0.4872006
seuerus,0.4871378
supplicium,0.4871186
ferox,0.48711744
pingo,0.4870742
ango,0.4870319
honestum,0.48703188
impressio,0.48697117
uia,0.48692816
institutum,0.486909
transmitto,0.4869086
circueo,0.48687348
gladius,0.48682752
delibero,0.4867681
pio,0.48671126
pars,0.4866819
iniurius,0.48666456
conus,0.4866057
sudo,0.48657033
imminuo,0.4865535
seco,0.48653832
malitia,0.48653778
libido,0.4865085
longitudo,0.48646703
fidus,0.48645285
amator,0.48644736
simulacrum,0.4863071
honeste,0.48630315
radix,0.48626938
diffundo,0.48622653
fideliter,0.48620844
prospicio,0.48614505
spes,0.4860875
sacro,0.4860693
popularis,0.48601136
sophus,0.48600587
manes,0.48598427
rugio,0.48596787
historia,0.48593104
meridianus,0.48589033
dirimo,0.48588297
discrimen,0.48582712
adolesco,0.48580334
currus,0.4857891
musicus,0.48576653
ritus,0.48576504
liberalis,0.4857158
odium,0.48571134
commodo,0.48570833
libere,0.48569295
serpo,0.4856883
misereor,0.48565477
duro,0.4856379
commisceo,0.48560727
suesco,0.48559645
exploro,0.48558763
fulmen,0.48558623
nimio,0.48554966
periculum,0.48553023
rudo,0.48552105
nubo,0.48542988
addisco,0.48542067
mollio,0.48540807
enitor,0.48539954
damnatio,0.4853779
decet,0.4853033
descriptio,0.485288
propero,0.4852759
saltus,0.48527268
princeps,0.48526853
auxilium,0.48522952
gigas,0.4852117
enumero,0.4851951
annuo,0.48511872
adnuo,0.48511156
humanitas,0.48509225
ignarus,0.48507065
antiquitus,0.4850588
priuo,0.4850271
dignitas,0.48501602
alligo,0.48493972
dimidius,0.484927
lanx,0.48490107
donum,0.4848235
sordidus,0.48479626
benefacio,0.48478422
regalis,0.48473576
tenebrae,0.48473153
otium,0.48472887
commode,0.48467687
proco,0.48466724
postremo,0.48466048
accuso,0.4846462
sarcio,0.4846158
area,0.48459613
proprietas,0.48458678
sexus,0.4845738
memoria,0.48452482
actor,0.4845122
excolo,0.48448288
notabilis,0.48446292
recondo,0.48445886
egeo,0.48443982
egregie,0.48443472
minister,0.484344
extrema,0.48433027
usurpo,0.48432192
lutum,0.48429695
frux,0.4842615
protego,0.48425406
ceno,0.48421815
consero,0.4842115
cocus,0.48420775
administro,0.48419353
crates,0.48418808
faustus,0.48418245
fusco,0.48415715
sano,0.48415565
eicio,0.4841456
matutinus,0.48411393
largior,0.4840999
calefacio,0.48409277
elido,0.48399553
plerusque,0.483958
somnus,0.4839478
lauo,0.48389554
exoro,0.48388052
informis,0.48379
frequentia,0.48377198
consumo,0.48374876
admiror,0.48374543
saluber,0.48374
munditia,0.48372954
patronus,0.4837138
recordor,0.4836944
coniunctus,0.4836882
gula,0.48365223
patienter,0.48359796
manifeste,0.48359483
paulum,0.48357993
confio,0.48357618
mas,0.48357365
uoueo,0.4835509
abstraho,0.48352554
adpono,0.48350716
scruto,0.4835067
improbus,0.4834937
statua,0.4834759
densus,0.48345932
caelum,0.48339686
abicio,0.48338464
dimensio,0.48334306
comburo,0.4832976
gremium,0.48323613
probatio,0.4832258
arbitror,0.48321563
modestus,0.4832123
perpendo,0.4831911
pretium,0.48310974
celsus,0.48309097
ignorantia,0.48308375
genitor,0.48304364
praeficio,0.4830186
flagello,0.4829734
possessio,0.48295334
tractatus,0.48292252
flamma,0.48285934
militia,0.4828536
radius,0.4828476
multitudo,0.48282093
binus,0.482808
praecido,0.48277462
stirps,0.4827657
deinceps,0.48273817
crispo,0.48271194
meditor,0.48269296
sensus,0.48268223
limus,0.48262513
intelligo,0.4826204
elabor,0.48258433
cupidus,0.48257992
auxilior,0.48255667
mordeo,0.48255545
excerno,0.48254138
erado,0.4825133
sal,0.48246205
leuis,0.4824525
arcus,0.48239255
generaliter,0.48237655
exitium,0.4823665
largitio,0.48233774
cornu,0.48231658
hodiernus,0.48230094
concupisco,0.4822603
illumino,0.4822143
guberno,0.4822029
cupiditas,0.48219803
scindo,0.48216698
repraesento,0.48214936
reprehendo,0.4821234
maiestas,0.48207164
profundo,0.48207057
luctus,0.4820513
sancte,0.4820497
praetexo,0.48198682
emendatio,0.4819673
honesto,0.4819577
nex,0.4819074
perditus,0.48189875
origo,0.481889
tago,0.4818771
sepelio,0.4818306
contristo,0.48183027
dos,0.4818098
necnon,0.4818005
legatio,0.48176152
dissero,0.48175848
pronus,0.48175558
addico,0.48175126
praetextatus,0.4817245
ancilla,0.48168704
gradior,0.48167428
ordior,0.4816399
esurio,0.48163214
tutela,0.48162213
comprobo,0.48160863
moralis,0.48158687
excedo,0.48154718
miro,0.48151317
praeclare,0.48150957
mica,0.4814792
fido,0.4814739
stultitia,0.48145252
castigo,0.48144495
amicio,0.4814085
fructus,0.48138744
fons,0.4813809
detego,0.48137864
fax,0.4813384
persona,0.48127973
fur,0.4812661
confuto,0.48124996
lucerna,0.4812329
cumulo,0.48120615
auspex,0.48119795
doctrina,0.48118126
sincerus,0.4811729
senator,0.48111874
propitius,0.4811031
moueo,0.4810787
exsilium,0.4810376
sententia,0.48103088
audacia,0.48102704
reconcilio,0.48099864
congruo,0.48096347
demonstratio,0.48095235
apparo,0.48095223
idcirco,0.48091105
maiores,0.48086286
sinus,0.48085487
incurro,0.4808259
mors,0.48075697
campus,0.48066768
inquino,0.4806593
minae,0.480636
iugo,0.4806332
macula,0.48062617
edictum,0.48059568
serpens,0.48057735
rideo,0.48050994
sortior,0.48043007
punio,0.4804154
recta,0.48037872
ibidem,0.48029596
tremo,0.48025203
insisto,0.48020625
adipiscor,0.48016778
interficio,0.48010388
duo,0.48009723
exaro,0.48004377
moles,0.4800114
admisceo,0.4800065
coepi,0.47996747
iacio,0.47994706
carpo,0.47992185
numen,0.47988576
paelex,0.47987673
industria,0.47986004
segrego,0.47980407
tabernaculum,0.47978663
reicio,0.47968423
naturaliter,0.47967306
tectum,0.47965372
excessus,0.47963703
fabrico,0.47963664
reduco,0.47963238
congrego,0.47960165
femina,0.47946912
domo,0.47945386
uoco,0.47944272
iustitia,0.4793339
uersus,0.47931945
aestas,0.47930327
paciscor,0.47921863
delibo,0.479194
lumen,0.47915635
lector,0.4791175
frater,0.47910917
detracto,0.47908387
paternus,0.47905272
insanus,0.47901317
omnipotens,0.47899306
adiungo,0.47897103
ambo,0.4789476
securitas,0.47889704
comperio,0.47884983
praeterita,0.4788327
aegritudo,0.47882223
brachium,0.47881088
crater,0.4787718
stella,0.47872028
supplicatio,0.47865143
dolor,0.47863877
ala,0.47850102
en,0.4784338
aqua,0.47842503
examen,0.4783739
uirtus,0.47828892
normo,0.47828147
suffrago,0.47826716
corruptus,0.47824773
fabula,0.47824436
exitus,0.47817767
ingratus,0.47813624
responsum,0.47811636
ardor,0.47808376
uiuo,0.4780535
magister,0.47796863
inflo,0.47794136
irrito,0.4779331
caelo,0.47792044
retraho,0.47791088
solitudo,0.4778871
scelus,0.47778636
aperte,0.47776878
honoratus,0.4777669
consors,0.47776535
armo,0.47774312
uerro,0.47770092
mundus,0.47768775
fructuosus,0.4776843
comitor,0.4776474
oleo,0.47759032
pontus,0.47757864
concito,0.477553
aper,0.47751883
regula,0.47751448
poena,0.4774968
legio,0.477418
aetas,0.47741243
consolor,0.47740963
lugeo,0.4773745
exilis,0.4772678
crus,0.47723377
disciplina,0.4771449
saxum,0.4771422
sacrus,0.47712398
pondus,0.47708085
panis,0.4770799
cognatio,0.47707304
patro,0.4770523
repromitto,0.47704318
cyaneus,0.47704196
humo,0.47700205
commoneo,0.47696432
pestis,0.47694877
impendeo,0.4769131
hostia,0.47683263
tono,0.47681662
mentum,0.4767891
consecro,0.47676176
progredior,0.47661054
praetendo,0.47657797
definitio,0.47656116
laetitia,0.4765603
coniectura,0.4765241
ae,0.47649062
purpura,0.476488
falso,0.47643432
aedifico,0.47641033
praeceptum,0.47640893
citus,0.47638518
inspiro,0.47638246
cornutus,0.47637907
catulus,0.47637278
transitus,0.47637218
uinco,0.47631016
consortium,0.47629577
nequaquam,0.47623128
figura,0.47621307
clementia,0.47620204
concino,0.4761278
faux,0.47609895
incola,0.4760765
licentia,0.47606242
adaequo,0.47606233
carcer,0.47601005
eruditio,0.47599828
construo,0.475948
abdo,0.4759383
exemplum,0.47589388
metrum,0.47584754
propitio,0.4758149
debitum,0.47579706
indignor,0.47576952
lentus,0.47575366
supplico,0.4757165
stringo,0.47570094
debilito,0.47563118
rota,0.47561505
elicio,0.47560233
condemno,0.47555527
urbanus,0.4755379
laxo,0.47552547
excogito,0.4754541
locutio,0.4754296
notitia,0.47540635
auster,0.47540435
perturbatio,0.4753943
torus,0.47538522
excelsus,0.47534293
inique,0.47532654
sileo,0.47531584
denego,0.47530746
monstrum,0.47527352
acerbus,0.47522664
aduro,0.47519827
indago,0.47517994
suffragium,0.47515267
indignatio,0.47513688
praedo,0.4751249
salus,0.47512385
profano,0.47510573
regius,0.4751036
pax,0.47509718
status,0.47508365
loco,0.47507846
penates,0.47504178
ministro,0.47503182
immineo,0.47502938
fodio,0.4749561
sono,0.47493324
enuntio,0.47492254
ornamentum,0.47492242
bullo,0.4749188
perperam,0.4749059
decurio,0.47487566
solutus,0.47486976
hospitium,0.47486806
indulgentia,0.47484353
puer,0.47480288
uua,0.4747988
morbus,0.47479612
onero,0.47478762
castus,0.47476813
proles,0.4746943
aestimatio,0.47465217
decorus,0.47458777
blandus,0.474526
cibus,0.4745207
deprecor,0.47451654
posterior,0.47449294
concutio,0.4743768
accido,0.47431284
delego,0.47417164
columba,0.47414735
consolo,0.47414574
calor,0.47413576
consul,0.47412977
una,0.47408783
agnus,0.47407869
alieno,0.47404197
intercedo,0.47402564
integritas,0.47401053
prudentia,0.47400394
tardo,0.47399127
ora,0.47396305
pecus,0.4739398
subtilis,0.47384834
ostento,0.47381958
acceptus,0.47381237
grauis,0.47381198
coloro,0.47377935
penitus,0.4737455
traduco,0.47373733
recolo,0.47372988
frequenter,0.47370067
mediocris,0.47368714
examino,0.47361585
quies,0.4735923
praefectura,0.47356823
piscis,0.47338873
sura,0.47337615
ultio,0.47336078
nuo,0.47332332
laeto,0.47325724
utilitas,0.47322732
ratio,0.4732235
terminus,0.47320822
necessitas,0.47318652
praetorium,0.47317186
conuenio,0.47314057
celeber,0.47312185
antiquitas,0.4730952
necessarius,0.47302493
praetermitto,0.4730199
trinus,0.4729812
arcanus,0.47297677
immanis,0.472974
imitor,0.47294846
denoto,0.47293147
metuo,0.47291094
praesentis,0.4728046
uoluo,0.4727683
uito,0.47275266
ferrum,0.4727322
mino,0.4727163
polluo,0.47271162
immobilis,0.472707
blandior,0.47269902
delinquo,0.4726988
bracchium,0.47260365
pecto,0.4725732
crimen,0.4725423
gaza,0.47252938
securis,0.47250482
funda,0.4724651
fugo,0.47246253
humiliter,0.4724277
contumelia,0.47241676
struo,0.47239068
aequaliter,0.47237465
dux,0.47236526
machina,0.47233623
incolo,0.47233146
uado,0.4723098
nuptiae,0.47227558
accommodo,0.47224727
adfundo,0.47221768
fruor,0.47219086
paries,0.47213995
contribuo,0.4720998
profanus,0.47208303
abundo,0.47206056
quispiam,0.47202623
nuntio,0.47202554
patientia,0.47201893
nudo,0.47196996
proficiscor,0.47194168
deprimo,0.47191104
resoluo,0.47186655
caluus,0.47186026
mendico,0.4718592
praecipito,0.47184443
iurisdictio,0.47184405
medicamentum,0.47182235
telum,0.4718062
haurio,0.4717737
amor,0.4716964
forum,0.4716821
decretum,0.47163093
adultero,0.4716308
concilio,0.47161075
intermitto,0.47148743
planta,0.4714873
herous,0.4714439
antisto,0.47141466
medium,0.47141373
laureus,0.47139153
aduerto,0.47132832
lingo,0.47129434
militaris,0.47123262
senectus,0.4712217
umerus,0.47118694
pertracto,0.4711623
municipium,0.4711565
fretum,0.4711313
exsero,0.47111067
subsidium,0.4710921
cantus,0.47107923
cunctor,0.47105438
expeditio,0.47103155
publicus,0.47100493
caedes,0.47097012
dissimulo,0.47096896
conecto,0.47096318
patrius,0.4709458
turba,0.47087944
orator,0.47085768
cognomen,0.47085527
placo,0.47082016
quietus,0.47074762
attraho,0.47071794
populus,0.47070464
quaeso,0.47068223
impello,0.4706792
exercitatio,0.4706451
intentus,0.47062176
decor,0.4706152
tardus,0.47059834
dego,0.47058013
segnis,0.47056937
speculor,0.47048774
pectus,0.47048357
impietas,0.4704675
colloco,0.4704628
tuba,0.47034767
illicitus,0.47034624
lac,0.47029278
argentum,0.47021922
piger,0.47019508
subigo,0.4701806
oblino,0.47015288
siccus,0.4701483
ignominia,0.47013462
efficax,0.47008225
diripio,0.47008106
dispergo,0.47005966
absoluo,0.47000593
folium,0.46994463
laudabilis,0.46991658
natura,0.469903
adsumo,0.4699012
impudens,0.46988407
lenio,0.46988246
postere,0.4698739
posterius,0.46985343
absolutio,0.46984947
differentia,0.46983624
mensura,0.4698206
extrinsecus,0.46980962
dure,0.46980944
peregrinus,0.46980143
alicubi,0.46977895
miseria,0.46969652
angustia,0.4696954
haereo,0.46968332
impubes,0.46964112
cursus,0.4695761
paulatim,0.46954086
conscientia,0.46952608
unctio,0.46950763
plecto,0.46948895
praeceptor,0.46946925
inscriptio,0.4694277
modestia,0.4694169
infringo,0.46938294
sabinus,0.46934366
arbitrium,0.4693395
demitto,0.46932882
cingo,0.4693239
quadratus,0.46927097
festinus,0.4691979
findo,0.46916524
caligo,0.46912408
habilis,0.469115
gloria,0.46904388
partus,0.4689093
spatium,0.46887326
sonus,0.46878707
coquo,0.46875107
carmen,0.46871242
dehinc,0.468689
tamdiu,0.4686389
lacrima,0.46857408
exulto,0.468558
innocentia,0.46855202
summitto,0.4685393
exuro,0.46852994
tribunus,0.46852067
conprimo,0.46850863
spuo,0.46845275
incito,0.46845022
sinister,0.4684158
munio,0.46836343
circumeo,0.46833852
curiosus,0.46830878
sodalis,0.46828812
thesaurus,0.46826965
illuc,0.46819463
abluo,0.46818343
suauium,0.46816668
umbra,0.46810973
tres,0.46808746
rapto,0.46805203
comprimo,0.46805003
alibi,0.46800238
perturbo,0.46799782
alimentum,0.46799693
reus,0.46797708
iucundus,0.46794903
insum,0.46793568
ignis,0.46791393
regina,0.46786714
ruina,0.4678204
renuo,0.46778888
retracto,0.46777883
artus,0.46775314
funus,0.46774158
achates,0.46770725
prudenter,0.46769565
frigus,0.46769017
constitutum,0.4676332
sustento,0.4676211
defensio,0.4676041
distineo,0.46759424
mulceo,0.46756047
prosperus,0.46753162
aquila,0.46752962
discordia,0.46752304
ruber,0.46749243
cathedra,0.4674806
uita,0.46746415
gratulor,0.46739152
fortus,0.46738282
miraculum,0.46731475
exspectatio,0.46731228
filius,0.4672577
attero,0.46725366
deformis,0.4672302
pulso,0.46721286
deprehendo,0.46720925
tingo,0.46718243
experimentum,0.46717364
ulciscor,0.46716496
disputatio,0.4671643
sacrum,0.46715552
deuoueo,0.4671073
infans,0.46709734
structura,0.46708617
repleo,0.4670196
extorqueo,0.4669935
castellum,0.46698332
pacifico,0.4669706
bis,0.46694508
impetro,0.4669265
nusquam,0.46692383
assideo,0.46691322
tractus,0.46690914
maturo,0.46690482
iugus,0.46680793
epistula,0.46677062
impertio,0.46667007
esca,0.46665537
tribunal,0.46661273
tribulus,0.46658948
quotannis,0.46652728
mula,0.46649528
inhibeo,0.4664623
interdico,0.46645382
coniux,0.46640104
dispereo,0.46638778
assumptio,0.46635237
expers,0.46630898
fusus,0.46625385
cautus,0.46622553
somnio,0.4662212
fortuno,0.46621436
inopinus,0.4661977
diuido,0.46618056
libenter,0.4661554
foro,0.4661214
quantitas,0.4660959
detineo,0.46607426
congero,0.4660732
inpono,0.46605864
parma,0.46604663
adspicio,0.46604154
pernicies,0.46600458
legatus,0.46598744
principatus,0.46596688
inuenio,0.46592313
proicio,0.4659
acquiesco,0.46586692
imperitus,0.46585375
ecquis,0.46583185
perduco,0.46578765
gemo,0.46573228
sequens,0.4656938
amputo,0.46569052
reprimo,0.4656899
senus,0.46568352
neco,0.46562564
immerito,0.46561602
amplifico,0.46560767
necessitudo,0.46559456
recurro,0.46557695
beneficium,0.46556336
aboleo,0.4655625
suffundo,0.46553984
fabulo,0.46552038
gaudium,0.46544218
tiro,0.46544063
abscido,0.46541527
felicitas,0.46535748
asto,0.46532792
desolo,0.46529108
sedo,0.46527207
fletus,0.4652243
depello,0.46521467
fecundus,0.46516222
lacero,0.46510035
arripio,0.46502843
fastidio,0.4649958
eximius,0.4649515
praetor,0.46494696
supernus,0.46491593
uus,0.46491072
sentius,0.46490932
sacrificium,0.4649057
dudum,0.4648996
perfidia,0.46489
mollis,0.4648074
parricus,0.46476454
florens,0.46466666
gemitus,0.46464938
obsequor,0.4646415
conloco,0.46461728
puella,0.46456563
tergus,0.46455622
implico,0.46452963
nuper,0.46452108
deicio,0.46448213
pons,0.46446493
holus,0.46441725
marinus,0.4644084
ilia,0.4644019
prolixus,0.46438843
praefatio,0.4643456
collum,0.46434197
fastus,0.4642762
remedium,0.46427467
splendidus,0.46426097
molestus,0.46416575
castitas,0.46413863
uetus,0.46409947
scriptor,0.46409863
exuo,0.46407497
studiosus,0.46403843
incedo,0.46399367
exorno,0.46396405
abundans,0.46395966
tributum,0.46389407
collido,0.46381295
nouus,0.46372378
hebeo,0.4636713
deque,0.46365422
tyrannus,0.46361545
siquidem,0.463564
insidiae,0.46351695
rete,0.4634831
mulier,0.46348166
ostium,0.46345088
merum,0.46340767
perpetior,0.46337584
bene,0.4632349
certamen,0.46316826
legalis,0.46312305
colonia,0.46312103
fames,0.46306702
diligens,0.46305305
lito,0.46298763
translatio,0.46298364
aeneus,0.46294966
incrementum,0.46293065
concrepo,0.4629096
molestia,0.46289513
offensio,0.4628948
assigno,0.4628697
amaritudo,0.4628677
derogo,0.46285114
circumdo,0.4628235
suspicor,0.46281892
sanguis,0.46277887
deperdo,0.4627474
piscor,0.46270254
immitto,0.4626893
excusatio,0.46267864
adulescens,0.462661
culpa,0.4626577
adnoto,0.46263114
admirabilis,0.46258187
inuro,0.46244103
abrumpo,0.46243057
aestus,0.46230322
filia,0.46230018
subrepo,0.4622943
elaboro,0.46222696
adimo,0.46222597
ample,0.4620871
gratuitus,0.4620397
consurgo,0.46195945
purpuro,0.46189252
adamo,0.46181288
luxuria,0.4617748
gressus,0.4617568
despuo,0.46175173
admoueo,0.4617343
socialis,0.46164224
deminuo,0.46162048
testificor,0.46156335
praemium,0.46152174
ager,0.4615197
ascribo,0.46149188
excepto,0.46145853
assentior,0.46145564
allicio,0.46143436
physicus,0.46141574
porta,0.46140426
increpo,0.4613906
praeda,0.46134403
decurro,0.46131897
pinus,0.4612714
resideo,0.46118608
fera,0.4611716
auditor,0.4611609
noxia,0.4611585
febris,0.46114734
custodia,0.46113747
acutus,0.46108568
totidem,0.46104506
ioco,0.4609884
destituo,0.46097058
expugno,0.46096608
comparatio,0.46088696
iunctus,0.46088636
immunio,0.4608713
excio,0.4608176
ferreus,0.46081528
affluo,0.4608129
imito,0.46075884
dito,0.4607563
diuturnus,0.4607381
obtero,0.46070823
tergum,0.46069056
nonnunquam,0.46068272
erubesco,0.4606392
ordinarius,0.4606318
amoueo,0.46061411
recuso,0.46056858
lustrum,0.4604946
seres,0.46042705
siquis,0.46039286
nominatim,0.46033466
probe,0.46031582
ieiunus,0.4602667
despero,0.46024463
cohors,0.46021873
poeta,0.46015325
detrimentum,0.46015054
penso,0.46014702
exsequor,0.4601249
negotior,0.46012223
lassus,0.4601144
uiuus,0.460095
mel,0.46007946
subduco,0.46006835
erepo,0.46005931
reliquiae,0.4600428
deliro,0.4599863
impudicus,0.45996952
coepo,0.45996672
insigne,0.45994493
fatigo,0.45979804
hospitalis,0.4597577
occasus,0.45975474
cauo,0.45971453
bello,0.4596924
pugna,0.4596754
uas,0.45962492
pando,0.4596063
nutrio,0.4595798
auctoritas,0.45949605
circumsto,0.45942903
puls,0.45942527
decoro,0.45939088
ineptus,0.45938778
dummodo,0.4593602
imago,0.4593306
sacerdos,0.4593173
illico,0.45929503
explano,0.45927954
sordeo,0.45927045
abstineo,0.4592666
praeeo,0.45924506
terreo,0.45913517
citra,0.45913112
dolo,0.45911512
famulor,0.4590961
uxor,0.45909438
nummus,0.45908302
imber,0.45907897
intimus,0.4590632
ignobilis,0.45903632
rimo,0.4590322
remotus,0.4590191
spolium,0.45901713
turris,0.45899427
claudeo,0.45895493
accendo,0.458932
immensus,0.4589161
exsurgo,0.45887414
obsideo,0.45887345
iniuria,0.45886657
inpingo,0.45886445
genius,0.45886412
cludo,0.4588638
consularis,0.45884812
philosophus,0.4588477
pastoralis,0.45883426
clam,0.45881066
emergo,0.45880005
exsultatio,0.4587939
diffido,0.45876616
pedes,0.4587617
superbia,0.45871925
gestio,0.4586844
hilaro,0.4586384
pigeo,0.4586375
occulto,0.45861432
miles,0.45855805
angusto,0.45855266
exiguus,0.45852068
extinguo,0.45845935
inicio,0.45843086
nescius,0.4584305
consaepio,0.4584271
stratum,0.45841572
harmonia,0.45838562
extraho,0.4583654
occipio,0.458362
sidus,0.45836
metus,0.4583466
perennis,0.4583393
affor,0.45832267
displiceo,0.45830643
fraudo,0.45822778
comitium,0.45810658
decus,0.45810518
insanio,0.4580156
redigo,0.4578776
templum,0.45786455
confringo,0.45784304
eurus,0.45780823
oratorius,0.45779696
callis,0.45779052
pertinax,0.4577745
prorogo,0.45770255
dedico,0.45769596
peregrinatio,0.45767477
fauces,0.45765394
nux,0.45764676
benigne,0.45756522
sepulcrum,0.45756227
patria,0.4574852
patefacio,0.45748404
ploro,0.4574415
procurator,0.45743677
tuber,0.45731616
similiter,0.45726672
peritus,0.4572209
neu,0.45721948
fortunatus,0.45721385
magistratus,0.45713517
ueho,0.45707375
incendium,0.45705763
imputo,0.45705208
restis,0.4569462
ducto,0.45691997
equus,0.45686236
somnium,0.4568493
saluus,0.4568416
consuesco,0.45682272
admiratio,0.456754
peculiaris,0.45675132
platea,0.45674202
spina,0.4567113
dilato,0.45666137
polio,0.45665196
obscuro,0.45663345
lucus,0.45662192
gemino,0.45657873
instauro,0.4565763
hirritus,0.45656192
recte,0.45654014
sapientia,0.45649764
insideo,0.45648202
spolio,0.45647648
historicus,0.45644733
figuro,0.4563936
arto,0.45636365
importunus,0.45629025
sensim,0.456221
fiducia,0.45621556
organum,0.456159
collega,0.45612723
subiectio,0.4560926
primo,0.45593733
extermino,0.45590484
maturus,0.45587844
proruo,0.45583475
calco,0.45582184
sublimis,0.45581135
palam,0.45574936
consocio,0.4557347
declamo,0.45572528
gusto,0.45571142
aries,0.4556859
glaucus,0.45566407
offenso,0.45558608
fuga,0.45555505
affligo,0.45551422
annuus,0.45550376
necessario,0.45545253
hasta,0.45542964
eiusmodi,0.4554125
longinus,0.45535868
er,0.45534977
fanum,0.45534033
concurro,0.4553115
pronuntio,0.4552998
