Word,Frequency_t_reference-last,Frequency_t0,"Cosine_similarity(w_t_reference-last,w_t0)",interval-0,neighbours_t0,Frequency_t1,"Cosine_similarity(w_t_reference-last,w_t1)",interval-1,neighbours_t1
et,139687,114465,0.5212684,0,"[('que', 0.695941686630249), ('atque', 0.6777662634849548), ('Ceterum', 0.42974206805229187), ('consimilis', 0.40886303782463074), ('proceritas', 0.4053839147090912), ('educatio', 0.4043678045272827), ('dein', 0.39597341418266296), ('mollitia', 0.39561915397644043), ('adsiduo', 0.3948005437850952), ('regendus', 0.39386120438575745)]",139687,1.0,1,"[('quoniam', 0.48492366075515747), ('quia', 0.4743075966835022), ('autem', 0.4573707580566406), ('cumque', 0.44908687472343445), ('sicut', 0.4326472878456116), ('atque', 0.4323844015598297), ('coram', 0.40828150510787964), ('iuxta', 0.40164080262184143), ('qui', 0.4005015194416046), ('donec', 0.38048917055130005)]"
sum,93085,92203,0.860263,0,"[('habeo', 0.6253883242607117), ('desidero', 0.5721672773361206), ('fio', 0.5629507899284363), ('efficio', 0.5086726546287537), ('euenio', 0.5060260891914368), ('reperio', 0.49677774310112), ('appareo', 0.4839335083961487), ('accido', 0.48372477293014526), ('facio', 0.48087674379348755), ('uersor', 0.47188177704811096)]",93085,1.0,1,"[('habeo', 0.62237548828125), ('fio', 0.5755665898323059), ('existo', 0.5106637477874756), ('permaneo', 0.5041121244430542), ('euenio', 0.5003342032432556), ('appareo', 0.498149037361145), ('facio', 0.49177220463752747), ('habendus', 0.49129316210746765), ('consto', 0.47983962297439575), ('praecedo', 0.47078412771224976)]"
qui,87140,91561,0.83410096,0,"[('quod', 0.6039445400238037), ('quia', 0.5382539629936218), ('ut', 0.501319169998169), ('autem', 0.47884294390678406), ('Qui', 0.4726064205169678), ('quo', 0.4668605327606201), ('sicut', 0.45667073130607605), ('enim', 0.44449445605278015), ('idoneus', 0.43709689378738403), ('itaque', 0.4366220235824585)]",87140,1.0,1,"[('quia', 0.5753759145736694), ('quoniam', 0.5734189748764038), ('quod', 0.5658178329467773), ('quisquis', 0.555656909942627), ('Qui', 0.5229531526565552), ('enim', 0.5013505220413208), ('quicumque', 0.48625287413597107), ('ut', 0.47546377778053284), ('quando', 0.45608338713645935), ('qualiter', 0.44429391622543335)]"
in,72483,65549,0.71881527,0,"[('circa', 0.4869941771030426), ('ad', 0.45569005608558655), ('e', 0.4504944086074829), ('ex', 0.45036786794662476), ('extra', 0.4350860118865967), ('intra', 0.42543089389801025), ('fundamentum', 0.42469435930252075), ('contraho', 0.4040141999721527), ('occupo', 0.40313494205474854), ('attribuo', 0.402387797832489)]",72483,1.0,1,"[('extra', 0.511164665222168), ('circa', 0.4599922001361847), ('ad', 0.4341016709804535), ('super', 0.4223862886428833), ('iuxta', 0.41930222511291504), ('ibi', 0.4131041467189789), ('propter', 0.40363985300064087), ('destruo', 0.38940247893333435), ('derelinquo', 0.38878268003463745), ('colloco', 0.3859892785549164)]"
que,49747,64169,0.8370395,0,"[('et', 0.6959419846534729), ('cumque', 0.5927973985671997), ('atque', 0.5829495191574097), ('donec', 0.5226076245307922), ('disicio', 0.467434287071228), ('procumbo', 0.46617862582206726), ('alterno', 0.4424220323562622), ('suesco', 0.4362553060054779), ('insolitus', 0.43528467416763306), ('certatim', 0.4269286096096039)]",49747,1.0,1,"[('atque', 0.5598876476287842), ('ni', 0.47440052032470703), ('Atque', 0.47162455320358276), ('cumque', 0.4709617793560028), ('namque', 0.45555591583251953), ('ceu', 0.450070858001709), ('miro', 0.44464489817619324), ('comito', 0.44256648421287537), ('suesco', 0.4356870651245117), ('moderamen', 0.43559500575065613)]"
is,38147,43645,0.7396847,0,"[('ii', 0.601900577545166), ('iniquitas', 0.562960684299469), ('eiusmodi', 0.48747795820236206), ('difficillimus', 0.47513848543167114), ('actio', 0.4504762589931488), ('ee', 0.4491502344608307), ('superior', 0.4477979242801666), ('medicinus', 0.447004497051239), ('debeo', 0.4455382525920868), ('reliquus', 0.4449048638343811)]",38147,1.0,1,"[('suus', 0.5652275681495667), ('hereditarius', 0.5483077764511108), ('testator', 0.5319597125053406), ('ille', 0.5166316628456116), ('ipse', 0.49505388736724854), ('defunco', 0.4934806525707245), ('manumitto', 0.47999364137649536), ('unusquisque', 0.4702891409397125), ('hereditas', 0.45579993724823), ('pupillus', 0.4552491307258606)]"
hic,36824,40250,0.77807343,0,"[('iste', 0.605160653591156), ('hice', 0.5693851113319397), ('ille', 0.5462894439697266), ('istic', 0.5291144847869873), ('exquiro', 0.4923570156097412), ('nos', 0.4871923625469208), ('eiusmodi', 0.47580578923225403), ('Epicurus', 0.4598334729671478), ('communis', 0.45758625864982605), ('Stoicus', 0.4345816969871521)]",36824,1.0,1,"[('iste', 0.7191394567489624), ('ille', 0.4497271478176117), ('generalis', 0.4410078525543213), ('praesens', 0.44007018208503723), ('talis', 0.4367898106575012), ('qui', 0.43185901641845703), ('commemoro', 0.417450875043869), ('censeo', 0.41440531611442566), ('huiusmodi', 0.4125717580318451), ('comparatio', 0.4094907343387604)]"
non,35029,37512,0.7282385,0,"[('numquam', 0.6307052373886108), ('neque', 0.6196926236152649), ('Neque', 0.5847406983375549), ('nego', 0.5371517539024353), ('quiuis', 0.5099368095397949), ('etiamsi', 0.4961332678794861), ('nemo', 0.48662063479423523), ('nusquam', 0.48365941643714905), ('dissimulo', 0.477264940738678), ('nihilominus', 0.47436240315437317)]",35029,1.0,1,"[('nequaquam', 0.7047495245933533), ('numquam', 0.6595790386199951), ('neque', 0.6397940516471863), ('nemo', 0.6005423069000244), ('parum', 0.5851815938949585), ('nolo', 0.5495190024375916), ('nec', 0.5151826739311218), ('aliquando', 0.500313937664032), ('quisquam', 0.49060294032096863), ('nullus', 0.4851982295513153)]"
ut,28729,31401,0.784843,0,"[('uti', 0.5084972381591797), ('sicut', 0.5035092234611511), ('qui', 0.5013192892074585), ('quemadmodum', 0.48749396204948425), ('tamquam', 0.45332393050193787), ('atque', 0.3904910981655121), ('quia', 0.38672614097595215), ('quod', 0.37888234853744507), ('enim', 0.3774031400680542), ('quasi', 0.36514732241630554)]",28729,1.0,1,"[('quemadmodum', 0.5203130841255188), ('sicut', 0.49808719754219055), ('qui', 0.4754638373851776), ('quando', 0.42005693912506104), ('cur', 0.41638824343681335), ('quandoquidem', 0.4123228192329407), ('quoniam', 0.39660465717315674), ('quia', 0.3959277272224426), ('qualiter', 0.3952397108078003), ('unde', 0.3923671841621399)]"
cum,27742,31205,0.7484902,0,"[('quum', 0.4266255497932434), ('contra', 0.3867347538471222), ('et', 0.382417231798172), ('atque', 0.37061208486557007), ('propter', 0.3674704432487488), ('priusquam', 0.36130788922309875), ('clamito', 0.35370564460754395), ('concitor', 0.3505055606365204), ('qui', 0.3482036590576172), ('certatus', 0.3477853238582611)]",27742,1.0,1,"[('cumque', 0.4741981625556946), ('Cumque', 0.4050939083099365), ('tunc', 0.3897903561592102), ('inter', 0.3849579095840454), ('antequam', 0.37758567929267883), ('postquam', 0.3495188057422638), ('autem', 0.34689900279045105), ('saluus', 0.3425705134868622), ('polliceor', 0.3415525555610657), ('qualiter', 0.3363400399684906)]"
ad,27132,27247,0.7369052,0,"[('in', 0.45569008588790894), ('huc', 0.4004846513271332), ('quo', 0.37265899777412415), ('deposco', 0.3612445294857025), ('desperatus', 0.36025509238243103), ('tradendus', 0.35373446345329285), ('excludo', 0.34806302189826965), ('constitutum', 0.3469642698764801), ('attribuo', 0.34418636560440063), ('parandus', 0.33972805738449097)]",27132,1.0,1,"[('in', 0.43410176038742065), ('quonam', 0.3835563659667969), ('huc', 0.37904220819473267), ('prope', 0.36040645837783813), ('quo', 0.35875314474105835), ('adeo', 0.3526192307472229), ('antecedo', 0.33835169672966003), ('iuxta', 0.33723822236061096), ('ostendo', 0.3303796648979187), ('adiutus', 0.3296489417552948)]"
ab,26508,24151,0.7628399,0,"[('a', 0.577843427658081), ('inde', 0.3879062235355377), ('absum', 0.3605240285396576), ('intercipio', 0.35238197445869446), ('submoueo', 0.3427225351333618), ('dedo', 0.3384140133857727), ('secundum', 0.3286142349243164), ('frequentissimus', 0.32170894742012024), ('relego', 0.32169878482818604), ('adgredior', 0.3185007572174072)]",26508,1.0,1,"[('a', 0.4843827486038208), ('ex', 0.39672204852104187), ('quodsi', 0.3839789927005768), ('persequor', 0.37782949209213257), ('seduco', 0.3702651560306549), ('consentio', 0.35247600078582764), ('apud', 0.347633957862854), ('auctor', 0.3350598216056824), ('recupero', 0.3331977128982544), ('posteaquam', 0.33051764965057373)]"
ille,20084,23305,0.65392214,0,"[('iste', 0.6153828501701355), ('hic', 0.5462895035743713), ('Epicurus', 0.43926098942756653), ('stultitia', 0.41246849298477173), ('istic', 0.39147576689720154), ('Stoicus', 0.38732990622520447), ('ego', 0.37575778365135193), ('Homerus', 0.3684123456478119), ('hodiernus', 0.3655844032764435), ('sapiens', 0.3626963198184967)]",20084,1.0,1,"[('ipse', 0.5351282358169556), ('iste', 0.5245940089225769), ('is', 0.5166316628456116), ('hic', 0.4497271180152893), ('stultus', 0.43848931789398193), ('impius', 0.4091246426105499), ('ego', 0.4071297347545624), ('infidelis', 0.4062519967556), ('peccator', 0.4016765356063843), ('istic', 0.3920500874519348)]"
si,19001,23137,0.74059373,0,"[('quodsi', 0.5679497122764587), ('etiamsi', 0.556293249130249), ('sin', 0.5524832010269165), ('nisi', 0.5386542081832886), ('siquidem', 0.5046672821044922), ('quando', 0.4971514940261841), ('siquis', 0.4906128942966461), ('fortasse', 0.47641658782958984), ('certe', 0.456214964389801), ('quamdiu', 0.4327913820743561)]",19001,1.0,1,"[('nisi', 0.6441845297813416), ('etiamsi', 0.5897727608680725), ('ne', 0.5225766897201538), ('quamdiu', 0.4992116391658783), ('quotiens', 0.48011451959609985), ('prosum', 0.4691859185695648), ('etsi', 0.46584099531173706), ('inutilis', 0.458558589220047), ('derogo', 0.45330631732940674), ('stipulor', 0.45106276869773865)]"
tu,18994,22372,0.7930441,0,"[('ego', 0.8065589070320129), ('tuus', 0.6219252347946167), ('amica', 0.5748090147972107), ('erus', 0.5543752908706665), ('meus', 0.5539574027061462), ('istic', 0.5508230924606323), ('misereor', 0.54744952917099), ('nouerca', 0.5374555587768555), ('amo', 0.5354556441307068), ('quaeso', 0.5345115065574646)]",18994,1.0,1,"[('tuus', 0.7247313857078552), ('ego', 0.7134647369384766), ('meus', 0.5369886159896851), ('quaeso', 0.5036582350730896), ('misereo', 0.4585525691509247), ('omnipotens', 0.4498508870601654), ('misereor', 0.4385716915130615), ('nolo', 0.4370858669281006), ('da', 0.4337116777896881), ('grates', 0.4285729229450226)]"
ego,18983,21793,0.7928485,0,"[('tu', 0.8065589070320129), ('equidem', 0.6198791265487671), ('erus', 0.6140730977058411), ('egomet', 0.6047403216362), ('meus', 0.6009450554847717), ('istic', 0.5996972322463989), ('uos', 0.5710113048553467), ('hercle', 0.5690579414367676), ('amica', 0.5644610524177551), ('quaeso', 0.5634849667549133)]",18983,1.0,1,"[('tu', 0.7134646773338318), ('meus', 0.6575979590415955), ('uos', 0.6222696304321289), ('quaeso', 0.5695685744285583), ('hodie', 0.4661861062049866), ('misereo', 0.46250730752944946), ('nolo', 0.4620693325996399), ('obsecro', 0.45142847299575806), ('egomet', 0.42939379811286926), ('amicus', 0.42402252554893494)]"
omnis,18515,21675,0.7758346,0,"[('cunctus', 0.6292219758033752), ('ceterus', 0.5411571264266968), ('humanus', 0.5041678547859192), ('totus', 0.47455745935440063), ('reliquus', 0.4718199670314789), ('Omnis', 0.4666914939880371), ('innumerabilis', 0.45257002115249634), ('uniuersus', 0.44709303975105286), ('consentio', 0.4234524667263031), ('multiplex', 0.40568289160728455)]",18515,1.0,1,"[('uniuersus', 0.7856231331825256), ('cunctus', 0.7084399461746216), ('ceterus', 0.496836394071579), ('totus', 0.4724043607711792), ('ubique', 0.45028090476989746), ('reliquus', 0.40975064039230347), ('perfectus', 0.40022796392440796), ('diuersus', 0.39901652932167053), ('operor', 0.3897787630558014), ('mundus', 0.3833639323711395)]"
neque,18341,21479,0.76528037,0,"[('nec', 0.6670453548431396), ('Neque', 0.645362377166748), ('non', 0.6196926236152649), ('umquam', 0.5976052284240723), ('ullus', 0.5714268684387207), ('quisquam', 0.5509766936302185), ('usquam', 0.5289306640625), ('numquam', 0.5270084738731384), ('nusquam', 0.4788455069065094), ('haut', 0.4636670649051666)]",18341,1.0,1,"[('nec', 0.6712542176246643), ('non', 0.6397941708564758), ('quisquam', 0.6149930953979492), ('numquam', 0.592059314250946), ('ullus', 0.5555566549301147), ('Neque', 0.49261149764060974), ('usquam', 0.4837544858455658), ('nemo', 0.4723779857158661), ('parum', 0.4718743562698364), ('umquam', 0.46681568026542664)]"
sed,16963,19065,0.75262785,0,"[('quamquam', 0.509046733379364), ('ceterum', 0.5080134272575378), ('uerus', 0.4909941554069519), ('itaque', 0.4793323874473572), ('uerum', 0.47853174805641174), ('etsi', 0.456482857465744), ('nam', 0.43588340282440186), ('Atque', 0.4304681420326233), ('siquidem', 0.42364898324012756), ('nonnumquam', 0.4126366972923279)]",16963,1.0,1,"[('nam', 0.515464186668396), ('tamen', 0.5014699101448059), ('autem', 0.46826738119125366), ('quin', 0.46259695291519165), ('uerus', 0.4541006088256836), ('nisi', 0.4454081058502197), ('immeritus', 0.4429260492324829), ('ambigo', 0.4329460561275482), ('qui', 0.4314131736755371), ('idcirco', 0.42971640825271606)]"
dico,16623,18584,0.70566034,0,"[('disputo', 0.710027813911438), ('loquor', 0.6911488175392151), ('respondeo', 0.6230090260505676), ('narro', 0.6214845776557922), ('dica', 0.6055613160133362), ('reprehendo', 0.5953922271728516), ('confiteor', 0.5901394486427307), ('dissero', 0.5821624398231506), ('iudico', 0.5796229839324951), ('eloquor', 0.5622954368591309)]",16623,1.0,1,"[('aio', 0.7711777687072754), ('inquam', 0.6337087154388428), ('loquor', 0.6155222654342651), ('dictum', 0.6127179265022278), ('respondeo', 0.6109932065010071), ('praedico', 0.5611098408699036), ('interrogo', 0.5549100637435913), ('adfirmo', 0.5414050221443176), ('pronuntio', 0.5269550681114197), ('animaduerto', 0.5233607888221741)]"
atque,16059,18068,0.7120908,0,"[('et', 0.6777663826942444), ('que', 0.5829493999481201), ('Ceterum', 0.42052608728408813), ('pristinus', 0.4016678035259247), ('dein', 0.3932657539844513), ('ut', 0.3904910981655121), ('nonnes', 0.37811553478240967), ('cum', 0.3706120252609253), ('mox', 0.3624173700809479), ('existo', 0.351890504360199)]",16059,1.0,1,"[('Atque', 0.6097796559333801), ('que', 0.559887707233429), ('et', 0.4323844313621521), ('tamquam', 0.3742508590221405), ('namque', 0.3715517520904541), ('ut', 0.33378127217292786), ('intercludo', 0.3292310833930969), ('paene', 0.32083725929260254), ('sollers', 0.317029744386673), ('quisque', 0.3169521987438202)]"
suus,14717,18004,0.80026114,0,"[('sui', 0.46199557185173035), ('pristinus', 0.4433203637599945), ('noster', 0.4398680031299591), ('paternus', 0.4158701002597809), ('retineo', 0.40951621532440186), ('communis', 0.4063524901866913), ('imperatorius', 0.3827052414417267), ('is', 0.37882789969444275), ('meus', 0.37788817286491394), ('tuus', 0.3745418190956116)]",14717,1.0,1,"[('proprius', 0.6553181409835815), ('is', 0.5652275681495667), ('unusquisque', 0.5273002982139587), ('paternus', 0.4484005868434906), ('defunco', 0.44184836745262146), ('alienus', 0.4385475814342499), ('meus', 0.4220317304134369), ('hereditarius', 0.41958087682724), ('pristinus', 0.41950148344039917), ('ipse', 0.41929957270622253)]"
facio,14443,16579,0.7555354,0,"[('fio', 0.7808289527893066), ('factum', 0.5391116738319397), ('accido', 0.5236587524414062), ('euenio', 0.512739360332489), ('pecco', 0.5090603828430176), ('efficio', 0.5010146498680115), ('imputo', 0.48938804864883423), ('obliuiscor', 0.4880426824092865), ('reprehendo', 0.48307931423187256), ('sum', 0.48087677359580994)]",14443,1.0,1,"[('fio', 0.6717178225517273), ('perficio', 0.5612865686416626), ('operor', 0.5593714714050293), ('constituo', 0.543249249458313), ('efficio', 0.4952775239944458), ('sum', 0.4917721748352051), ('instituo', 0.4868992269039154), ('constitutum', 0.47295528650283813), ('accido', 0.4706577956676483), ('existo', 0.46851974725723267)]"
sui,14208,16540,0.7851486,0,"[('semet', 0.48516368865966797), ('suus', 0.46199554204940796), ('is', 0.395380437374115), ('pala', 0.36631521582603455), ('postremus', 0.3529019355773926), ('occasio', 0.3497718870639801), ('conloquium', 0.343024343252182), ('aperte', 0.34038564562797546), ('explorator', 0.3243210017681122), ('ultro', 0.32408955693244934)]",14208,1.0,1,"[('semet', 0.5521251559257507), ('societas', 0.4336718022823334), ('suus', 0.4084622859954834), ('cupio', 0.3721980154514313), ('amicitia', 0.37124738097190857), ('sibimet', 0.3618561923503876), ('is', 0.3614271283149719), ('amicus', 0.35140031576156616), ('socius', 0.34747055172920227), ('ultro', 0.33722177147865295)]"
de,13901,16377,0.77059335,0,"[('deque', 0.5293357372283936), ('delibero', 0.4502132833003998), ('discepto', 0.43625009059906006), ('consulo', 0.42532870173454285), ('abrogo', 0.4147709310054779), ('dissero', 0.4098466634750366), ('separatim', 0.3984012305736542), ('accurate', 0.3890538513660431), ('disputo', 0.38375580310821533), ('deliberatio', 0.36848124861717224)]",13901,1.0,1,"[('ex', 0.47576582431793213), ('in', 0.3817833662033081), ('aufero', 0.36652252078056335), ('secundum', 0.3641628623008728), ('deputo', 0.3564332127571106), ('extra', 0.34368273615837097), ('eruo', 0.32945194840431213), ('adscribo', 0.32425612211227417), ('conscribo', 0.31567272543907166), ('unde', 0.31453436613082886)]"
ex,13766,16239,0.77525747,0,"[('adieco', 0.46929699182510376), ('in', 0.45036783814430237), ('distribuo', 0.4446399211883545), ('e', 0.4443477690219879), ('attribuo', 0.4150993227958679), ('extra', 0.39149972796440125), ('praeterea', 0.3798592686653137), ('innumerabilis', 0.3795832693576813), ('unde', 0.37227916717529297), ('frequentissimus', 0.37056463956832886)]",13766,1.0,1,"[('de', 0.47576576471328735), ('antecedo', 0.40681174397468567), ('adquiro', 0.4055516719818115), ('ab', 0.3967220187187195), ('sortior', 0.3916556239128113), ('exto', 0.3891845941543579), ('procreo', 0.38852977752685547), ('dimidius', 0.3865821957588196), ('suppleo', 0.3848768174648285), ('contractus', 0.3846853971481323)]"
ipse,13339,16147,0.68269056,0,"[('ostendo', 0.3963170051574707), ('iniquitas', 0.36631786823272705), ('magnitudo', 0.36564385890960693), ('suus', 0.36071330308914185), ('ille', 0.3588484227657318), ('proprius', 0.3564413785934448), ('praesens', 0.3532612919807434), ('totus', 0.34665483236312866), ('recipio', 0.34279918670654297), ('confessio', 0.34014642238616943)]",13339,1.0,1,"[('ille', 0.5351283550262451), ('is', 0.49505385756492615), ('ostendo', 0.46461519598960876), ('manifesto', 0.44198471307754517), ('mortuus', 0.43838274478912354), ('intellego', 0.41938167810440063), ('suus', 0.4192996621131897), ('probo', 0.4050137996673584), ('unusquisque', 0.4014124572277069), ('confiteor', 0.3963225483894348)]"
possum,13086,15803,0.79441637,0,"[('queo', 0.6517897248268127), ('uolo', 0.5806893706321716), ('facile', 0.5208066701889038), ('nequeo', 0.5169528126716614), ('debeo', 0.4930610954761505), ('credibilis', 0.47910231351852417), ('potis', 0.47703883051872253), ('oportet', 0.46557706594467163), ('licet', 0.4636431932449341), ('omnino', 0.45930126309394836)]",13086,1.0,1,"[('queo', 0.6993182897567749), ('ualeo', 0.6198205351829529), ('liceo', 0.5998575091362), ('debeo', 0.5751460790634155), ('uolo', 0.567442774772644), ('ambigo', 0.527463972568512), ('oportet', 0.5247103571891785), ('difficile', 0.4951625168323517), ('facile', 0.4849003851413727), ('immeritus', 0.48458927869796753)]"
res,11945,15477,0.78710145,0,"[('priuatim', 0.6645262241363525), ('negotium', 0.6132284998893738), ('consilium', 0.5257436633110046), ('priuo', 0.5170689225196838), ('utilitas', 0.5157226324081421), ('administratio', 0.4956147372722626), ('actio', 0.47404226660728455), ('administrandus', 0.4528208076953888), ('priuatus', 0.44059136509895325), ('administro', 0.43908196687698364)]",11945,1.0,1,"[('negotium', 0.6573377847671509), ('utilitas', 0.56947922706604), ('priuatim', 0.533072829246521), ('priuo', 0.4628792405128479), ('securitas', 0.45978930592536926), ('consensus', 0.44639351963996887), ('causa', 0.4438929557800293), ('contractus', 0.44212427735328674), ('cautio', 0.4417402446269989), ('actio', 0.44168519973754883)]"
quis,11890,14239,0.80030394,0,"[('quisnam', 0.539774477481842), ('quando', 0.5322580933570862), ('quare', 0.5169343948364258), ('num', 0.5088087320327759), ('siquis', 0.4921718239784241), ('cur', 0.4717068076133728), ('ecquis', 0.4665204584598541), ('Nihil', 0.4640127122402191), ('numquid', 0.4556158185005188), ('nugae', 0.4379941523075104)]",11890,1.0,1,"[('quisnam', 0.5541443824768066), ('forte', 0.5188824534416199), ('forsitan', 0.4866564869880676), ('fortasse', 0.47357818484306335), ('aliquis', 0.4562564194202423), ('num', 0.4510333836078644), ('stulte', 0.4453042149543762), ('quomodo', 0.4345729947090149), ('quidue', 0.4322047829627991), ('ecquis', 0.42354318499565125)]"
aut,11780,14028,0.7502035,0,"[('quispiam', 0.48370569944381714), ('aliquis', 0.4484950304031372), ('aliqui', 0.4428081214427948), ('num', 0.44101482629776), ('iactantia', 0.43962377309799194), ('omnino', 0.42100054025650024), ('si', 0.4072474241256714), ('infirmo', 0.3989889323711395), ('diiudico', 0.3974635899066925), ('quippia', 0.3939776122570038)]",11780,1.0,1,"[('certe', 0.7049084305763245), ('intercessor', 0.4559310972690582), ('uel', 0.4445156157016754), ('ueluti', 0.43631523847579956), ('humilior', 0.41909295320510864), ('aliquis', 0.41198083758354187), ('numquid', 0.39715203642845154), ('sarcio', 0.3783680498600006), ('aliqui', 0.3713633120059967), ('quilibet', 0.36461710929870605)]"
per,11284,12740,0.7981374,0,"[('circum', 0.47253432869911194), ('pererro', 0.4409140348434448), ('circa', 0.4359726905822754), ('determino', 0.42255374789237976), ('passum', 0.4131893217563629), ('grassor', 0.41168954968452454), ('passim', 0.4028940200805664), ('peragro', 0.39768850803375244), ('emetior', 0.39309701323509216), ('compleo', 0.3894181251525879)]",11284,1.0,1,"[('in', 0.38135841488838196), ('pateo', 0.37418368458747864), ('guberno', 0.36001133918762207), ('patefacio', 0.35942941904067993), ('qua', 0.3514000177383423), ('spatiosus', 0.35014015436172485), ('permetior', 0.34945371747016907), ('trames', 0.349298894405365), ('discurro', 0.3491475284099579), ('continuus', 0.34789392352104187)]"
uideo,9662,12018,0.7028255,0,"[('cerno', 0.5715574622154236), ('puto', 0.5346977114677429), ('intellego', 0.5084534883499146), ('intueor', 0.5041098594665527), ('arbitror', 0.48571157455444336), ('accido', 0.48340076208114624), ('ostendo', 0.4781569838523865), ('credo', 0.47748804092407227), ('aspicio', 0.4584304988384247), ('admiror', 0.45706453919410706)]",9662,1.0,1,"[('cerno', 0.5574833750724792), ('conspicio', 0.5447755455970764), ('cognosco', 0.5388080477714539), ('puto', 0.5149403810501099), ('intueor', 0.5134437084197998), ('ostendo', 0.5107735395431519), ('considero', 0.51065993309021), ('appareo', 0.5011510848999023), ('credo', 0.48963814973831177), ('perspicio', 0.46923327445983887)]"
quam,9659,10918,0.80488133,0,"[('quanto', 0.615378201007843), ('multo', 0.5664551854133606), ('quo', 0.5570023655891418), ('nihilum', 0.4993608891963959), ('aliquanto', 0.4932129979133606), ('paulus', 0.39101117849349976), ('sin', 0.3881920278072357), ('admirandus', 0.3871089518070221), ('adiumentum', 0.38556015491485596), ('qui', 0.3834786117076874)]",9659,1.0,1,"[('quanto', 0.6088131666183472), ('multo', 0.5893377065658569), ('nihilum', 0.42460930347442627), ('qui', 0.37949955463409424), ('quo', 0.37124836444854736), ('quin', 0.3388574719429016), ('diligens', 0.3369566798210144), ('attamen', 0.3280697464942932), ('paulus', 0.3248324692249298), ('periculosus', 0.31427323818206787)]"
habeo,9459,10639,0.7853,0,"[('sum', 0.6253883242607117), ('habendus', 0.5935006141662598), ('comparo', 0.5651156306266785), ('consto', 0.5389152765274048), ('aestimo', 0.5286940336227417), ('desidero', 0.523918628692627), ('egeo', 0.5049476027488708), ('adfero', 0.5045773386955261), ('insum', 0.5033787488937378), ('reperio', 0.5027682781219482)]",9459,1.0,1,"[('sum', 0.6223754286766052), ('retineo', 0.5618650913238525), ('accipio', 0.5617725253105164), ('habendus', 0.549308717250824), ('teneo', 0.5428473353385925), ('confero', 0.5181335210800171), ('tribuo', 0.5149863958358765), ('recipio', 0.5055565237998962), ('permaneo', 0.5038378834724426), ('indigeo', 0.5019753575325012)]"
do,9394,9934,0.77197385,0,"[('datum', 0.7254855632781982), ('Do', 0.6233683228492737), ('da', 0.5713629722595215), ('accipio', 0.5652350783348083), ('nauo', 0.5611007809638977), ('promitto', 0.5577983856201172), ('dono', 0.5427883863449097), ('posco', 0.5383399128913879), ('tribuo', 0.5124658346176147), ('reposco', 0.5054442882537842)]",9394,1.0,1,"[('datum', 0.6903426051139832), ('tribuo', 0.679202139377594), ('accipio', 0.6297122240066528), ('dono', 0.6117234826087952), ('promitto', 0.5737385749816895), ('confero', 0.5710654258728027), ('reddo', 0.5707811713218689), ('praesto', 0.5640026926994324), ('concessus', 0.5253421664237976), ('trado', 0.5183942914009094)]"
enim,9369,9865,0.7917182,0,"[('autem', 0.6445212960243225), ('itaque', 0.5765318274497986), ('igitur', 0.5707541108131409), ('ergo', 0.5637148022651672), ('nam', 0.5226172804832458), ('tamen', 0.520381510257721), ('alioqui', 0.5162367820739746), ('uero', 0.5112818479537964), ('etenim', 0.5030729174613953), ('omnino', 0.500342845916748)]",9369,1.0,1,"[('etenim', 0.669760525226593), ('quia', 0.6274585127830505), ('autem', 0.6215860843658447), ('ergo', 0.5983684659004211), ('quodsi', 0.5654721856117249), ('igitur', 0.5551814436912537), ('quoniam', 0.5536749362945557), ('itaque', 0.5222325921058655), ('nam', 0.521750271320343), ('qui', 0.5013505816459656)]"
uel,9222,9857,0.49362916,0,"[('quilibet', 0.43890756368637085), ('tisana', 0.4197797179222107), ('muria', 0.39762312173843384), ('detero', 0.39143383502960205), ('lenticula', 0.3899573087692261), ('hysopum', 0.3783082365989685), ('quiuis', 0.3699779510498047), ('acetum', 0.3674798905849457), ('prout', 0.36612367630004883), ('nonnumquam', 0.3580284118652344)]",9222,1.0,1,"[('quilibet', 0.6565482020378113), ('alienatio', 0.5816160440444946), ('certe', 0.5385693907737732), ('seu', 0.5163467526435852), ('idoneus', 0.5108984112739563), ('curator', 0.4635825455188751), ('quicumque', 0.45656803250312805), ('aliqui', 0.4555579721927643), ('faciendus', 0.44899827241897583), ('aut', 0.44451552629470825)]"
dies,9149,9343,0.6883931,0,"[('hora', 0.6102519631385803), ('triduum', 0.5545125007629395), ('mensis', 0.5419631004333496), ('annus', 0.5181754231452942), ('lux', 0.507779598236084), ('biduus', 0.48408767580986023), ('biduum', 0.46948397159576416), ('quinquennium', 0.46029049158096313), ('Kalendae', 0.44563984870910645), ('triennium', 0.44501274824142456)]",9149,1.0,1,"[('hora', 0.7293296456336975), ('mensis', 0.5671970248222351), ('uigilia', 0.552221417427063), ('annus', 0.5439698696136475), ('Kalendae', 0.541347086429596), ('nonus', 0.5212912559509277), ('menstruum', 0.5105211138725281), ('septimus', 0.501098096370697), ('nox', 0.4965786039829254), ('kalendae', 0.49367043375968933)]"
