Word,Frequency_t_reference-last,Frequency_t0,"Cosine_similarity(w_t_reference-last,w_t0)",interval-0,neighbours_t0,Frequency_t1,"Cosine_similarity(w_t_reference-last,w_t1)",interval-1,neighbours_t1
ad,27132,27247,0.7170077,0,"[('in', 0.47434133291244507), ('huc', 0.3798264265060425), ('maturo', 0.3657384514808655), ('subsidium', 0.3491889238357544), ('nuntium', 0.3369874060153961), ('detrecto', 0.33366134762763977), ('firmissimus', 0.3271109163761139), ('prope', 0.3255200684070587), ('paratus', 0.32537293434143066), ('quocumque', 0.3204810619354248)]",27132,1.0,1,"[('quonam', 0.40358883142471313), ('in', 0.37842944264411926), ('gradus', 0.3543669879436493), ('permitto', 0.35335108637809753), ('denuo', 0.3423391282558441), ('uelociter', 0.33941391110420227), ('admoneo', 0.332356721162796), ('prope', 0.3304416239261627), ('huc', 0.3275337517261505), ('adeo', 0.3273043632507324)]"
ab,26508,24151,0.7280724,0,"[('a', 0.5106659531593323), ('Syracusanus', 0.3496188521385193), ('iudicatus', 0.3444085121154785), ('submoueo', 0.3419022262096405), ('occupo', 0.34154272079467773), ('inde', 0.33922427892684937), ('repudio', 0.33809521794319153), ('absum', 0.3272531032562256), ('praepono', 0.31750723719596863), ('oppugno', 0.31481948494911194)]",26508,1.0,1,"[('a', 0.46949005126953125), ('initium', 0.4008537828922272), ('quodsi', 0.3645537495613098), ('communio', 0.34964436292648315), ('derelinquo', 0.3482811450958252), ('concedo', 0.34245067834854126), ('separo', 0.34227824211120605), ('ex', 0.328025221824646), ('communico', 0.3275274634361267), ('trado', 0.32651466131210327)]"
ille,20084,23305,0.59014255,0,"[('iste', 0.626409649848938), ('hic', 0.5690352916717529), ('indignus', 0.4532090425491333), ('Epicurus', 0.4519141912460327), ('libenter', 0.44362151622772217), ('simplicitas', 0.41771766543388367), ('contemno', 0.41547611355781555), ('uitupero', 0.39579054713249207), ('stultitia', 0.3953172266483307), ('nequitia', 0.3927396833896637)]",20084,1.0,1,"[('iste', 0.5256779193878174), ('ipse', 0.47482964396476746), ('is', 0.4605373442173004), ('peccator', 0.4352869987487793), ('stultus', 0.41334089636802673), ('humilitas', 0.4126680791378021), ('Deus', 0.4050598442554474), ('infidelis', 0.40445083379745483), ('ego', 0.3958072364330292), ('stultitia', 0.38232624530792236)]"
si,19001,23137,0.78925276,0,"[('sin', 0.5799803137779236), ('quodsi', 0.579121470451355), ('etiamsi', 0.5435761213302612), ('quando', 0.5377075672149658), ('certe', 0.5310010313987732), ('fideliter', 0.5135717988014221), ('nisi', 0.5071412920951843), ('corrigo', 0.4667939245700836), ('recte', 0.46336743235588074), ('omnino', 0.45997998118400574)]",19001,1.0,1,"[('etiamsi', 0.605117678642273), ('nisi', 0.5355619788169861), ('quodsi', 0.4649882912635803), ('stipulor', 0.4622560441493988), ('prosum', 0.45103561878204346), ('uel', 0.43284305930137634), ('obnoxius', 0.4271793067455292), ('excusatio', 0.4220050573348999), ('quotiens', 0.42115655541419983), ('debitor', 0.42020049691200256)]"
tu,18994,22372,0.7725417,0,"[('ego', 0.7963001132011414), ('tuus', 0.7224771976470947), ('misereor', 0.6362748742103577), ('meus', 0.5845997929573059), ('quaeso', 0.5806711912155151), ('erus', 0.5700239539146423), ('forsan', 0.565338671207428), ('exoro', 0.5607847571372986), ('pudet', 0.5605928897857666), ('istic', 0.5521714091300964)]",18994,1.0,1,"[('tuus', 0.7980435490608215), ('ego', 0.6381177306175232), ('quaeso', 0.5476269125938416), ('meus', 0.5225628018379211), ('da', 0.5174287557601929), ('misereor', 0.5021471381187439), ('precor', 0.4735524654388428), ('libet', 0.449908584356308), ('grates', 0.43472135066986084), ('uado', 0.4314228296279907)]"
ego,18983,21793,0.73696494,0,"[('tu', 0.7963001728057861), ('meus', 0.6537646055221558), ('equidem', 0.6449903249740601), ('egomet', 0.6196597218513489), ('quaeso', 0.6090889573097229), ('erus', 0.592685878276825), ('istic', 0.5893256664276123), ('hercle', 0.5549284815788269), ('immo', 0.5456803441047668), ('misereor', 0.5437936186790466)]",18983,1.0,1,"[('meus', 0.7160866260528564), ('quaeso', 0.6539901494979858), ('tu', 0.6381176710128784), ('uos', 0.5130877494812012), ('hodie', 0.4818744957447052), ('misereo', 0.45560526847839355), ('adfor', 0.4418792426586151), ('obsecro', 0.4409281611442566), ('nolo', 0.4334346055984497), ('tuus', 0.42665159702301025)]"
omnis,18515,21675,0.7868621,0,"[('cunctus', 0.5764464139938354), ('ceterus', 0.5549700260162354), ('totus', 0.5114430785179138), ('reliquus', 0.5031599998474121), ('uniuersus', 0.49434518814086914), ('humanus', 0.4870629906654358), ('consentio', 0.45297160744667053), ('innumerabilis', 0.4380839765071869), ('consensio', 0.42574742436408997), ('multiplex', 0.41427385807037354)]",18515,1.0,1,"[('uniuersus', 0.7574636936187744), ('cunctus', 0.6983572244644165), ('ceterus', 0.4782569110393524), ('ubique', 0.47782593965530396), ('totus', 0.4406287670135498), ('perfectus', 0.41033369302749634), ('diuersus', 0.3826434910297394), ('reliquus', 0.3786798417568207), ('et', 0.37825778126716614), ('guberno', 0.37124645709991455)]"
neque,18341,21479,0.767164,0,"[('nec', 0.658430278301239), ('Neque', 0.6284711956977844), ('quisquam', 0.6193153262138367), ('ullus', 0.5668404698371887), ('umquam', 0.56307452917099), ('non', 0.540766179561615), ('usquam', 0.48683860898017883), ('numquam', 0.45266059041023254), ('nusquam', 0.4155658781528473), ('haut', 0.4102056920528412)]",18341,1.0,1,"[('nec', 0.6644509434700012), ('non', 0.6518208980560303), ('quisquam', 0.6505394577980042), ('numquam', 0.6042544841766357), ('ullus', 0.5328416228294373), ('umquam', 0.516707181930542), ('usquam', 0.5161690711975098), ('nemo', 0.5057995915412903), ('Neque', 0.5037125945091248), ('parum', 0.4575546085834503)]"
sed,16963,19065,0.76177865,0,"[('uerum', 0.5013676285743713), ('quamquam', 0.48361411690711975), ('uerus', 0.48000890016555786), ('Atque', 0.4348296523094177), ('ceterum', 0.4329986572265625), ('etsi', 0.432149738073349), ('mediocris', 0.42563822865486145), ('at', 0.4152490496635437), ('malignitas', 0.40588995814323425), ('tolerabilis', 0.4046781659126282)]",16963,1.0,1,"[('immeritus', 0.47192102670669556), ('uerus', 0.46454259753227234), ('nam', 0.4334338903427124), ('autem', 0.4290944039821625), ('ambigo', 0.42106860876083374), ('tamen', 0.4147679805755615), ('idcirco', 0.39890000224113464), ('nisi', 0.3908431828022003), ('obsum', 0.3892233371734619), ('licet', 0.38711827993392944)]"
dico,16623,18584,0.76414484,0,"[('disputo', 0.643456757068634), ('loquor', 0.6348325610160828), ('adsentior', 0.6244271397590637), ('respondeo', 0.6185116767883301), ('confiteor', 0.5925179719924927), ('reprehendo', 0.5850847959518433), ('iudico', 0.578472375869751), ('probo', 0.5720592141151428), ('dicendus', 0.5707632899284363), ('narro', 0.5687509775161743)]",16623,1.0,1,"[('aio', 0.7682594060897827), ('respondeo', 0.6498015522956848), ('inquam', 0.621412456035614), ('loquor', 0.6121111512184143), ('pronuntio', 0.5803110003471375), ('interrogo', 0.5745422840118408), ('praedico', 0.5505015254020691), ('dictum', 0.5284610986709595), ('scribo', 0.5180085897445679), ('dicendus', 0.5151594877243042)]"
atque,16059,18068,0.6997199,0,"[('et', 0.6885767579078674), ('que', 0.5658778548240662), ('uelut', 0.43036651611328125), ('abiicio', 0.4243431091308594), ('pristinus', 0.42420586943626404), ('abundantia', 0.4236329197883606), ('nonnes', 0.3990291953086853), ('Ceterum', 0.39871588349342346), ('constans', 0.3947490155696869), ('ostento', 0.39425763487815857)]",16059,1.0,1,"[('Atque', 0.5687063336372375), ('que', 0.5354437828063965), ('tamquam', 0.4442906081676483), ('impressio', 0.39220649003982544), ('et', 0.38815486431121826), ('nimirum', 0.34305834770202637), ('patefacio', 0.3415432274341583), ('ut', 0.33942845463752747), ('tum', 0.3375224471092224), ('salubritas', 0.33478081226348877)]"
suus,14717,18004,0.76178306,0,"[('sui', 0.5098119378089905), ('pristinus', 0.4411652088165283), ('ipse', 0.3975261151790619), ('paternus', 0.3687218129634857), ('prouincialis', 0.3676583468914032), ('hostilis', 0.3647852838039398), ('is', 0.3647817373275757), ('retineo', 0.3645639419555664), ('Magnus', 0.36431828141212463), ('Caesar', 0.3567909598350525)]",14717,1.0,1,"[('proprius', 0.6080819964408875), ('is', 0.5398247241973877), ('unusquisque', 0.48667964339256287), ('sui', 0.47966909408569336), ('paternus', 0.45098555088043213), ('defunco', 0.4320579469203949), ('alienus', 0.42945927381515503), ('ipse', 0.4100154936313629), ('familia', 0.3995570242404938), ('pristinus', 0.39279815554618835)]"
facio,14443,16579,0.7516549,0,"[('fio', 0.762695848941803), ('factum', 0.5236095190048218), ('accido', 0.5191676020622253), ('efficio', 0.49404457211494446), ('reprehendo', 0.48275226354599), ('euenio', 0.4827256202697754), ('enumero', 0.4594224691390991), ('iudico', 0.45682740211486816), ('sum', 0.45277684926986694), ('faciendus', 0.4514680504798889)]",14443,1.0,1,"[('fio', 0.650648295879364), ('constituo', 0.5430362820625305), ('perficio', 0.5428588390350342), ('operor', 0.5256414413452148), ('inuineo', 0.5026312470436096), ('sum', 0.4765629172325134), ('instituo', 0.4620914161205292), ('decerno', 0.45972296595573425), ('glorior', 0.4453902244567871), ('efficio', 0.4449306130409241)]"
sui,14208,16540,0.7362661,0,"[('suus', 0.5098119974136353), ('semet', 0.4945797920227051), ('ultro', 0.426890105009079), ('is', 0.4243123233318329), ('occasio', 0.4034839868545532), ('mutuus', 0.36972540616989136), ('perseuero', 0.3549571931362152), ('conloquium', 0.3542448580265045), ('aperte', 0.34836867451667786), ('obses', 0.33703216910362244)]",14208,1.0,1,"[('semet', 0.5932031869888306), ('suus', 0.47966912388801575), ('societas', 0.4419296681880951), ('amicitia', 0.38779059052467346), ('cupio', 0.3719435930252075), ('socius', 0.37066394090652466), ('licentia', 0.3661338984966278), ('is', 0.3638526499271393), ('facultas', 0.3619806468486786), ('ultro', 0.358867347240448)]"
de,13901,16377,0.64605993,0,"[('deque', 0.5889264941215515), ('discepto', 0.4828168749809265), ('dissero', 0.4464893639087677), ('consulo', 0.4324103891849518), ('disputo', 0.4263745844364166), ('accurate', 0.42116037011146545), ('separatim', 0.41491997241973877), ('delibero', 0.4133014380931854), ('dicturio', 0.40199291706085205), ('deliberatio', 0.397228866815567)]",13901,1.0,1,"[('ex', 0.4502183794975281), ('secundum', 0.371784508228302), ('communico', 0.35576197504997253), ('in', 0.3533186912536621), ('deque', 0.33936917781829834), ('deputo', 0.3376659154891968), ('dicendus', 0.333032488822937), ('kai', 0.32993873953819275), ('disputo', 0.3222964107990265), ('nonnes', 0.31760576367378235)]"
ex,13766,16239,0.6810307,0,"[('distribuo', 0.4318291246891022), ('attribuo', 0.4242222309112549), ('in', 0.419159859418869), ('praeterea', 0.41085296869277954), ('coniunctum', 0.39793166518211365), ('extra', 0.3959735929965973), ('adieco', 0.39348718523979187), ('e', 0.386717289686203), ('propinquitas', 0.3836292326450348), ('frequentissimus', 0.3824669420719147)]",13766,1.0,1,"[('de', 0.4502182900905609), ('deminuo', 0.4224386513233185), ('contractus', 0.4119018018245697), ('adquiro', 0.4064750671386719), ('castrensis', 0.4051310420036316), ('dimidius', 0.40461647510528564), ('tantummodo', 0.3886224925518036), ('diuisio', 0.3835570514202118), ('legitimus', 0.3833329379558563), ('examino', 0.38108035922050476)]"
ipse,13339,16147,0.61131257,0,"[('is', 0.3996635973453522), ('repugno', 0.39914998412132263), ('suus', 0.3975260555744171), ('ille', 0.3922736346721649), ('plerusque', 0.3820393681526184), ('iniquitas', 0.36582282185554504), ('recipio', 0.3598964810371399), ('eiusmodi', 0.34938251972198486), ('offero', 0.3403860330581665), ('segnitia', 0.3385915160179138)]",13339,1.0,1,"[('ille', 0.47482964396476746), ('is', 0.47241681814193726), ('manifesto', 0.45238083600997925), ('ostendo', 0.43267202377319336), ('suus', 0.4100154638290405), ('praedico', 0.39605841040611267), ('unusquisque', 0.39109259843826294), ('intellego', 0.3853238523006439), ('sacramentum', 0.381606787443161), ('probo', 0.3793382942676544)]"
possum,13086,15803,0.8219974,0,"[('queo', 0.5634655952453613), ('omnino', 0.530319094657898), ('facile', 0.5274152159690857), ('debeo', 0.47781792283058167), ('nequeo', 0.4730200469493866), ('uolo', 0.44749894738197327), ('potis', 0.4458896815776825), ('credibilis', 0.44518113136291504), ('ullus', 0.4336536228656769), ('umquam', 0.43342480063438416)]",13086,1.0,1,"[('queo', 0.6651496291160583), ('ualeo', 0.6140434741973877), ('debeo', 0.592566967010498), ('liceo', 0.5495641231536865), ('ambigo', 0.5430131554603577), ('difficile', 0.5269687175750732), ('oportet', 0.5198679566383362), ('uolo', 0.5139815211296082), ('desidero', 0.5134105682373047), ('immeritus', 0.4816710650920868)]"
res,11945,15477,0.69832593,0,"[('priuatim', 0.6845635771751404), ('negotium', 0.6056163311004639), ('priuo', 0.5576146841049194), ('consilium', 0.5326407551765442), ('administratio', 0.5255363583564758), ('utilitas', 0.5105522871017456), ('administrandus', 0.4611363708972931), ('actio', 0.4556505084037781), ('prouidentia', 0.435623437166214), ('ratio', 0.4207642078399658)]",11945,1.0,1,"[('negotium', 0.60429447889328), ('utilitas', 0.5652933716773987), ('actio', 0.46699222922325134), ('causa', 0.44091734290122986), ('contractus', 0.4302687644958496), ('ratio', 0.4237620234489441), ('utilis', 0.4118945896625519), ('idoneus', 0.4048832952976227), ('peculium', 0.402346670627594), ('restitutio', 0.401946097612381)]"
quis,11890,14239,0.72308993,0,"[('num', 0.5352069139480591), ('quando', 0.5170916318893433), ('quisnam', 0.5090818405151367), ('ecquis', 0.47599655389785767), ('quare', 0.4703187942504883), ('stulte', 0.4686952829360962), ('necne', 0.4665687084197998), ('cur', 0.4521046280860901), ('Nihil', 0.4326406717300415), ('ignoro', 0.41936272382736206)]",11890,1.0,1,"[('forte', 0.5199024677276611), ('quisnam', 0.511774480342865), ('ecquis', 0.47755342721939087), ('fortasse', 0.4659862518310547), ('aliquis', 0.46219977736473083), ('forsitan', 0.46154382824897766), ('quomodo', 0.4412137567996979), ('quare', 0.4281899631023407), ('nescio', 0.42669677734375), ('quidue', 0.42284002900123596)]"
aut,11780,14028,0.71686137,0,"[('aliquis', 0.47052115201950073), ('num', 0.46539542078971863), ('quispiam', 0.44422557950019836), ('aliqui', 0.43840447068214417), ('si', 0.420734167098999), ('omnino', 0.4137108027935028), ('prout', 0.40695202350616455), ('iactantia', 0.4013737440109253), ('certe', 0.39908602833747864), ('praetermitto', 0.3791753351688385)]",11780,1.0,1,"[('certe', 0.7360607385635376), ('numquid', 0.511479914188385), ('ueluti', 0.4370371103286743), ('uel', 0.43696293234825134), ('aliquis', 0.4275674819946289), ('intercessor', 0.424516886472702), ('humilior', 0.42426660656929016), ('criminatio', 0.413070946931839), ('quilibet', 0.4109383523464203), ('honestior', 0.39970019459724426)]"
per,11284,12740,0.75544614,0,"[('pererro', 0.46284037828445435), ('passum', 0.43206560611724854), ('uagus', 0.4278354346752167), ('circum', 0.4136003851890564), ('circa', 0.40953361988067627), ('peragro', 0.40909695625305176), ('passim', 0.4038484990596771), ('grassor', 0.3998376131057739), ('compleo', 0.3960634171962738), ('emetior', 0.392873615026474)]",11284,1.0,1,"[('decurro', 0.43220630288124084), ('guberno', 0.36190924048423767), ('impleo', 0.35611435770988464), ('dispono', 0.3552285432815552), ('spatium', 0.35365721583366394), ('qua', 0.35225385427474976), ('prout', 0.35131627321243286), ('trames', 0.3440512716770172), ('pateo', 0.3337225317955017), ('peruium', 0.3331519067287445)]"
uideo,9662,12018,0.7150923,0,"[('puto', 0.5864837169647217), ('cerno', 0.5446807742118835), ('ostendo', 0.5118313431739807), ('arbitror', 0.5098056793212891), ('intueor', 0.4842965304851532), ('accido', 0.478578120470047), ('intellego', 0.468304842710495), ('aspicio', 0.4639296531677246), ('miror', 0.4608706831932068), ('existimo', 0.4450127184391022)]",9662,1.0,1,"[('cerno', 0.5418760776519775), ('intueor', 0.5400479435920715), ('appareo', 0.5354059934616089), ('conspicio', 0.5228832960128784), ('cognosco', 0.5153748989105225), ('puto', 0.5114320516586304), ('considero', 0.5110597610473633), ('ostendo', 0.46934521198272705), ('miror', 0.4567687213420868), ('aspicio', 0.4538595676422119)]"
quam,9659,10918,0.8539164,0,"[('quo', 0.5878652334213257), ('multo', 0.5798554420471191), ('quanto', 0.5761815905570984), ('nihilum', 0.49737730622291565), ('aliquanto', 0.4610437750816345), ('sin', 0.4292024075984955), ('inuidiosus', 0.3697616159915924), ('immo', 0.366237610578537), ('paucior', 0.3526555001735687), ('quominus', 0.3521679937839508)]",9659,1.0,1,"[('quanto', 0.5712476372718811), ('multo', 0.5491911172866821), ('quo', 0.37441906332969666), ('qui', 0.3442569971084595), ('quin', 0.33259257674217224), ('paucior', 0.3268035650253296), ('nihilum', 0.31723979115486145), ('diligens', 0.30367907881736755), ('nisi', 0.28763431310653687), ('molestus', 0.2870745360851288)]"
habeo,9459,10639,0.7522334,0,"[('sum', 0.6115756630897522), ('habendus', 0.5837249755859375), ('comparo', 0.5463130474090576), ('consto', 0.5235677361488342), ('desidero', 0.5142448544502258), ('adquiro', 0.5113139748573303), ('contineo', 0.4964662194252014), ('metior', 0.4898200035095215), ('reperio', 0.48015257716178894), ('adfero', 0.47920480370521545)]",9459,1.0,1,"[('sum', 0.5704127550125122), ('indigeo', 0.4910414218902588), ('accipio', 0.47195640206336975), ('permaneo', 0.45807382464408875), ('adquiro', 0.4568515419960022), ('confero', 0.4567759037017822), ('contineo', 0.4561114013195038), ('teneo', 0.45527708530426025), ('utor', 0.4489397406578064), ('tribuo', 0.44803810119628906)]"
do,9394,9934,0.6650537,0,"[('datum', 0.6796602606773376), ('Do', 0.6583569645881653), ('posco', 0.5591622591018677), ('promitto', 0.5551249384880066), ('dono', 0.5451507568359375), ('nauo', 0.541813850402832), ('da', 0.5329087376594543), ('persoluo', 0.5205044150352478), ('exigo', 0.5063043236732483), ('commodo', 0.501200795173645)]",9394,1.0,1,"[('datum', 0.7057092189788818), ('accipio', 0.6373185515403748), ('tribuo', 0.6281760931015015), ('promitto', 0.5914369225502014), ('peto', 0.578364372253418), ('dono', 0.5720014572143555), ('reddo', 0.5444537997245789), ('confero', 0.5392534136772156), ('praesto', 0.5357147455215454), ('spondeo', 0.5020110607147217)]"
enim,9369,9865,0.7128996,0,"[('itaque', 0.6187556982040405), ('autem', 0.5777769088745117), ('nam', 0.5581216812133789), ('ergo', 0.5515581369400024), ('uero', 0.5337880253791809), ('igitur', 0.5304698944091797), ('alioqui', 0.5113633871078491), ('omnino', 0.508841335773468), ('mediocritas', 0.46929365396499634), ('quia', 0.4680050015449524)]",9369,1.0,1,"[('etenim', 0.6661339402198792), ('quia', 0.6037560701370239), ('autem', 0.5717301368713379), ('quoniam', 0.5568757057189941), ('ergo', 0.5477720499038696), ('nam', 0.5312303900718689), ('quemadmodum', 0.5137059688568115), ('intellego', 0.5121027231216431), ('quodsi', 0.5068575143814087), ('igitur', 0.5063943266868591)]"
uel,9222,9857,0.5140358,0,"[('lenticula', 0.3938426375389099), ('quilibet', 0.3899821937084198), ('tisana', 0.38698071241378784), ('hiscis', 0.3853709399700165), ('hysopum', 0.36005768179893494), ('quiuis', 0.35901615023612976), ('ponendus', 0.35304003953933716), ('detero', 0.34313341975212097), ('inutilis', 0.3425315022468567), ('urtica', 0.33953604102134705)]",9222,1.0,1,"[('quilibet', 0.6757181286811829), ('alienatio', 0.5647997260093689), ('certe', 0.5208439230918884), ('aliqui', 0.4734918773174286), ('quicumque', 0.4673667848110199), ('idoneus', 0.4671604335308075), ('curator', 0.46583113074302673), ('fideicommissus', 0.45873919129371643), ('seu', 0.4570012390613556), ('aliquis', 0.45641958713531494)]"
dies,9149,9343,0.72909254,0,"[('hora', 0.5866161584854126), ('triduum', 0.5781022310256958), ('mensis', 0.5422266721725464), ('intempestus', 0.5102674961090088), ('annus', 0.5059358477592468), ('uigilia', 0.47969895601272583), ('diurnus', 0.47496023774147034), ('lux', 0.46602267026901245), ('biduus', 0.4651814103126526), ('triennium', 0.46243566274642944)]",9149,1.0,1,"[('hora', 0.7377945780754089), ('menstruum', 0.5763916969299316), ('mensis', 0.5736388564109802), ('Kalendae', 0.5610877871513367), ('annus', 0.5532731413841248), ('uigilia', 0.5518577098846436), ('septimus', 0.5449197888374329), ('nonus', 0.542023241519928), ('tempus', 0.5381150245666504), ('mane', 0.5316038727760315)]"
