Word,Frequency_t_reference-last,Frequency_t0,"Cosine_similarity(w_t_reference-last,w_t0)",interval-0,neighbours_t0,Frequency_t1,"Cosine_similarity(w_t_reference-last,w_t1)",interval-1,neighbours_t1
copia,1122,1261,0.67744565,0,"[('exercitus', 0.6426644325256348), ('equitatus', 0.638791024684906), ('commeatus', 0.6360020637512207), ('munitio', 0.5831816792488098), ('subsidium', 0.555051863193512), ('paucitas', 0.5344315767288208), ('auxiliaris', 0.5341512560844421), ('praesidium', 0.5327571034431458), ('castellum', 0.5293369889259338), ('terrestris', 0.5236111283302307)]",1122,1.0,1,"[('abunde', 0.67743980884552), ('inopia', 0.6229475736618042), ('penuria', 0.6105716228485107), ('commeatus', 0.6065827012062073), ('promptior', 0.5868947505950928), ('munimentum', 0.5464750528335571), ('oportunus', 0.5430201292037964), ('mercator', 0.5389285087585449), ('difficultas', 0.5377256274223328), ('adiumentum', 0.5375168323516846)]"
casus,1121,1259,0.61470497,0,"[('fortuna', 0.5604090690612793), ('euentus', 0.5456547141075134), ('fatum', 0.5095469355583191), ('necessitas', 0.5003385543823242), ('fors', 0.48379746079444885), ('accido', 0.4810152053833008), ('incommodum', 0.46143871545791626), ('calamitas', 0.44558843970298767), ('error', 0.44408509135246277), ('momentum', 0.43554872274398804)]",1121,1.0,1,"[('fortuitus', 0.5816590785980225), ('fortuna', 0.557619035243988), ('discrimen', 0.556088924407959), ('momentum', 0.5528284311294556), ('infortunium', 0.5519589781761169), ('euentum', 0.534825325012207), ('exitus', 0.531650722026825), ('calamitas', 0.5268024802207947), ('mutatio', 0.5166733860969543), ('ualitudo', 0.511476993560791)]"
littera,1120,1259,0.73302454,0,"[('epistula', 0.6696765422821045), ('recito', 0.5667645335197449), ('legendus', 0.5591481924057007), ('historia', 0.5465929508209229), ('scribo', 0.54558265209198), ('annalis', 0.5423893332481384), ('legatio', 0.5259142518043518), ('grammaticus', 0.5249140858650208), ('epistola', 0.5237295627593994), ('Latina', 0.5104326009750366)]",1120,1.0,1,"[('epistula', 0.7322838306427002), ('libellus', 0.713470458984375), ('stilus', 0.669795036315918), ('scribendus', 0.6575791239738464), ('grammaticus', 0.655602216720581), ('orator', 0.6528382897377014), ('poema', 0.6461423635482788), ('lectio', 0.64290851354599), ('codex', 0.6341984272003174), ('subscriptio', 0.6336548328399658)]"
haud,1111,1258,0.61713505,0,"[('haudquaquam', 0.4759519398212433), ('haut', 0.47366923093795776), ('fidio', 0.4159254729747772), ('egenus', 0.3954371213912964), ('quippe', 0.39129528403282166), ('atrocior', 0.36459794640541077), ('gnarus', 0.36346176266670227), ('anceps', 0.3488099277019501), ('inceptum', 0.33241939544677734), ('nequaquam', 0.32041043043136597)]",1111,1.0,1,"[('haut', 0.814944863319397), ('nec', 0.5142583847045898), ('Nihil', 0.5059511661529541), ('audax', 0.48925456404685974), ('rarus', 0.4829270541667938), ('conspicor', 0.48142844438552856), ('procul', 0.47490060329437256), ('Neque', 0.47305864095687866), ('Ni', 0.46240830421447754), ('infidus', 0.4622509181499481)]"
ecce,1105,1258,0.4768499,0,"[('furibundus', 0.6147273778915405), ('ultrix', 0.604376494884491), ('Anna', 0.5927868485450745), ('Orpheus', 0.5926218628883362), ('almus', 0.574374794960022), ('plango', 0.5722798109054565), ('ululo', 0.5721632242202759), ('Paean', 0.5720388293266296), ('Saturnia', 0.5701221823692322), ('praescius', 0.5670948028564453)]",1105,1.0,1,"[('occursus', 0.5033766031265259), ('cumque', 0.49643200635910034), ('surgo', 0.46484148502349854), ('nempe', 0.44057130813598633), ('uisito', 0.4388343095779419), ('clamo', 0.43766167759895325), ('uae', 0.42859143018722534), ('adstans', 0.4213655889034271), ('conspicio', 0.4122680723667145), ('suscito', 0.41025251150131226)]"
tamquam,1105,1256,0.6108244,0,"[('quasi', 0.5957220792770386), ('uelut', 0.5195490717887878), ('ut', 0.45628446340560913), ('quemadmodum', 0.4438396692276001), ('uoluntarius', 0.42383334040641785), ('incuriosus', 0.4091744124889374), ('appeto', 0.3993755578994751), ('simulatio', 0.39087143540382385), ('beneuolentia', 0.38802534341812134), ('securitas', 0.3819553554058075)]",1105,1.0,1,"[('quasi', 0.6039112210273743), ('quemadmodum', 0.47448572516441345), ('uelut', 0.4735906720161438), ('atque', 0.44429072737693787), ('quidam', 0.43292003870010376), ('nimirum', 0.41657161712646484), ('plerumque', 0.37514564394950867), ('quodammodo', 0.37432196736335754), ('gestio', 0.3635287284851074), ('quidem', 0.35563185811042786)]"
uniuersus,1105,1250,0.58750296,0,"[('singulus', 0.5284501910209656), ('consentio', 0.49726006388664246), ('omnis', 0.49434512853622437), ('princeps', 0.4854821264743805), ('optimas', 0.47795525193214417), ('contio', 0.44460707902908325), ('distribuo', 0.43973663449287415), ('totus', 0.4392707943916321), ('reliquus', 0.43427416682243347), ('consensus', 0.43035900592803955)]",1105,1.0,1,"[('omnis', 0.7574636936187744), ('cunctus', 0.56380695104599), ('congrego', 0.5286867022514343), ('habitator', 0.507502555847168), ('natio', 0.4726592004299164), ('diuersus', 0.4633694887161255), ('praesum', 0.4598398804664612), ('totus', 0.45938640832901), ('romanus', 0.45572125911712646), ('reliquus', 0.45099493861198425)]"
accedo,1102,1250,0.7454912,0,"[('peruenio', 0.6699685454368591), ('adduco', 0.5902414917945862), ('perduco', 0.5812904238700867), ('pertineo', 0.5771487951278687), ('admoueo', 0.573942244052887), ('accommodo', 0.5349115133285522), ('adfero', 0.5077641606330872), ('confugio', 0.5025863647460938), ('procedo', 0.49608731269836426), ('dirigo', 0.475209504365921)]",1102,1.0,1,"[('peruenio', 0.7464563250541687), ('perduco', 0.6290609836578369), ('adplico', 0.6023104190826416), ('pergo', 0.5957583785057068), ('confugio', 0.5930401682853699), ('dirigo', 0.5887731909751892), ('transmitto', 0.5749050378799438), ('pertineo', 0.5605401992797852), ('deuoluo', 0.551332950592041), ('deuerto', 0.53972989320755)]"
filia,1101,1249,0.75956535,0,"[('matrimonium', 0.8371021747589111), ('filius', 0.8043103814125061), ('socrus', 0.8015565872192383), ('uitricus', 0.7896159887313843), ('nepos', 0.7877092361450195), ('uxor', 0.7790567874908447), ('despondeo', 0.7642680406570435), ('nubo', 0.7546294331550598), ('patruus', 0.7364301681518555), ('neptis', 0.729080855846405)]",1101,1.0,1,"[('soror', 0.7611867785453796), ('uxor', 0.7588009238243103), ('neptis', 0.7572251558303833), ('nurus', 0.7447264790534973), ('concubina', 0.7140903472900391), ('nepos', 0.7116842865943909), ('patruus', 0.6999081969261169), ('coniugium', 0.6875112652778625), ('nupta', 0.673275351524353), ('emancipo', 0.6669290661811829)]"
fama,1099,1244,0.6950034,0,"[('gloria', 0.5832714438438416), ('posteritas', 0.5608081221580505), ('laus', 0.5517796874046326), ('rumor', 0.5383504033088684), ('uictoria', 0.5187763571739197), ('nobilitas', 0.492918998003006), ('fauor', 0.4881881773471832), ('germanicus', 0.48706841468811035), ('miraculum', 0.4859442114830017), ('memoro', 0.4451828896999359)]",1099,1.0,1,"[('rumor', 0.555108904838562), ('laus', 0.5543167591094971), ('uulgo', 0.5187292098999023), ('ignotus', 0.5099868774414062), ('clarus', 0.507053792476654), ('nobilis', 0.4916102886199951), ('notus', 0.4850485026836395), ('laudandus', 0.4838780164718628), ('longinquo', 0.48364222049713135), ('admiratio', 0.48217329382896423)]"
P.,1099,1243,0.49731636,0,"[('L.', 0.6706980466842651), ('Cn.us', 0.6648068428039551), ('Q.', 0.6590672135353088), ('Publius', 0.6395222544670105), ('A.', 0.6376697421073914), ('Fabricius', 0.6255985498428345), ('Sex.', 0.6170300245285034), ('Caepio', 0.6098554730415344), ('P', 0.6095781326293945), ('T.', 0.6083115339279175)]",1099,1.0,1,"[('L.', 0.91838538646698), ('C.', 0.9000446796417236), ('M.', 0.8917198181152344), ('Q.', 0.8902532458305359), ('Gracchus', 0.8865414261817932), ('Cornelius', 0.8853506445884705), ('Cn.', 0.8652303218841553), ('Crassus', 0.8609884977340698), ('Publius', 0.8575218319892883), ('Metellus', 0.8526613712310791)]"
iudico,1098,1241,0.7798284,0,"[('existimo', 0.6814855933189392), ('iudicium', 0.6470195651054382), ('iudex', 0.6237854361534119), ('probo', 0.6133735179901123), ('dissero', 0.585573673248291), ('consulo', 0.5834473371505737), ('dico', 0.5784723162651062), ('reprehendo', 0.5771938562393188), ('iudicatum', 0.5757862329483032), ('aequum', 0.5655146241188049)]",1098,1.0,1,"[('iudicium', 0.7004724740982056), ('iudex', 0.6637760996818542), ('competo', 0.609938383102417), ('pronuntio', 0.605079174041748), ('oportet', 0.5686438679695129), ('accusator', 0.5527163743972778), ('sententia', 0.549545407295227), ('iniustus', 0.5478187799453735), ('innocentia', 0.5388352870941162), ('condemno', 0.5373354554176331)]"
quin,1098,1240,0.60979646,0,"[('siquidem', 0.3590255677700043), ('sine', 0.34656327962875366), ('immo', 0.33977410197257996), ('audeo', 0.32478585839271545), ('si', 0.32283833622932434), ('obtempero', 0.3182283043861389), ('nedum', 0.3154889643192291), ('sed', 0.3139580488204956), ('infitior', 0.3114113211631775), ('nisi', 0.3107392191886902)]",1098,1.0,1,"[('impune', 0.39956116676330566), ('ni', 0.3926130533218384), ('saepe', 0.38640764355659485), ('quamquam', 0.38224029541015625), ('uerus', 0.3645370602607727), ('tum', 0.36261916160583496), ('quo', 0.3571852147579193), ('ignotus', 0.35539236664772034), ('Nil', 0.3443847894668579), ('absisto', 0.3376180827617645)]"
rego,1092,1239,0.73005074,0,"[('rectus', 0.5260393023490906), ('stabilis', 0.5194042921066284), ('flecto', 0.5131059885025024), ('guberno', 0.49502936005592346), ('derigo', 0.48098671436309814), ('pareo', 0.4755212068557739), ('sequor', 0.4476093053817749), ('facilis', 0.44585680961608887), ('discerno', 0.44237178564071655), ('summum', 0.43582597374916077)]",1092,1.0,1,"[('guberno', 0.6536098122596741), ('modero', 0.6229575872421265), ('stabilis', 0.5778297185897827), ('rector', 0.5539041757583618), ('concors', 0.5322607159614563), ('moderamen', 0.5299807190895081), ('flecto', 0.5298792719841003), ('moderator', 0.5099189281463623), ('rectus', 0.5090768933296204), ('oboedio', 0.49226388335227966)]"
addo,1092,1239,0.66345596,0,"[('augeo', 0.556155800819397), ('adicio', 0.5277907848358154), ('dito', 0.5103121995925903), ('detraho', 0.49000975489616394), ('fraudo', 0.48321256041526794), ('ministro', 0.47077035903930664), ('affluo', 0.468029648065567), ('impono', 0.46449917554855347), ('appellandus', 0.46047019958496094), ('aequo', 0.4530287981033325)]",1092,1.0,1,"[('adicio', 0.5340283513069153), ('desum', 0.4910886585712433), ('adpono', 0.4816347360610962), ('subiungo', 0.4669092297554016), ('adfero', 0.45639878511428833), ('significo', 0.4462769627571106), ('sufficio', 0.4300157427787781), ('conquiro', 0.4270479381084442), ('testor', 0.4239962100982666), ('subsum', 0.4208284020423889)]"
quando,1083,1232,0.53004646,0,"[('si', 0.5377077460289001), ('quis', 0.5170916318893433), ('quare', 0.5076084136962891), ('certe', 0.4753992259502411), ('proinde', 0.45881667733192444), ('stulte', 0.4522612988948822), ('fideliter', 0.44959890842437744), ('euentum', 0.4405668079853058), ('crastinus', 0.4384997487068176), ('pigeo', 0.43665483593940735)]",1083,1.0,1,"[('quomodo', 0.5545421242713928), ('quare', 0.48857641220092773), ('cras', 0.47725313901901245), ('quemadmodum', 0.4645196199417114), ('quoniam', 0.4456867575645447), ('quapropter', 0.4344865679740906), ('qualiter', 0.41482415795326233), ('enim', 0.41020554304122925), ('simpliciter', 0.40480756759643555), ('coepi', 0.3987171947956085)]"
postquam,1082,1231,0.6897137,0,"[('ubi', 0.5125167369842529), ('extemplo', 0.5053786039352417), ('appropinquo', 0.4723472595214844), ('priusquam', 0.4656946659088135), ('ni', 0.4614184498786926), ('perterreo', 0.4572504758834839), ('iam', 0.4526969790458679), ('adortus', 0.4480021297931671), ('destitutus', 0.4411766529083252), ('necdum', 0.43684449791908264)]",1082,1.0,1,"[('mox', 0.6616472601890564), ('continuo', 0.4737144112586975), ('primo', 0.46643340587615967), ('incolumis', 0.45840662717819214), ('tandem', 0.45785269141197205), ('protinus', 0.4537782371044159), ('coepio', 0.4442654550075531), ('donec', 0.4423893094062805), ('necdum', 0.4409399628639221), ('confestim', 0.4395107924938202)]"
item,1078,1231,0.68546903,0,"[('similiter', 0.5920864939689636), ('differentia', 0.5477258563041687), ('translatio', 0.5351627469062805), ('nomino', 0.5206259489059448), ('contero', 0.5202206969261169), ('tisana', 0.5156903266906738), ('adiicio', 0.5142055749893188), ('modulus', 0.5127485394477844), ('caprinus', 0.5121913552284241), ('huiusmodi', 0.5120813250541687)]",1078,1.0,1,"[('praeterea', 0.581469714641571), ('leporis', 0.4964107573032379), ('similiter', 0.48320892453193665), ('declinatio', 0.4762434959411621), ('separatim', 0.46572911739349365), ('inscribo', 0.4634029269218445), ('nux', 0.4623374938964844), ('Democritus', 0.46093520522117615), ('latine', 0.45947927236557007), ('hiscis', 0.44724559783935547)]"
laus,1077,1231,0.74264926,0,"[('gloria', 0.7903487086296082), ('uirtus', 0.6780182719230652), ('decus', 0.6436216235160828), ('nobilitas', 0.6000762581825256), ('honor', 0.5960438251495361), ('honus', 0.5922532677650452), ('uituperatio', 0.5909247994422913), ('dignitas', 0.5828306674957275), ('indoles', 0.5799722671508789), ('laudandus', 0.5753649473190308)]",1077,1.0,1,"[('praeconium', 0.6955844759941101), ('meritum', 0.6896876692771912), ('laudo', 0.6792760491371155), ('gloria', 0.60542893409729), ('magnifico', 0.5973201394081116), ('mereo', 0.5961741209030151), ('fauor', 0.5874319076538086), ('dignus', 0.5823180079460144), ('laetitia', 0.5804963111877441), ('honor', 0.5796663761138916)]"
uulnus,1075,1230,0.8560148,0,"[('ictus', 0.7289360761642456), ('iugulum', 0.6593884229660034), ('cuspis', 0.6481193900108337), ('ensis', 0.6442710161209106), ('mucro', 0.642011284828186), ('cruor', 0.6390007138252258), ('telum', 0.6309971809387207), ('saucius', 0.6268619298934937), ('uiscus', 0.621347963809967), ('morsus', 0.6158640384674072)]",1075,1.0,1,"[('mucro', 0.7401561141014099), ('ulcus', 0.7396997809410095), ('iugulum', 0.7255146503448486), ('ictus', 0.71937096118927), ('cicatrix', 0.6952976584434509), ('dolor', 0.6865461468696594), ('morsus', 0.6846276521682739), ('cruor', 0.6775864958763123), ('iaculus', 0.67189621925354), ('ensis', 0.66283118724823)]"
muto,1073,1223,0.8190799,0,"[('commuto', 0.5639983415603638), ('uario', 0.5315995812416077), ('uerto', 0.5007156729698181), ('noto', 0.49833381175994873), ('permaneo', 0.4755127727985382), ('mutabilis', 0.47024431824684143), ('moueo', 0.46880224347114563), ('fingo', 0.459245890378952), ('confundo', 0.4537336826324463), ('mutatio', 0.45306625962257385)]",1073,1.0,1,"[('uario', 0.5299373865127563), ('uerto', 0.48288774490356445), ('alterno', 0.4802471399307251), ('dispar', 0.47595059871673584), ('expers', 0.46370846033096313), ('subeo', 0.4570292532444), ('dissimilis', 0.4481339156627655), ('uigeo', 0.4409680664539337), ('cedo', 0.44067832827568054), ('uarius', 0.43716683983802795)]"
nescio,1067,1221,0.7484505,0,"[('scio', 0.6847836375236511), ('ignoro', 0.5611667037010193), ('utrumne', 0.5521665811538696), ('quaero', 0.5395054221153259), ('uio', 0.5185782313346863), ('rogito', 0.5144845247268677), ('interrogo', 0.5075956583023071), ('odo', 0.4965410828590393), ('intersum', 0.48789024353027344), ('stulte', 0.47421810030937195)]",1067,1.0,1,"[('ignoro', 0.664030909538269), ('nosco', 0.6313695311546326), ('puto', 0.5916682481765747), ('scio', 0.5825523734092712), ('decipio', 0.5775600075721741), ('ignarus', 0.571485161781311), ('ineptus', 0.5497556924819946), ('mentior', 0.5337051153182983), ('quaero', 0.5276964902877808), ('disco', 0.5180765390396118)]"
qualis,1064,1220,0.6638029,0,"[('talis', 0.4425041675567627), ('quantus', 0.3937556743621826), ('similis', 0.3607487678527832), ('cuiusmodi', 0.3528079092502594), ('ecquis', 0.3340214490890503), ('forma', 0.33299899101257324), ('credibilis', 0.3271872103214264), ('color', 0.3195776045322418), ('ridiculus', 0.31399163603782654), ('polio', 0.3105134963989258)]",1064,1.0,1,"[('quisnam', 0.45977160334587097), ('quantus', 0.4421473741531372), ('dinosco', 0.41060876846313477), ('nonne', 0.4064137041568756), ('talis', 0.3981899321079254), ('rideo', 0.3892640769481659), ('imago', 0.38878992199897766), ('nondum', 0.38302698731422424), ('pulchre', 0.3728528618812561), ('qualiter', 0.366963267326355)]"
C.,1064,1219,0.6746045,0,"[('L.', 0.8305962085723877), ('M.', 0.78586345911026), ('A.', 0.7655069828033447), ('Cn.us', 0.7585664391517639), ('Q.', 0.7391477823257446), ('Gaius', 0.7280905842781067), ('Cornelius', 0.7227448225021362), ('Sulpicius', 0.7204604148864746), ('Caepio', 0.7168992161750793), ('T.', 0.7149000763893127)]",1064,1.0,1,"[('L.', 0.944430947303772), ('P.', 0.9000447392463684), ('Cornelius', 0.8867673873901367), ('Q.', 0.8847118616104126), ('Cn.', 0.87410968542099), ('Cassius', 0.8629130721092224), ('Metellus', 0.8612873554229736), ('Aemilius', 0.8524500727653503), ('Gracchus', 0.8513681888580322), ('Fabius', 0.8390012979507446)]"
audeo,1062,1218,0.7532043,0,"[('audo', 0.5613477826118469), ('abnuo', 0.495709091424942), ('umquam', 0.46766963601112366), ('paeniteo', 0.4641147553920746), ('desisto', 0.4607657492160797), ('inuitus', 0.44997528195381165), ('fas', 0.44870924949645996), ('irascor', 0.43683314323425293), ('recuso', 0.4281449019908905), ('temere', 0.4279542565345764)]",1062,1.0,1,"[('umquam', 0.6274685859680176), ('tempto', 0.6261751651763916), ('pala', 0.5639774799346924), ('posthac', 0.5554668307304382), ('sacrilegus', 0.545281708240509), ('ueto', 0.5364564657211304), ('temerarius', 0.5350685715675354), ('conor', 0.5346722602844238), ('impunis', 0.5323048830032349), ('audacia', 0.5301942825317383)]"
ingenium,1058,1217,0.8106304,0,"[('eloquentia', 0.7449352741241455), ('humanitas', 0.7333139777183533), ('doctrina', 0.7216437458992004), ('simplicitas', 0.7146469354629517), ('facundia', 0.6817560791969299), ('prudentia', 0.6765345931053162), ('studium', 0.6618853807449341), ('comitas', 0.660166323184967), ('facilitas', 0.6514481902122498), ('moderatio', 0.6489367485046387)]",1058,1.0,1,"[('facundia', 0.775213897228241), ('prudentia', 0.7670899033546448), ('philosophia', 0.7120631337165833), ('studium', 0.7077481150627136), ('sollertia', 0.704471230506897), ('grauitas', 0.7014482617378235), ('ars', 0.6926249861717224), ('ostentatio', 0.6854698061943054), ('eloquentia', 0.6834630966186523), ('doctrina', 0.6809441447257996)]"
solum,1056,1210,0.6745254,0,"[('modo', 0.6515311598777771), ('solus', 0.5939361453056335), ('tantum', 0.5300167202949524), ('tantummodo', 0.4382815957069397), ('non', 0.34896448254585266), ('usitatus', 0.34844452142715454), ('tamen', 0.3426540195941925), ('quaerendus', 0.3054180443286896), ('nonnumquam', 0.302522748708725), ('aliquando', 0.3005768358707428)]",1056,1.0,1,"[('tantum', 0.7041832208633423), ('modo', 0.5105921626091003), ('solus', 0.41931548714637756), ('uerus', 0.3901260495185852), ('excusatio', 0.3811255395412445), ('sufficio', 0.36320769786834717), ('interdico', 0.35942599177360535), ('tantummodo', 0.3453488349914551), ('usurpo', 0.33491188287734985), ('ambigo', 0.33490702509880066)]"
uitium,1044,1209,0.77865785,0,"[('stultitia', 0.6344870924949646), ('malitia', 0.6176744103431702), ('error', 0.6059529185295105), ('imitatio', 0.5992440581321716), ('ebrietas', 0.5945360660552979), ('turpitudo', 0.5923782587051392), ('prauitas', 0.5747271180152893), ('luxuria', 0.5721303224563599), ('incommodum', 0.5697877407073975), ('uitiosus', 0.5635955929756165)]",1044,1.0,1,"[('malitia', 0.7113059759140015), ('ualitudo', 0.6860829591751099), ('uitiosus', 0.6833778023719788), ('corrumpo', 0.6247280836105347), ('malitiosus', 0.6153254508972168), ('infortunium', 0.6119194626808167), ('auaritia', 0.6011418700218201), ('cupiditas', 0.5850464701652527), ('prauus', 0.583345890045166), ('stultitia', 0.5787460803985596)]"
rogo,1042,1205,0.74890214,0,"[('exoro', 0.6437261700630188), ('promitto', 0.6157599687576294), ('obsecro', 0.5546249747276306), ('precor', 0.5342318415641785), ('inuito', 0.5329094529151917), ('rescribo', 0.5181207060813904), ('ignosco', 0.5178816914558411), ('deprecor', 0.5157261490821838), ('nego', 0.5077512264251709), ('impetro', 0.5057142972946167)]",1042,1.0,1,"[('precor', 0.7111528515815735), ('obsecro', 0.7088982462882996), ('oro', 0.6763983964920044), ('deprecor', 0.6643995642662048), ('supplex', 0.6228974461555481), ('posco', 0.6035946607589722), ('exoro', 0.5918939113616943), ('prex', 0.5734301805496216), ('quaeso', 0.5705899596214294), ('supplico', 0.5649263262748718)]"
ideo,1041,1201,0.72356135,0,"[('uitiosus', 0.569835364818573), ('propterea', 0.5515144467353821), ('necessarius', 0.538321316242218), ('proprie', 0.518448531627655), ('utiliter', 0.5090767741203308), ('desidero', 0.49843624234199524), ('oportet', 0.498305082321167), ('utique', 0.4977487325668335), ('difficile', 0.4971525967121124), ('idcirco', 0.4970945417881012)]",1041,1.0,1,"[('idcirco', 0.5926035642623901), ('propterea', 0.5687074661254883), ('perinde', 0.4848599433898926), ('necesse', 0.46854275465011597), ('scio', 0.45094674825668335), ('comparatio', 0.449273020029068), ('certissimus', 0.4461097717285156), ('intellego', 0.427594393491745), ('inutilis', 0.4275112450122833), ('omnino', 0.4203881323337555)]"
rapio,1040,1200,0.80008084,0,"[('abripio', 0.6501344442367554), ('raptum', 0.6444068551063538), ('corripio', 0.6138583421707153), ('praecipito', 0.6105944514274597), ('fulmineus', 0.6079744100570679), ('tulo', 0.6022303104400635), ('rapto', 0.6013560891151428), ('traho', 0.5895758271217346), ('eripio', 0.587422251701355), ('abstraho', 0.5825363397598267)]",1040,1.0,1,"[('eripio', 0.6268067955970764), ('praedo', 0.6262607574462891), ('furo', 0.6238325834274292), ('excio', 0.6031016707420349), ('raptor', 0.6005988121032715), ('abigo', 0.5849799513816833), ('sollicito', 0.5841356515884399), ('fugo', 0.5801650881767273), ('excutio', 0.5794803500175476), ('trudo', 0.5783918499946594)]"
melior,1039,1199,0.7224664,0,"[('satius', 0.6316456198692322), ('peus', 0.6154615879058838), ('malo', 0.611986517906189), ('prudentior', 0.6008093357086182), ('potior', 0.5971736907958984), ('aptius', 0.5645942091941833), ('plus', 0.5621863603591919), ('honestior', 0.5521929264068604), ('fortior', 0.5439665913581848), ('magis', 0.5287697911262512)]",1039,1.0,1,"[('potior', 0.6223278641700745), ('malo', 0.6075064539909363), ('magis', 0.6026670932769775), ('difficile', 0.6021795868873596), ('prior', 0.5956563353538513), ('plus', 0.5560541152954102), ('utiliter', 0.5102385878562927), ('peius', 0.49474895000457764), ('cito', 0.4945848882198334), ('tam', 0.4605184495449066)]"
uix,1037,1198,0.72211087,0,"[('nondum', 0.4724452495574951), ('nequeo', 0.4600560665130615), ('haut', 0.4100963771343231), ('sustineo', 0.39096418023109436), ('nedum', 0.3845309615135193), ('agitatio', 0.3782130181789398), ('necdum', 0.3676562011241913), ('numquam', 0.36214160919189453), ('nec', 0.35868948698043823), ('propemodum', 0.35862427949905396)]",1037,1.0,1,"[('tandem', 0.5889500379562378), ('fessus', 0.5534216165542603), ('lasso', 0.5428842306137085), ('Donec', 0.5383813977241516), ('langueo', 0.5210431218147278), ('paulum', 0.5156407356262207), ('totiens', 0.5129542350769043), ('defessus', 0.5121883749961853), ('celer', 0.5068012475967407), ('necdum', 0.4963129162788391)]"
communis,1035,1197,0.67368335,0,"[('proprius', 0.5255160331726074), ('aequitas', 0.5243653059005737), ('conseruo', 0.5172793865203857), ('societas', 0.4998526871204376), ('consentio', 0.49812787771224976), ('necessitudo', 0.49338117241859436), ('salutaris', 0.4913898706436157), ('honestas', 0.4871707260608673), ('coniunctus', 0.4791475534439087), ('beniuolentia', 0.4716896712779999)]",1035,1.0,1,"[('consensus', 0.5048319101333618), ('par', 0.5007432699203491), ('participo', 0.49858057498931885), ('aequus', 0.4947461783885956), ('coniunctum', 0.49328574538230896), ('particeps', 0.4788975417613983), ('proprius', 0.46935129165649414), ('priuo', 0.4669458270072937), ('societas', 0.4644380509853363), ('habendus', 0.4494539201259613)]"
quantus,1033,1192,0.7575628,0,"[('tantus', 0.589763343334198), ('quantum', 0.581412672996521), ('quanto', 0.5148108601570129), ('maximus', 0.4828728437423706), ('quot', 0.46428218483924866), ('aestimo', 0.4383014440536499), ('incredibilis', 0.4222429692745209), ('impendo', 0.40836283564567566), ('qualis', 0.3937557339668274), ('magnus', 0.3918677568435669)]",1033,1.0,1,"[('quantum', 0.5949640870094299), ('quanto', 0.55035799741745), ('tantus', 0.5333511233329773), ('tot', 0.45614635944366455), ('quot', 0.4437400698661804), ('qualis', 0.442147433757782), ('benignitas', 0.406475692987442), ('aestimo', 0.3940366506576538), ('dinosco', 0.38920485973358154), ('laudabilis', 0.38742688298225403)]"
proximus,1033,1181,0.49836558,0,"[('degredior', 0.5514581799507141), ('egredior', 0.5185012817382812), ('transgredior', 0.5023946166038513), ('communio', 0.4922076165676117), ('superior', 0.48769381642341614), ('circumuallo', 0.48208150267601013), ('interior', 0.47825056314468384), ('primo', 0.4756549298763275), ('transueho', 0.47553014755249023), ('traicio', 0.4706915020942688)]",1033,1.0,1,"[('uicinus', 0.5464729070663452), ('propinquus', 0.5159644484519958), ('longe', 0.4553234875202179), ('prope', 0.41658511757850647), ('uicina', 0.41189688444137573), ('tutior', 0.4003811478614807), ('cognatus', 0.3999366760253906), ('declino', 0.38630446791648865), ('longinquus', 0.38059696555137634), ('defenso', 0.3773106336593628)]"
cedo,1032,1180,0.7131336,0,"[('uinco', 0.6608808636665344), ('pello', 0.5625888109207153), ('anteeo', 0.5188764929771423), ('urgeo', 0.5181471705436707), ('concedo', 0.5181202292442322), ('retineo', 0.5141472816467285), ('certo', 0.5134276747703552), ('destituo', 0.4993630647659302), ('teneo', 0.4979238212108612), ('obsto', 0.4901628792285919)]",1032,1.0,1,"[('obsto', 0.6338831186294556), ('uinco', 0.6118414402008057), ('domo', 0.5728210806846619), ('tueor', 0.5461872816085815), ('lacesso', 0.5387665033340454), ('euinco', 0.5319699048995972), ('freno', 0.5223978161811829), ('infidus', 0.5198051333427429), ('experior', 0.5156546831130981), ('dissocio', 0.5128093957901001)]"
libertas,1032,1180,0.66255283,0,"[('seruitus', 0.791239321231842), ('dominatio', 0.7066407799720764), ('seruitium', 0.6344383955001831), ('ciuitas', 0.6107550859451294), ('dominor', 0.5740105509757996), ('iniuria', 0.5685054063796997), ('clementia', 0.5648996829986572), ('obsequium', 0.5601949691772461), ('imperium', 0.5577253699302673), ('beneficium', 0.5536485910415649)]",1032,1.0,1,"[('seruitus', 0.6020011901855469), ('manumitto', 0.5851131081581116), ('seruus', 0.564555287361145), ('patronus', 0.5534864664077759), ('seruitium', 0.536279022693634), ('condicio', 0.5266918540000916), ('dominium', 0.525556743144989), ('licentia', 0.5185692310333252), ('creditor', 0.509849488735199), ('fideicommissus', 0.5067116618156433)]"
