Word,Frequency_t_reference-last,Frequency_t0,"Cosine_similarity(w_t_reference-last,w_t0)",interval-0,neighbours_t0,Frequency_t1,"Cosine_similarity(w_t_reference-last,w_t1)",interval-1,neighbours_t1
singulus,1570,1723,0.72894514,0,"[('quini', 0.5936648845672607), ('binus', 0.5716246366500854), ('distribuo', 0.5697503089904785), ('deni', 0.5556080937385559), ('centuria', 0.5529161095619202), ('uniuersus', 0.5517541766166687), ('uiritim', 0.5345996022224426), ('quinquageni', 0.5316309332847595), ('conficiendus', 0.5256516337394714), ('modulus', 0.5235570669174194)]",1570,1.0,1,"[('unusquisque', 0.613837480545044), ('binus', 0.5404768586158752), ('mensura', 0.5333325862884521), ('ordo', 0.5273314118385315), ('quattuor', 0.523781418800354), ('colligo', 0.5146253108978271), ('dispono', 0.5045251250267029), ('diuido', 0.5005018711090088), ('centuria', 0.4995135962963104), ('partio', 0.49762359261512756)]"
amicus,1557,1713,0.7549756,0,"[('adfinis', 0.5692625641822815), ('fidelis', 0.56903076171875), ('familiaritas', 0.5347744226455688), ('amicitia', 0.5273273587226868), ('beniuolentia', 0.5201768279075623), ('necessitudo', 0.518726646900177), ('cliens', 0.5171896815299988), ('erga', 0.4984695613384247), ('carissimus', 0.4797685742378235), ('adfinitas', 0.4777061343193054)]",1557,1.0,1,"[('sodalis', 0.688887357711792), ('amicitia', 0.6402201056480408), ('carus', 0.6234949827194214), ('cliens', 0.5916556119918823), ('propinquus', 0.5827229022979736), ('frater', 0.5733293890953064), ('socius', 0.557356595993042), ('fidus', 0.5423198938369751), ('affectus', 0.5405877232551575), ('amator', 0.525963544845581)]"
adeo,1531,1705,0.59638387,0,"[('ita', 0.5787028670310974), ('perpello', 0.40620744228363037), ('assequor', 0.3717498481273651), ('promereo', 0.36330950260162354), ('oro', 0.35025760531425476), ('ingredior', 0.3403675854206085), ('prosequor', 0.3348120450973511), ('submoueo', 0.33460909128189087), ('proueho', 0.3320329785346985), ('perficio', 0.33057013154029846)]",1531,1.0,1,"[('ita', 0.45577555894851685), ('permitto', 0.41918161511421204), ('contingo', 0.41523998975753784), ('obsisto', 0.39592960476875305), ('experior', 0.3932049572467804), ('adpeto', 0.36132580041885376), ('iurgo', 0.3592897355556488), ('reor', 0.35079824924468994), ('difficilis', 0.3500062823295593), ('expeto', 0.3499841094017029)]"
mons,1530,1703,0.7889905,0,"[('collis', 0.8154536485671997), ('rupes', 0.7599343061447144), ('uallis', 0.7592158317565918), ('ualles', 0.7289175987243652), ('praerumpo', 0.7085758447647095), ('fluuius', 0.7039901614189148), ('silua', 0.7039212584495544), ('Appenninus', 0.6941068172454834), ('specus', 0.68905109167099), ('saltus', 0.6853504180908203)]",1530,1.0,1,"[('uallis', 0.8086382150650024), ('collis', 0.738024115562439), ('montanus', 0.7279900312423706), ('petra', 0.707127571105957), ('fluuius', 0.6795200109481812), ('conuallis', 0.6669701337814331), ('campester', 0.6586978435516357), ('rupes', 0.6571587920188904), ('uall', 0.6526854038238525), ('margo', 0.6363818645477295)]"
cognosco,1529,1700,0.72438145,0,"[('perspicio', 0.5852652192115784), ('exquiro', 0.5701627135276794), ('nosco', 0.537712037563324), ('expono', 0.5304093360900879), ('animaduerto', 0.5032508373260498), ('affero', 0.49181804060935974), ('ostendo', 0.4845927357673645), ('demonstro', 0.4840167760848999), ('comperio', 0.477030873298645), ('intellego', 0.47037753462791443)]",1529,1.0,1,"[('indico', 0.6332389116287231), ('narro', 0.619377613067627), ('comperio', 0.6125481128692627), ('scio', 0.5955719351768494), ('nuntio', 0.578742265701294), ('renuntio', 0.5625976920127869), ('nosco', 0.5597143173217773), ('requiro', 0.5583808422088623), ('audio', 0.5459740161895752), ('enarro', 0.5458780527114868)]"
aetas,1521,1695,0.8389508,0,"[('iuuenta', 0.7361131310462952), ('pueritia', 0.6813443899154663), ('senectus', 0.680931031703949), ('adulescentia', 0.6630962491035461), ('aeuum', 0.6104965209960938), ('infantia', 0.5721562504768372), ('annus', 0.5356165170669556), ('sexus', 0.5353979468345642), ('saeculum', 0.5317257642745972), ('indoles', 0.5261674523353577)]",1521,1.0,1,"[('senectus', 0.7291585803031921), ('pueritia', 0.6641578674316406), ('pubertas', 0.5794703364372253), ('senium', 0.5576149821281433), ('seculum', 0.5534759759902954), ('aeuum', 0.5526798367500305), ('infantia', 0.5410163402557373), ('iuuentus', 0.534048318862915), ('adulescentia', 0.5234190821647644), ('annus', 0.5207440853118896)]"
dolor,1518,1691,0.81467676,0,"[('aegritudo', 0.720146119594574), ('maeror', 0.6942201256752014), ('miseria', 0.6621332764625549), ('cruciatus', 0.6545969247817993), ('luctus', 0.6518675088882446), ('molestia', 0.6370325684547424), ('morbus', 0.6303393840789795), ('tristitia', 0.6300000548362732), ('doleo', 0.629676342010498), ('malum', 0.6229357719421387)]",1518,1.0,1,"[('orbitas', 0.7751612663269043), ('maeror', 0.7717099785804749), ('gemitus', 0.7405773401260376), ('acerbus', 0.7341355681419373), ('uulnus', 0.7326969504356384), ('languor', 0.711824893951416), ('impatientia', 0.7098608613014221), ('tristitia', 0.7000617384910583), ('fletus', 0.6940791606903076), ('luctus', 0.6868934631347656)]"
parens,1518,1684,0.80508435,0,"[('coniunx', 0.7311657071113586), ('nepos', 0.6941434144973755), ('cognatus', 0.692154049873352), ('natis', 0.6863186359405518), ('pietas', 0.6760111451148987), ('soror', 0.6730504035949707), ('coniugium', 0.671044111251831), ('frater', 0.6316466331481934), ('genetrix', 0.6268147230148315), ('germanus', 0.6263625621795654)]",1518,1.0,1,"[('paternus', 0.7692804932594299), ('nepos', 0.731177568435669), ('mater', 0.731101393699646), ('maternus', 0.7242666482925415), ('coniunx', 0.690846860408783), ('suboles', 0.6769478917121887), ('pater', 0.6596678495407104), ('genitor', 0.63886559009552), ('cognatus', 0.636458158493042), ('auus', 0.6252297163009644)]"
potior,1516,1682,0.8088837,0,"[('malo', 0.7954428791999817), ('honestior', 0.6401538252830505), ('satius', 0.6196133494377136), ('magis', 0.5975236892700195), ('melior', 0.5715855360031128), ('iustior', 0.547668993473053), ('prior', 0.5275397896766663), ('plus', 0.5239803194999695), ('libentior', 0.5039331316947937), ('miserior', 0.4800648093223572)]",1516,1.0,1,"[('magis', 0.7677351236343384), ('malo', 0.6451917290687561), ('plus', 0.6327465772628784), ('melior', 0.6313627362251282), ('peius', 0.6122373938560486), ('grate', 0.5652353763580322), ('iustior', 0.5508375763893127), ('tam', 0.5492788553237915), ('dignior', 0.5489140152931213), ('carior', 0.5258228778839111)]"
potestas,1513,1680,0.71139514,0,"[('dicio', 0.6613562107086182), ('arbitrium', 0.6328094601631165), ('intercessio', 0.5890056490898132), ('possessio', 0.5428476333618164), ('uoluntas', 0.5381371378898621), ('magistratus', 0.5355032086372375), ('suffragium', 0.5323250889778137), ('consensus', 0.5299070477485657), ('condicio', 0.5118414759635925), ('ius', 0.5043250322341919)]",1513,1.0,1,"[('arbitrium', 0.6298619508743286), ('dominatio', 0.589968740940094), ('dicio', 0.5810517072677612), ('potentia', 0.5548150539398193), ('maiestas', 0.5279006361961365), ('principatus', 0.5208524465560913), ('licentia', 0.5194453597068787), ('dominor', 0.5093023777008057), ('adoptio', 0.5057570934295654), ('facultas', 0.5050326585769653)]"
orbis,1512,1673,0.81616163,0,"[('mundus', 0.6852399706840515), ('astrum', 0.5847426652908325), ('sidus', 0.5709033608436584), ('caelum', 0.5682567358016968), ('aether', 0.5677111148834229), ('polus', 0.5586793422698975), ('aequor', 0.5524691939353943), ('stella', 0.5372832417488098), ('axis', 0.5315881967544556), ('Olympus', 0.5250245332717896)]",1512,1.0,1,"[('mundus', 0.6553228497505188), ('polus', 0.6054540276527405), ('astrum', 0.5316953063011169), ('ubique', 0.5289385914802551), ('saeclum', 0.5223205089569092), ('chaos', 0.5196560621261597), ('aeuum', 0.5025715231895447), ('immensus', 0.5008291006088257), ('axis', 0.49859026074409485), ('aether', 0.4956073462963104)]"
sermo,1510,1660,0.6717659,0,"[('oratio', 0.6323300004005432), ('disputatio', 0.6253887414932251), ('audiendus', 0.6015154123306274), ('consuetudo', 0.5730617642402649), ('uerbum', 0.572381854057312), ('auditor', 0.5702409744262695), ('schola', 0.5661845803260803), ('iocus', 0.5591229200363159), ('risus', 0.547693133354187), ('admiratio', 0.5473780632019043)]",1510,1.0,1,"[('uerbum', 0.7691769003868103), ('legens', 0.6195512413978577), ('eloquium', 0.6115379929542542), ('lingua', 0.603610098361969), ('loquor', 0.6031981110572815), ('interpretatio', 0.5909857153892517), ('auditor', 0.5851495265960693), ('doctrina', 0.5665555596351624), ('sonus', 0.5607587099075317), ('responsio', 0.5537943243980408)]"
munus,1496,1658,0.7635656,0,"[('donum', 0.6744750738143921), ('genius', 0.5786048769950867), ('uirginitas', 0.5671588182449341), ('exequia', 0.5600516200065613), ('pignus', 0.5409148931503296), ('hospitium', 0.5280250906944275), ('gnatus', 0.513637363910675), ('coniugium', 0.5019447207450867), ('gratus', 0.5009227991104126), ('honor', 0.5006029605865479)]",1496,1.0,1,"[('donum', 0.7253080010414124), ('obsequium', 0.6545179486274719), ('honor', 0.639735996723175), ('merces', 0.6280540227890015), ('praemium', 0.620641827583313), ('libens', 0.6164510250091553), ('liberalitas', 0.5964052677154541), ('uotus', 0.5878572463989258), ('fauor', 0.5824212431907654), ('gratis', 0.5766053199768066)]"
quicumque,1496,1658,0.68206125,0,"[('quidquid', 0.6421411037445068), ('quisquis', 0.6132484674453735), ('quocumque', 0.5449113845825195), ('quique', 0.5241413116455078), ('quilibet', 0.5064176917076111), ('ubicumque', 0.45425695180892944), ('aeternitas', 0.4382018446922302), ('siquis', 0.4292862117290497), ('cumque', 0.42426344752311707), ('qui', 0.41257646679878235)]",1496,1.0,1,"[('quilibet', 0.7202598452568054), ('quisquis', 0.685566782951355), ('quidquid', 0.6096081137657166), ('uel', 0.5078848004341125), ('seu', 0.48234614729881287), ('aliqui', 0.48194420337677), ('siue', 0.4739432632923126), ('nullus', 0.4736737012863159), ('qui', 0.44826027750968933), ('aliquis', 0.44424304366111755)]"
fugio,1495,1658,0.7041531,0,"[('refugio', 0.6673632860183716), ('fuga', 0.6396074891090393), ('rapio', 0.5775070190429688), ('pauidus', 0.5753832459449768), ('praecipito', 0.5737636089324951), ('effugio', 0.564168393611908), ('euado', 0.5510981678962708), ('abrumpo', 0.5505402684211731), ('latebra', 0.5455788373947144), ('effundo', 0.5391867160797119)]",1495,1.0,1,"[('fugo', 0.6330890655517578), ('euado', 0.6116011738777161), ('abeo', 0.6029865741729736), ('fuga', 0.5950793027877808), ('fugax', 0.5841175317764282), ('terreo', 0.5790530443191528), ('occurro', 0.5771202445030212), ('effugio', 0.5680428743362427), ('paueo', 0.5664201378822327), ('infensus', 0.5663211345672607)]"
lux,1494,1656,0.68260896,0,"[('aurora', 0.7242791056632996), ('nox', 0.6902242302894592), ('Aurora', 0.6869242191314697), ('tenebra', 0.6850778460502625), ('caligo', 0.6698278784751892), ('tenebrae', 0.6286635398864746), ('lumen', 0.6266166567802429), ('luna', 0.5978356599807739), ('polus', 0.5923500061035156), ('sol', 0.5919599533081055)]",1494,1.0,1,"[('tenebra', 0.7527218461036682), ('lumen', 0.7357909679412842), ('tenebrae', 0.6996403336524963), ('iubar', 0.6797009706497192), ('sol', 0.6621847748756409), ('radius', 0.6607832312583923), ('serenus', 0.6561506986618042), ('ortus', 0.6558593511581421), ('inlumino', 0.6379213929176331), ('chaos', 0.6355603933334351)]"
sacer,1489,1649,0.7172179,0,"[('sacerdos', 0.7947201132774353), ('Uesta', 0.7821192145347595), ('sacr', 0.7642177939414978), ('penetralis', 0.7513560056686401), ('rite', 0.7501667141914368), ('delubrum', 0.7440769672393799), ('Diana', 0.7380037307739258), ('sacro', 0.7161846160888672), ('Faunus', 0.7123913764953613), ('ara', 0.7011107802391052)]",1489,1.0,1,"[('sacro', 0.8014032244682312), ('sacrum', 0.7709580659866333), ('sacr', 0.6947036385536194), ('antistes', 0.6632217764854431), ('mysticus', 0.6408954858779907), ('ritus', 0.636677086353302), ('uenerabilis', 0.6363124847412109), ('lito', 0.6169930100440979), ('sacrarium', 0.6158262491226196), ('delubrum', 0.608473002910614)]"
seruo,1480,1647,0.7354507,0,"[('maneo', 0.6251817941665649), ('teneo', 0.5448938012123108), ('aeternus', 0.5352129340171814), ('conseruo', 0.5336068868637085), ('repono', 0.5085309147834778), ('permaneo', 0.5070677995681763), ('adsero', 0.5049207210540771), ('fruor', 0.502819836139679), ('tutor', 0.48826414346694946), ('retineo', 0.4777612090110779)]",1480,1.0,1,"[('conseruo', 0.7456991076469421), ('custodio', 0.6697027683258057), ('retineo', 0.6212437748908997), ('seruandus', 0.6208890676498413), ('maneo', 0.6150217056274414), ('permaneo', 0.5992693901062012), ('concessus', 0.5718075037002563), ('perpetuus', 0.5630180239677429), ('firmo', 0.5591608285903931), ('ministro', 0.5505378246307373)]"
sol,1475,1645,0.79825246,0,"[('luna', 0.8456450700759888), ('Titan', 0.7740287184715271), ('occasus', 0.7687691450119019), ('radius', 0.7315313816070557), ('ortus', 0.7012483477592468), ('brumalis', 0.7008684277534485), ('radia', 0.6943838000297546), ('stella', 0.6872304677963257), ('iubar', 0.6826073527336121), ('tepor', 0.6654325723648071)]",1475,1.0,1,"[('luna', 0.7781406044960022), ('radius', 0.7395040392875671), ('occasus', 0.7103694677352905), ('sidus', 0.7058914303779602), ('radia', 0.6935758590698242), ('lux', 0.6621847748756409), ('ortus', 0.6539913415908813), ('stella', 0.6485294103622437), ('lunaris', 0.6474670767784119), ('iubar', 0.6455408334732056)]"
Iuppiter,1471,1644,0.72899026,0,"[('tono', 0.7688701152801514), ('Iuno', 0.7654647827148438), ('dea', 0.7060468792915344), ('Sospita', 0.6734222769737244), ('Minerua', 0.6587677597999573), ('caelicola', 0.6569181084632874), ('Saturnia', 0.6564348340034485), ('numen', 0.6553919315338135), ('Apollo', 0.6467328071594238), ('diuus', 0.6332997679710388)]",1471,1.0,1,"[('Iuno', 0.8053902983665466), ('Uenus', 0.7840206027030945), ('Mars', 0.7709456086158752), ('Mercurius', 0.7464306354522705), ('Saturnus', 0.7319545745849609), ('Minerua', 0.6876537203788757), ('Saturnum', 0.6706284284591675), ('Uulcanus', 0.6680505871772766), ('Neptunus', 0.6567151546478271), ('Liber', 0.6455284357070923)]"
numquam,1468,1642,0.6845602,0,"[('non', 0.5651951432228088), ('nemo', 0.5504871606826782), ('semper', 0.5058542490005493), ('nolo', 0.49451979994773865), ('nusquam', 0.4730852544307709), ('nullus', 0.4674322009086609), ('utcumque', 0.439483642578125), ('impunis', 0.4376666843891144), ('neque', 0.43165451288223267), ('umquam', 0.42865273356437683)]",1468,1.0,1,"[('nec', 0.6140855550765991), ('non', 0.5985900163650513), ('neque', 0.5618205666542053), ('nemo', 0.5343289375305176), ('solus', 0.5238244533538818), ('nullus', 0.5080992579460144), ('Neque', 0.5041168928146362), ('semper', 0.49891018867492676), ('nequaquam', 0.4933665096759796), ('nusquam', 0.49190056324005127)]"
cor,1463,1632,0.56784844,0,"[('pectus', 0.6958639621734619), ('pallor', 0.6285280585289001), ('cassus', 0.6136250495910645), ('suspirium', 0.6122843027114868), ('mens', 0.6029301285743713), ('horror', 0.6017019152641296), ('stimulus', 0.5911279916763306), ('uecors', 0.5886074304580688), ('fletus', 0.5839473605155945), ('anxio', 0.5809091925621033)]",1463,1.0,1,"[('mens', 0.7395323514938354), ('pectus', 0.6640875935554504), ('sensus', 0.6268821954727173), ('cogitatio', 0.6149606704711914), ('sincerus', 0.5635740756988525), ('tacitus', 0.5581391453742981), ('auris', 0.5425925254821777), ('simplicitas', 0.5255345106124878), ('praecordia', 0.5106624364852905), ('nequitia', 0.5022385120391846)]"
mundus,1452,1629,0.7499647,0,"[('astrum', 0.7084853649139404), ('caelum', 0.7059929966926575), ('sidus', 0.6928919553756714), ('orbis', 0.6852401494979858), ('stella', 0.6156463623046875), ('aeternus', 0.6156339049339294), ('polus', 0.6040754914283752), ('aether', 0.5974657535552979), ('caelestis', 0.5739596486091614), ('cardo', 0.5723150372505188)]",1452,1.0,1,"[('orbis', 0.655322790145874), ('elementum', 0.645344614982605), ('mortalis', 0.6275899410247803), ('polus', 0.6013895869255066), ('terrenus', 0.594951868057251), ('saeculum', 0.5843604803085327), ('supernus', 0.5708298087120056), ('chaos', 0.5687411427497864), ('immortalis', 0.5585363507270813), ('saeclum', 0.5556150674819946)]"
numerus,1446,1622,0.7447093,0,"[('centuria', 0.5468071699142456), ('centenarius', 0.5289807915687561), ('quinque', 0.5268614888191223), ('octo', 0.5066335797309875), ('totidem', 0.5056374669075012), ('quantitas', 0.5049670934677124), ('numero', 0.5041109919548035), ('octingenti', 0.49777260422706604), ('quattuor', 0.4968152344226837), ('mensura', 0.49528127908706665)]",1446,1.0,1,"[('tres', 0.5987594127655029), ('numero', 0.5872105956077576), ('singularis', 0.5774221420288086), ('quattuor', 0.5765276551246643), ('mensura', 0.5761117935180664), ('computo', 0.5659441351890564), ('binus', 0.5601518154144287), ('terni', 0.5458816289901733), ('impar', 0.5447479486465454), ('sex', 0.5431909561157227)]"
maximus,1445,1614,0.6674192,0,"[('magnus', 0.7201873064041138), ('praecipuus', 0.5712026357650757), ('tantus', 0.5628003478050232), ('pulcherrimus', 0.535290002822876), ('maior', 0.5340394377708435), ('summus', 0.517311155796051), ('Magnus', 0.5140767097473145), ('quantus', 0.5118589401245117), ('praestantissimus', 0.5053027272224426), ('singularis', 0.4907471835613251)]",1445,1.0,1,"[('magnus', 0.6966418027877808), ('felicitas', 0.5016767382621765), ('mediocris', 0.5003764629364014), ('maior', 0.4820747971534729), ('oportunus', 0.4779825508594513), ('amplitudo', 0.4760527014732361), ('inmensus', 0.4741889536380768), ('summus', 0.47113436460494995), ('processus', 0.4662555456161499), ('augeo', 0.45487940311431885)]"
appello,1439,1613,0.7798605,0,"[('nomino', 0.7709223031997681), ('uoco', 0.6927260756492615), ('appellatio', 0.556157112121582), ('uocabulum', 0.5158315300941467), ('interpretor', 0.5145717859268188), ('adscribo', 0.49974820017814636), ('inscribo', 0.49815747141838074), ('Graeci', 0.4941416382789612), ('inuentor', 0.49144694209098816), ('adscisco', 0.48961296677589417)]",1439,1.0,1,"[('nomino', 0.7985895872116089), ('nuncupo', 0.7269116640090942), ('cognomino', 0.6823998689651489), ('Graeci', 0.6694587469100952), ('uoco', 0.6594168543815613), ('uocabulum', 0.6183313131332397), ('uocito', 0.6171956658363342), ('Graecus', 0.5873854160308838), ('indo', 0.5747870206832886), ('latine', 0.5595686435699463)]"
certus,1439,1596,0.8367256,0,"[('incertus', 0.5976629257202148), ('diuinatio', 0.4875405430793762), ('argumentum', 0.4578823149204254), ('ambiguus', 0.4553605318069458), ('obseruatio', 0.4530694782733917), ('definio', 0.4475844204425812), ('aeternitas', 0.4474102258682251), ('futurus', 0.44640159606933594), ('manifestus', 0.439717173576355), ('inmutabilis', 0.43818649649620056)]",1439,1.0,1,"[('incertus', 0.5615334510803223), ('praescribo', 0.516023576259613), ('praestituo', 0.5158077478408813), ('futurus', 0.5058951377868652), ('praefinio', 0.5044235587120056), ('manifestus', 0.47178778052330017), ('praesens', 0.46941542625427246), ('statuo', 0.46018674969673157), ('concessus', 0.449693500995636), ('certissimus', 0.4354488253593445)]"
uetus,1435,1589,0.62167805,0,"[('antiquus', 0.67621248960495), ('maius', 0.6176766753196716), ('priscus', 0.6143374443054199), ('institutum', 0.5684359073638916), ('antiquitas', 0.5644924640655518), ('nouus', 0.5250502824783325), ('exolesco', 0.5219751000404358), ('uetustas', 0.5188228487968445), ('uetustus', 0.5118634104728699), ('Lycurgus', 0.5054203271865845)]",1435,1.0,1,"[('antiquus', 0.7491959929466248), ('uetustas', 0.6163730025291443), ('antiquo', 0.6016151309013367), ('priscus', 0.5632780194282532), ('maius', 0.5367812514305115), ('uetustus', 0.5325525999069214), ('antiquitas', 0.5149343013763428), ('memoria', 0.4974735677242279), ('Graeci', 0.4810052812099457), ('uetustior', 0.48030638694763184)]"
maneo,1430,1589,0.7546968,0,"[('seruo', 0.6251817941665649), ('aeternus', 0.6188414096832275), ('permaneo', 0.5983889102935791), ('remaneo', 0.5234331488609314), ('perpetuus', 0.5097898244857788), ('duro', 0.4955824315547943), ('condo', 0.4818304479122162), ('aeterno', 0.4695608913898468), ('teneo', 0.46713075041770935), ('uaco', 0.46227017045021057)]",1430,1.0,1,"[('permaneo', 0.6879170536994934), ('seruo', 0.6150217056274414), ('uiuo', 0.5627796053886414), ('duro', 0.5578243732452393), ('retineo', 0.5462827086448669), ('perseuero', 0.5412585735321045), ('perpetuus', 0.5047422051429749), ('dego', 0.49773234128952026), ('uigeo', 0.49499189853668213), ('aeternus', 0.4824683368206024)]"
eques,1426,1588,0.58418,0,"[('equitatus', 0.7277384996414185), ('cohors', 0.6325984597206116), ('auxiliaris', 0.626726508140564), ('armatura', 0.6196986436843872), ('Numida', 0.5860092043876648), ('Cretenses', 0.5795189142227173), ('Lusitanus', 0.5427712798118591), ('elephantus', 0.541878342628479), ('legionarius', 0.5396177768707275), ('funditor', 0.5388281941413879)]",1426,1.0,1,"[('pedes', 0.9278204441070557), ('cohors', 0.8424782156944275), ('legio', 0.8203321099281311), ('pedester', 0.7688583135604858), ('equitatus', 0.760068953037262), ('turma', 0.7568396329879761), ('cataphractus', 0.7455397248268127), ('armatura', 0.7221827507019043), ('bellator', 0.7199721932411194), ('sagittarius', 0.7053539156913757)]"
respondeo,1424,1583,0.6655296,0,"[('interrogo', 0.6711668968200684), ('renuntio', 0.6306742429733276), ('adfirmans', 0.6182169318199158), ('adfirmo', 0.6102060675621033), ('dico', 0.6093860864639282), ('adsentior', 0.5872900485992432), ('profiteor', 0.5867061018943787), ('pronuntio', 0.5708301663398743), ('affirmo', 0.5697408318519592), ('confiteor', 0.5589104890823364)]",1424,1.0,1,"[('interrogo', 0.7463874220848083), ('aio', 0.6409560441970825), ('dico', 0.6194138526916504), ('inquam', 0.5676162838935852), ('contradico', 0.5627768039703369), ('quare', 0.5380166172981262), ('percontor', 0.5376874208450317), ('requiro', 0.5330636501312256), ('sciscitor', 0.5291440486907959), ('uado', 0.5222578644752502)]"
nego,1414,1580,0.6892266,0,"[('confiteor', 0.5840140581130981), ('fateor', 0.576956570148468), ('recuso', 0.5675986409187317), ('profiteor', 0.5652457475662231), ('promitto', 0.5529444813728333), ('adfirmo', 0.5516865253448486), ('abnuo', 0.5299135446548462), ('peiero', 0.5225610136985779), ('inuitus', 0.5173383355140686), ('denego', 0.5122664570808411)]",1414,1.0,1,"[('fateor', 0.6238349080085754), ('recuso', 0.6068469882011414), ('confiteor', 0.5894370675086975), ('ambigo', 0.5691761374473572), ('credo', 0.5691030621528625), ('paeniteo', 0.5410282611846924), ('dubito', 0.5366383194923401), ('ignosco', 0.5350125432014465), ('praesumo', 0.534625232219696), ('agnosco', 0.5279566049575806)]"
occido,1410,1577,0.7725762,0,"[('interficio', 0.7425176501274109), ('neco', 0.595879316329956), ('interimo', 0.5873833298683167), ('interfector', 0.5861387252807617), ('crudelissimus', 0.5646010041236877), ('interemo', 0.55837482213974), ('trucido', 0.5460506677627563), ('parricida', 0.5430068373680115), ('interempio', 0.5423935651779175), ('insidiator', 0.5412170886993408)]",1410,1.0,1,"[('interficio', 0.7229297161102295), ('interimo', 0.5987458825111389), ('intereo', 0.5971869230270386), ('iugulo', 0.558821439743042), ('persequor', 0.5395005345344543), ('percutio', 0.5340517163276672), ('perimo', 0.5287007093429565), ('morior', 0.5127595663070679), ('indemnatus', 0.4914814531803131), ('nex', 0.48725372552871704)]"
Roma,1406,1563,0.6433142,0,"[('Capua', 0.647718071937561), ('Rhodos', 0.559440016746521), ('legatio', 0.5408648252487183), ('Syracusae', 0.5332733988761902), ('Carthago', 0.5111140012741089), ('nuntio', 0.5095661878585815), ('Hernicus', 0.5047252774238586), ('Ueii', 0.5022770762443542), ('Tarentum', 0.4977988004684448), ('nuntius', 0.4976496994495392)]",1406,1.0,1,"[('Carthago', 0.7421709299087524), ('nuper', 0.7201051115989685), ('consul', 0.7170483469963074), ('Athenae', 0.6839762926101685), ('Latius', 0.6751604080200195), ('nobilissimus', 0.6616966724395752), ('Latium', 0.6615374684333801), ('Pompeius', 0.6600075364112854), ('Augustus', 0.6578720808029175), ('Thebae', 0.652633547782898)]"
spiritus,1406,1559,0.5069746,0,"[('neruus', 0.6899246573448181), ('tumor', 0.6890779733657837), ('artus', 0.6672884225845337), ('torpor', 0.651411771774292), ('membrum', 0.6464380621910095), ('praecordia', 0.6457428336143494), ('aluus', 0.6320734024047852), ('febris', 0.6233229041099548), ('stomachus', 0.6205063462257385), ('sudor', 0.6173161268234253)]",1406,1.0,1,"[('anima', 0.520075261592865), ('caro', 0.5033740401268005), ('spiramen', 0.4864954650402069), ('unitas', 0.4583764672279358), ('semetipse', 0.45102962851524353), ('immundus', 0.4474303424358368), ('coelus', 0.4456247389316559), ('aequalitas', 0.437900185585022), ('flatus', 0.4310668110847473), ('substantia', 0.4294094443321228)]"
uxor,1401,1557,0.76482713,0,"[('filia', 0.8001294136047363), ('matrimonium', 0.7906469702720642), ('nuptia', 0.7623412013053894), ('nubo', 0.7183918356895447), ('socrus', 0.7147364616394043), ('filius', 0.680379331111908), ('ancilla', 0.6780998110771179), ('maritus', 0.661267876625061), ('sponsus', 0.6606087684631348), ('despondeo', 0.6538156867027283)]",1401,1.0,1,"[('filia', 0.8017334342002869), ('matrimonium', 0.7215388417243958), ('nurus', 0.7117534875869751), ('maritus', 0.6925973296165466), ('coniunx', 0.6898837685585022), ('coniugium', 0.6889334321022034), ('soror', 0.6772662997245789), ('nouerca', 0.6751977205276489), ('nupta', 0.6655761003494263), ('concubina', 0.6649642586708069)]"
usus,1400,1548,0.7135747,0,"[('instrumentum', 0.5979628562927246), ('scientia', 0.5873719453811646), ('indigeo', 0.5814602971076965), ('necessarius', 0.5641610622406006), ('facultas', 0.5611782670021057), ('doctrina', 0.5604320168495178), ('adiumentum', 0.5458346605300903), ('elaboro', 0.5342585444450378), ('experimentum', 0.5301494002342224), ('idoneus', 0.5192367434501648)]",1400,1.0,1,"[('necessarius', 0.5437894463539124), ('translatio', 0.5239952206611633), ('proprietas', 0.49989888072013855), ('utilis', 0.49552202224731445), ('utor', 0.47542402148246765), ('commodus', 0.473126620054245), ('uarietas', 0.46694132685661316), ('imperfectus', 0.4637962281703949), ('sapor', 0.45793014764785767), ('utiliter', 0.4556465744972229)]"
gloria,1394,1531,0.7281243,0,"[('laus', 0.7793280482292175), ('decus', 0.6890147924423218), ('uirtus', 0.6496267318725586), ('adipiscor', 0.6404377818107605), ('nobilitas', 0.6334524750709534), ('uictoria', 0.617557168006897), ('potentia', 0.6071705222129822), ('triumphus', 0.6043367981910706), ('egregius', 0.5899702906608582), ('honor', 0.578015923500061)]",1394,1.0,1,"[('potentia', 0.6551930904388428), ('uirtus', 0.6458515524864197), ('honor', 0.6291911005973816), ('claritas', 0.6152999997138977), ('gloriosus', 0.6146418452262878), ('laus', 0.6137967109680176), ('fortitudo', 0.605344831943512), ('bonitas', 0.5928428173065186), ('magnifico', 0.5749427676200867), ('praeconius', 0.5700864791870117)]"
