Word,Frequency_t_reference-last,Frequency_t0,"Cosine_similarity(w_t_reference-last,w_t0)",interval-0,neighbours_t0,Frequency_t1,"Cosine_similarity(w_t_reference-last,w_t1)",interval-1,neighbours_t1
ad,27132,27247,0.7532314,0,"[('in', 0.4528542757034302), ('huc', 0.37902459502220154), ('maturo', 0.3695591688156128), ('tradendus', 0.3607403635978699), ('excludo', 0.3542996942996979), ('prope', 0.353304922580719), ('adcelero', 0.3498286008834839), ('circumscribo', 0.3358968496322632), ('occupo', 0.33555570244789124), ('Ad', 0.33261266350746155)]",27132,1.0,1,"[('adiutus', 0.420640766620636), ('quonam', 0.39744141697883606), ('in', 0.39359933137893677), ('prope', 0.38269785046577454), ('huc', 0.3798265755176544), ('permitto', 0.3615797162055969), ('denuo', 0.3573249876499176), ('uelociter', 0.35170674324035645), ('gradus', 0.34669747948646545), ('iuxta', 0.34292134642601013)]"
ab,26508,24151,0.7127518,0,"[('a', 0.4625145494937897), ('inde', 0.3590078055858612), ('oppugno', 0.349422425031662), ('munitissimus', 0.3290770649909973), ('frequentissimus', 0.32599112391471863), ('longe', 0.3254041373729706), ('Messana', 0.32418909668922424), ('absum', 0.3204195499420166), ('expugno', 0.31174468994140625), ('recipiendus', 0.30942344665527344)]",26508,1.0,1,"[('a', 0.5014660358428955), ('quodsi', 0.3726840019226074), ('initium', 0.37187817692756653), ('aliquando', 0.3599247336387634), ('persequor', 0.3557990491390228), ('unde', 0.3439688980579376), ('separo', 0.34342148900032043), ('concedo', 0.3419516980648041), ('derelinquo', 0.3418448269367218), ('longe', 0.33659130334854126)]"
ille,20084,23305,0.6385199,0,"[('hic', 0.5459903478622437), ('iste', 0.5360873937606812), ('indignus', 0.4417628049850464), ('Epicurus', 0.42162036895751953), ('ipse', 0.4148663878440857), ('optabilis', 0.41344863176345825), ('contemno', 0.4065527617931366), ('exopto', 0.40545138716697693), ('stultitia', 0.40198278427124023), ('libenter', 0.4013068974018097)]",20084,1.0,1,"[('iste', 0.556329071521759), ('hic', 0.45095425844192505), ('ipse', 0.44719046354293823), ('is', 0.4429008662700653), ('infidelis', 0.4271852672100067), ('humilitas', 0.42298054695129395), ('ego', 0.38945281505584717), ('operor', 0.382183700799942), ('caecitas', 0.3804229199886322), ('mulier', 0.37375903129577637)]"
si,19001,23137,0.7361394,0,"[('quando', 0.5547437071800232), ('sin', 0.5507962107658386), ('quodsi', 0.5253703594207764), ('nisi', 0.5061990022659302), ('etiamsi', 0.5016281008720398), ('certe', 0.45075783133506775), ('recte', 0.45066240429878235), ('utcumque', 0.45010051131248474), ('fideliter', 0.43974658846855164), ('incommodum', 0.4394329786300659)]",19001,1.0,1,"[('etiamsi', 0.587956428527832), ('nisi', 0.5267565250396729), ('stipulor', 0.4697943925857544), ('ne', 0.46869200468063354), ('prosum', 0.46772485971450806), ('uel', 0.4561128616333008), ('quodsi', 0.4531032145023346), ('quominus', 0.4485566318035126), ('praesumo', 0.433428555727005), ('liceo', 0.43121522665023804)]"
tu,18994,22372,0.7378748,0,"[('ego', 0.7712227702140808), ('tuus', 0.7274121046066284), ('misereor', 0.5799866914749146), ('pudet', 0.5701225996017456), ('amica', 0.5609927177429199), ('caussa', 0.5567023158073425), ('istic', 0.5439134240150452), ('meus', 0.5430217385292053), ('exoro', 0.542453408241272), ('Catullus', 0.5257871150970459)]",18994,1.0,1,"[('tuus', 0.788270115852356), ('ego', 0.6617141366004944), ('quaeso', 0.5446600914001465), ('da', 0.5153170228004456), ('meus', 0.5074326992034912), ('misereor', 0.49853888154029846), ('precor', 0.49385160207748413), ('grates', 0.433758407831192), ('temet', 0.43048790097236633), ('parce', 0.4298226535320282)]"
ego,18983,21793,0.8044726,0,"[('tu', 0.7712228894233704), ('meus', 0.6619789600372314), ('equidem', 0.6614907383918762), ('egomet', 0.6141045093536377), ('istic', 0.5925154685974121), ('erus', 0.5872687101364136), ('caussa', 0.5795998573303223), ('pol', 0.5687717199325562), ('quaeso', 0.5655498504638672), ('uos', 0.5555059313774109)]",18983,1.0,1,"[('meus', 0.7206776738166809), ('tu', 0.6617141366004944), ('quaeso', 0.6040285229682922), ('uos', 0.5325348973274231), ('misereo', 0.48248475790023804), ('hodie', 0.4701121747493744), ('nolo', 0.4577147364616394), ('monitor', 0.4529569745063782), ('co', 0.4394892752170563), ('filum', 0.43841618299484253)]"
omnis,18515,21675,0.80643016,0,"[('cunctus', 0.5959268808364868), ('ceterus', 0.5835543274879456), ('totus', 0.5340293049812317), ('reliquus', 0.4773302376270294), ('humanus', 0.45245712995529175), ('uniuersus', 0.44071510434150696), ('consentio', 0.43838682770729065), ('optimas', 0.41025251150131226), ('undique', 0.40612590312957764), ('innumerabilis', 0.3979685604572296)]",18515,1.0,1,"[('uniuersus', 0.7515950798988342), ('cunctus', 0.7060927748680115), ('ceterus', 0.4794711470603943), ('ubique', 0.4606776833534241), ('perfectus', 0.43455785512924194), ('totus', 0.42717254161834717), ('uniuersitas', 0.40779486298561096), ('diuersus', 0.3865438997745514), ('consisto', 0.38567399978637695), ('reliquus', 0.3818138539791107)]"
neque,18341,21479,0.81495,0,"[('nec', 0.6784045100212097), ('Neque', 0.6245543360710144), ('quisquam', 0.5822575092315674), ('umquam', 0.5812644362449646), ('non', 0.5757856369018555), ('ullus', 0.5468870997428894), ('usquam', 0.4699003994464874), ('haut', 0.43711116909980774), ('numquam', 0.4316544830799103), ('nusquam', 0.41807636618614197)]",18341,1.0,1,"[('quisquam', 0.6904983520507812), ('non', 0.6823662519454956), ('nec', 0.6451293230056763), ('numquam', 0.5618204474449158), ('ullus', 0.5579727292060852), ('Neque', 0.5572548508644104), ('usquam', 0.5314838290214539), ('umquam', 0.49684327840805054), ('parum', 0.49373045563697815), ('nemo', 0.47632697224617004)]"
sed,16963,19065,0.7174384,0,"[('ceterum', 0.48796239495277405), ('quamquam', 0.4876861572265625), ('uerum', 0.48698413372039795), ('nam', 0.458922803401947), ('Atque', 0.43740013241767883), ('etsi', 0.4357411563396454), ('uerus', 0.4323977828025818), ('itaque', 0.42752376198768616), ('mediocris', 0.41781526803970337), ('tolerabilis', 0.40469422936439514)]",16963,1.0,1,"[('uerus', 0.4532935917377472), ('idcirco', 0.45114538073539734), ('uero', 0.4403916597366333), ('autem', 0.43892011046409607), ('tamen', 0.4202744960784912), ('mediocris', 0.39958763122558594), ('nisi', 0.39945805072784424), ('ambigo', 0.398372083902359), ('ualeo', 0.39172807335853577), ('nam', 0.38954654335975647)]"
dico,16623,18584,0.7535524,0,"[('disputo', 0.6873201131820679), ('loquor', 0.6603182554244995), ('adsentior', 0.6193966865539551), ('respondeo', 0.609386146068573), ('dissero', 0.6059492230415344), ('confiteor', 0.5929097533226013), ('reprehendo', 0.5702743530273438), ('existimo', 0.5560362935066223), ('disertus', 0.5521746277809143), ('eloquor', 0.5479952096939087)]",16623,1.0,1,"[('aio', 0.7947421669960022), ('loquor', 0.6326563358306885), ('respondeo', 0.6194137930870056), ('inquam', 0.6175253391265869), ('pronuntio', 0.5747073888778687), ('interrogo', 0.5522974729537964), ('dicendus', 0.5404190421104431), ('dictum', 0.5338618755340576), ('ostendo', 0.5202239751815796), ('significo', 0.5137510299682617)]"
atque,16059,18068,0.6578264,0,"[('et', 0.7131067514419556), ('que', 0.6022583842277527), ('dein', 0.4323188364505768), ('ut', 0.4272462725639343), ('pristinus', 0.42372918128967285), ('abundantia', 0.42021051049232483), ('uelut', 0.4196355640888214), ('nonnes', 0.412873774766922), ('proiectus', 0.4097054898738861), ('mox', 0.4074198305606842)]",16059,1.0,1,"[('Atque', 0.5819711685180664), ('que', 0.5286880135536194), ('tamquam', 0.4418478012084961), ('et', 0.37541690468788147), ('subleuo', 0.3599718511104584), ('tum', 0.3581545352935791), ('uelut', 0.3503729999065399), ('artificium', 0.3497571647167206), ('ut', 0.34872859716415405), ('suapte', 0.346140593290329)]"
suus,14717,18004,0.7391104,0,"[('sui', 0.5106933116912842), ('pristinus', 0.43148723244667053), ('ipse', 0.39569535851478577), ('retineo', 0.3879077434539795), ('optimus', 0.3749750554561615), ('simul', 0.3743189871311188), ('defectus', 0.3693917393684387), ('communis', 0.35812801122665405), ('paternus', 0.35315799713134766), ('successio', 0.35239970684051514)]",14717,1.0,1,"[('proprius', 0.6744332909584045), ('is', 0.5462520718574524), ('unusquisque', 0.5100565552711487), ('sui', 0.4706825613975525), ('alienus', 0.4572223126888275), ('defunco', 0.44173169136047363), ('paternus', 0.43692266941070557), ('ipse', 0.4312855005264282), ('propinquus', 0.41041651368141174), ('pristinus', 0.4102388322353363)]"
facio,14443,16579,0.7723621,0,"[('fio', 0.745981752872467), ('factum', 0.5072664618492126), ('pecco', 0.47908321022987366), ('euenio', 0.4596734046936035), ('reprehendo', 0.45664966106414795), ('accido', 0.45331498980522156), ('efficio', 0.43216773867607117), ('imputo', 0.4279620349407196), ('sum', 0.42715296149253845), ('consequor', 0.4187857210636139)]",14443,1.0,1,"[('fio', 0.6322001218795776), ('constituo', 0.5559431910514832), ('operor', 0.5518153309822083), ('perficio', 0.5463833212852478), ('sum', 0.5288330316543579), ('consequor', 0.4817351996898651), ('efficio', 0.4675470292568207), ('inuineo', 0.45931950211524963), ('ostendo', 0.4570764899253845), ('manifesto', 0.44014325737953186)]"
sui,14208,16540,0.76513827,0,"[('suus', 0.5106933116912842), ('ultro', 0.4301977753639221), ('semet', 0.4041886031627655), ('occasio', 0.4008253812789917), ('is', 0.3941158652305603), ('perseuero', 0.37330612540245056), ('mutuus', 0.368757039308548), ('simulatio', 0.36807379126548767), ('aduersarius', 0.344747394323349), ('conloquium', 0.3402688801288605)]",14208,1.0,1,"[('semet', 0.6031561493873596), ('suus', 0.4706825017929077), ('societas', 0.45675554871559143), ('cupio', 0.4080863296985626), ('amicitia', 0.3879174292087555), ('discordo', 0.38005393743515015), ('ultro', 0.3632146120071411), ('socius', 0.3613722324371338), ('inuicem', 0.3612916171550751), ('sibimet', 0.35944196581840515)]"
de,13901,16377,0.6520199,0,"[('deque', 0.5546295642852783), ('discepto', 0.47739994525909424), ('dissero', 0.4617472290992737), ('accurate', 0.4240792989730835), ('disputo', 0.4185864329338074), ('disceptator', 0.41441455483436584), ('consulo', 0.41072604060173035), ('congruentia', 0.4020750820636749), ('comprobo', 0.3895449936389923), ('derogo', 0.38821113109588623)]",13901,1.0,1,"[('ex', 0.4287727475166321), ('Scribo', 0.3497750461101532), ('adquisitio', 0.3348042368888855), ('in', 0.3290795087814331), ('secundum', 0.328777015209198), ('recognosco', 0.327951580286026), ('praeiudico', 0.326176255941391), ('adnuntio', 0.3246344029903412), ('suggero', 0.32182276248931885), ('communico', 0.32040515542030334)]"
ex,13766,16239,0.73316306,0,"[('attribuo', 0.4321627914905548), ('distribuo', 0.42578670382499695), ('in', 0.40720272064208984), ('unde', 0.3955691456794739), ('praeterea', 0.39437687397003174), ('complures', 0.39319902658462524), ('deminuo', 0.3930845260620117), ('innumerabilis', 0.38573718070983887), ('e', 0.381239652633667), ('ee', 0.37662792205810547)]",13766,1.0,1,"[('adquiro', 0.47132208943367004), ('existens', 0.456803560256958), ('de', 0.4287727177143097), ('adquisitio', 0.42343541979789734), ('specialiter', 0.41767361760139465), ('contractus', 0.41451066732406616), ('antecedo', 0.41385984420776367), ('electio', 0.4039439260959625), ('deminuo', 0.4033508598804474), ('materia', 0.3949083387851715)]"
ipse,13339,16147,0.69263613,0,"[('ille', 0.4148663282394409), ('eiusmodi', 0.40032070875167847), ('suus', 0.3956952691078186), ('iniquitas', 0.37309902906417847), ('is', 0.36470934748649597), ('ceterus', 0.3517075479030609), ('plerusque', 0.3440041244029999), ('beneuolentia', 0.34367063641548157), ('aliquis', 0.3379668593406677), ('recipio', 0.33753502368927)]",13339,1.0,1,"[('ille', 0.44719043374061584), ('is', 0.44712430238723755), ('suus', 0.4312855899333954), ('manifesto', 0.42313212156295776), ('unusquisque', 0.3991210460662842), ('ostendo', 0.39458224177360535), ('sacramentum', 0.3799617886543274), ('proprius', 0.37914133071899414), ('praesens', 0.37443700432777405), ('uerus', 0.3705771863460541)]"
possum,13086,15803,0.8173253,0,"[('queo', 0.583827555179596), ('uolo', 0.5232809782028198), ('debeo', 0.5157822966575623), ('facile', 0.5131798386573792), ('tolerabilis', 0.48379507660865784), ('nequeo', 0.47772249579429626), ('omnino', 0.4737820029258728), ('potis', 0.448500394821167), ('oportet', 0.44720640778541565), ('ullus', 0.4425269663333893)]",13086,1.0,1,"[('queo', 0.6407268047332764), ('ualeo', 0.6201797723770142), ('debeo', 0.6157484650611877), ('uolo', 0.5421406626701355), ('oportet', 0.531383216381073), ('liceo', 0.5155055522918701), ('ambigo', 0.49833887815475464), ('difficile', 0.4796578586101532), ('recte', 0.4669340252876282), ('intellego', 0.4665614366531372)]"
res,11945,15477,0.69435436,0,"[('priuatim', 0.6642032861709595), ('negotium', 0.6272183656692505), ('priuo', 0.5597944259643555), ('administratio', 0.5471976399421692), ('administrandus', 0.5099493861198425), ('consilium', 0.5038205981254578), ('actio', 0.49793174862861633), ('utilitas', 0.497845858335495), ('prouidentia', 0.4550410509109497), ('respublica', 0.43752342462539673)]",11945,1.0,1,"[('negotium', 0.6333041191101074), ('utilitas', 0.5887110829353333), ('utilis', 0.4737568199634552), ('ratio', 0.4561469554901123), ('actio', 0.4474162757396698), ('priuatim', 0.44620782136917114), ('securitas', 0.4405767023563385), ('cognitio', 0.4343693256378174), ('restitutio', 0.43252742290496826), ('idoneus', 0.4206838011741638)]"
quis,11890,14239,0.78093827,0,"[('quando', 0.5137704014778137), ('num', 0.5051282644271851), ('stulte', 0.47496846318244934), ('cur', 0.4691057801246643), ('quisnam', 0.46674618124961853), ('quare', 0.45796310901641846), ('ecquis', 0.4370765686035156), ('ignoro', 0.4353516101837158), ('numquid', 0.42576783895492554), ('necne', 0.42258238792419434)]",11890,1.0,1,"[('quisnam', 0.5295504331588745), ('forte', 0.49291151762008667), ('ecquis', 0.4914635419845581), ('fortasse', 0.467111736536026), ('nescio', 0.4663750231266022), ('forsitan', 0.46243739128112793), ('aliquis', 0.4542658030986786), ('plane', 0.419485479593277), ('num', 0.41702038049697876), ('recte', 0.4052886366844177)]"
aut,11780,14028,0.7281636,0,"[('aliqui', 0.4736661911010742), ('aliquis', 0.4647854268550873), ('quispiam', 0.4606471657752991), ('num', 0.442049115896225), ('si', 0.41212695837020874), ('inrisio', 0.409677654504776), ('prout', 0.4046255052089691), ('detractio', 0.4037550389766693), ('inutilis', 0.3795764446258545), ('omnino', 0.3787941038608551)]",11780,1.0,1,"[('certe', 0.7114385962486267), ('numquid', 0.5685602426528931), ('ueluti', 0.4478948712348938), ('uel', 0.440743088722229), ('aliquis', 0.4360576272010803), ('cuiue', 0.41544705629348755), ('humilior', 0.3905060589313507), ('uitiosus', 0.38619115948677063), ('quilibet', 0.3860321044921875), ('honestior', 0.3714412748813629)]"
per,11284,12740,0.7624411,0,"[('pererro', 0.4360586702823639), ('passum', 0.4284270405769348), ('dilapdo', 0.4104730784893036), ('uagus', 0.4062168300151825), ('passim', 0.3969569206237793), ('compleo', 0.39643508195877075), ('circum', 0.3922005593776703), ('dissipo', 0.3886650800704956), ('circa', 0.3842317759990692), ('uagor', 0.37931397557258606)]",11284,1.0,1,"[('qua', 0.38539403676986694), ('pateo', 0.3831721544265747), ('decurro', 0.3749593496322632), ('spatium', 0.3724897503852844), ('circumeo', 0.3692450523376465), ('trames', 0.3681672215461731), ('ubique', 0.36099082231521606), ('discurro', 0.3563477694988251), ('singulus', 0.3563205897808075), ('intercludo', 0.3465052545070648)]"
uideo,9662,12018,0.71405756,0,"[('puto', 0.5476253032684326), ('intueor', 0.5462567806243896), ('cerno', 0.544083297252655), ('ostendo', 0.5253795981407166), ('appareo', 0.5036367774009705), ('accido', 0.4913156032562256), ('intellego', 0.47762399911880493), ('arbitror', 0.4714771807193756), ('aspicio', 0.4679097533226013), ('admiror', 0.45787379145622253)]",9662,1.0,1,"[('cerno', 0.5470492243766785), ('conspicio', 0.5414189100265503), ('appareo', 0.5103596448898315), ('puto', 0.5084692239761353), ('intueor', 0.5036911368370056), ('ostendo', 0.4973370432853699), ('perspicio', 0.49675095081329346), ('considero', 0.48573485016822815), ('indico', 0.47344306111335754), ('uisus', 0.46726828813552856)]"
quam,9659,10918,0.78642935,0,"[('quanto', 0.6051674485206604), ('quo', 0.5923579931259155), ('multo', 0.5791220664978027), ('nihilum', 0.4987209439277649), ('aliquanto', 0.4673869013786316), ('Quominus', 0.43850773572921753), ('sin', 0.4225025177001953), ('paulus', 0.38843753933906555), ('quippe', 0.38090357184410095), ('inuidiosus', 0.3709050416946411)]",9659,1.0,1,"[('multo', 0.5497968196868896), ('quanto', 0.5487569570541382), ('Quominus', 0.4149852991104126), ('qui', 0.36446303129196167), ('quin', 0.35062724351882935), ('paulus', 0.3376803696155548), ('quo', 0.33087801933288574), ('ualesco', 0.3305823504924774), ('dedignor', 0.3291212320327759), ('immo', 0.3235209882259369)]"
habeo,9459,10639,0.7073842,0,"[('sum', 0.5804774761199951), ('habendus', 0.5317633152008057), ('adquiro', 0.5102249979972839), ('comparo', 0.5065739750862122), ('adfero', 0.4965015649795532), ('consto', 0.4841601848602295), ('aestimo', 0.46497642993927), ('metior', 0.45359939336776733), ('enumero', 0.4519542157649994), ('egeo', 0.4497717320919037)]",9459,1.0,1,"[('sum', 0.5964768528938293), ('accipio', 0.5119925141334534), ('teneo', 0.4933925271034241), ('contineo', 0.4867185354232788), ('retineo', 0.4799218475818634), ('obtineo', 0.47927120327949524), ('indigeo', 0.47822442650794983), ('tribuo', 0.47449713945388794), ('permaneo', 0.4676175117492676), ('utor', 0.4615032970905304)]"
do,9394,9934,0.68419397,0,"[('datum', 0.6597326397895813), ('Do', 0.6045807600021362), ('nauo', 0.5528101921081543), ('posco', 0.5523067712783813), ('promitto', 0.5493138432502747), ('da', 0.5199647545814514), ('dono', 0.5136890411376953), ('reposco', 0.5084474682807922), ('commodo', 0.5041631460189819), ('persoluo', 0.4911288619041443)]",9394,1.0,1,"[('datum', 0.6666640043258667), ('dono', 0.6628134250640869), ('tribuo', 0.6402626633644104), ('accipio', 0.6109609007835388), ('promitto', 0.5897145867347717), ('confero', 0.5796595215797424), ('praesto', 0.5677603483200073), ('spondeo', 0.5494027733802795), ('reddo', 0.5337854623794556), ('peto', 0.522919237613678)]"
enim,9369,9865,0.75699323,0,"[('itaque', 0.5948748588562012), ('autem', 0.5814922451972961), ('nam', 0.5543574690818787), ('igitur', 0.5359510779380798), ('uero', 0.522453784942627), ('ergo', 0.5192440152168274), ('alioqui', 0.5064225196838379), ('etenim', 0.4953499436378479), ('omnino', 0.4855225086212158), ('Neque', 0.46445056796073914)]",9369,1.0,1,"[('etenim', 0.6881278157234192), ('quia', 0.6225549578666687), ('ergo', 0.5672677755355835), ('autem', 0.5627295970916748), ('quodsi', 0.5542473196983337), ('quoniam', 0.5517164468765259), ('siquidem', 0.5251359343528748), ('uerumtamen', 0.5181608200073242), ('igitur', 0.5057974457740784), ('qui', 0.5050967931747437)]"
uel,9222,9857,0.4947974,0,"[('puleius', 0.41955846548080444), ('quilibet', 0.4113094210624695), ('quiuis', 0.39505189657211304), ('tisana', 0.38831257820129395), ('emollio', 0.3868076205253601), ('ponendus', 0.38483160734176636), ('lenticula', 0.3705888092517853), ('Thrasyllus', 0.3653371334075928), ('hysopum', 0.36190786957740784), ('detero', 0.3611465096473694)]",9222,1.0,1,"[('quilibet', 0.7111786007881165), ('alienatio', 0.5690330862998962), ('certe', 0.5574397444725037), ('specialis', 0.5128097534179688), ('quicumque', 0.5078848004341125), ('idoneus', 0.4838550388813019), ('aliqui', 0.4813900887966156), ('seu', 0.4734709560871124), ('litigo', 0.47186601161956787), ('curator', 0.4688270688056946)]"
dies,9149,9343,0.7152428,0,"[('hora', 0.5925732254981995), ('triduum', 0.5875006914138794), ('lux', 0.5035403966903687), ('mensis', 0.5012442469596863), ('uigilia', 0.48836323618888855), ('intempestus', 0.4838637113571167), ('annus', 0.4836915135383606), ('biduum', 0.4739193022251129), ('quinquennium', 0.46852782368659973), ('quadriduum', 0.45490556955337524)]",9149,1.0,1,"[('hora', 0.7374460697174072), ('sabbatum', 0.6719169616699219), ('annus', 0.5792374610900879), ('mensis', 0.5788050293922424), ('uigilia', 0.5632542967796326), ('nonus', 0.5437151193618774), ('nox', 0.5323171019554138), ('sextus', 0.530670702457428), ('mane', 0.5266225337982178), ('menstruum', 0.5262121558189392)]"
